18-04-20,00:00:01,symbol, open, high, low, close, trades, volume, vwap, lastSize, turnover, homeNotional, foreignNotional
18-04-20,00:00:15,XBTUSD, 7031.5, 7032, 7022.5, 7025, 1030, 4466915, 7026.9131, 6057, 63568848273, 635.6884827299999, 4466915
18-04-20,00:00:15,XBTUSD, 7031.5, 7032, 7022.5, 7025, 1030, 4466915, 7026.9131, 6057, 63568848273, 635.6884827299999, 4466915
18-04-20,00:00:15,XBTUSD, 7031.5, 7032, 7022.5, 7025, 1030, 4466915, 7026.9131, 6057, 63568848273, 635.6884827299999, 4466915
18-04-20,00:01:15,XBTUSD, 7025, 7050, 7005.5, 7044.5, 3582, 17168577, 7025.9257, 4161, 244362680107, 2443.626801069999, 17168577
18-04-20,00:01:15,XBTUSD, 7025, 7050, 7005.5, 7044.5, 3582, 17168577, 7025.9257, 4161, 244362680107, 2443.626801069999, 17168577
18-04-20,00:01:15,XBTUSD, 7025, 7050, 7005.5, 7044.5, 3582, 17168577, 7025.9257, 4161, 244362680107, 2443.626801069999, 17168577
18-04-20,00:02:15,XBTUSD, 7044.5, 7054, 7044.5, 7050.5, 986, 5307269, 7051.1917, 20, 75269486048, 752.69486048, 5307269
18-04-20,00:02:15,XBTUSD, 7044.5, 7054, 7044.5, 7050.5, 986, 5307269, 7051.1917, 20, 75269486048, 752.69486048, 5307269
18-04-20,00:02:15,XBTUSD, 7044.5, 7054, 7044.5, 7050.5, 986, 5307269, 7051.1917, 20, 75269486048, 752.69486048, 5307269
18-04-20,00:03:15,XBTUSD, 7050.5, 7054, 7043.5, 7045, 775, 2982350, 7049.7004, 360, 42305296836, 423.05296835999997, 2982350
18-04-20,00:03:15,XBTUSD, 7050.5, 7054, 7043.5, 7045, 775, 2982350, 7049.7004, 360, 42305296836, 423.05296835999997, 2982350
18-04-20,00:03:15,XBTUSD, 7050.5, 7054, 7043.5, 7045, 775, 2982350, 7049.7004, 360, 42305296836, 423.05296835999997, 2982350
18-04-20,00:04:15,XBTUSD, 7045, 7049.5, 7044.5, 7049.5, 205, 690103, 7048.7066, 7210, 9790750319, 97.90750319000001, 690103
18-04-20,00:04:15,XBTUSD, 7045, 7049.5, 7044.5, 7049.5, 205, 690103, 7048.7066, 7210, 9790750319, 97.90750319000001, 690103
18-04-20,00:04:15,XBTUSD, 7045, 7049.5, 7044.5, 7049.5, 205, 690103, 7048.7066, 7210, 9790750319, 97.90750319000001, 690103
18-04-20,00:05:15,XBTUSD, 7049.5, 7053, 7047, 7047.5, 516, 1873057, 7051.1917, 3, 26563924619, 265.63924619, 1873057
18-04-20,00:05:15,XBTUSD, 7049.5, 7053, 7047, 7047.5, 516, 1873057, 7051.1917, 3, 26563924619, 265.63924619, 1873057
18-04-20,00:05:15,XBTUSD, 7049.5, 7053, 7047, 7047.5, 516, 1873057, 7051.1917, 3, 26563924619, 265.63924619, 1873057
18-04-20,00:06:15,XBTUSD, 7047.5, 7052.5, 7045.5, 7049, 403, 1582664, 7049.7004, 1, 22451069394, 224.51069394, 1582664
18-04-20,00:06:15,XBTUSD, 7047.5, 7052.5, 7045.5, 7049, 403, 1582664, 7049.7004, 1, 22451069394, 224.51069394, 1582664
