10-05-20,00:00:01,symbol, open, high, low, close, trades, volume, vwap, lastSize, turnover, homeNotional, foreignNotional
10-05-20,00:00:15,XBTUSD, 9537, 9555.5, 9537, 9537.5, 1066, 7691342, 9545.6281, 300, 80580260455, 805.8026045500001, 7691342
10-05-20,00:01:15,XBTUSD, 9537.5, 9570, 9517, 9570, 3408, 15644306, 9535.6155, 750, 164074642129, 1640.7464212899997, 15644306
10-05-20,00:02:15,XBTUSD, 9570, 9570.5, 9556.5, 9565, 790, 5070546, 9562.0578, 350, 53029914779, 530.29914779, 5070546
10-05-20,00:03:15,XBTUSD, 9565, 9565.5, 9532, 9532, 1139, 6129218, 9547.4508, 1088, 64199548359, 641.9954835899998, 6129218
10-05-20,00:04:15,XBTUSD, 9532, 9544.5, 9517.5, 9518, 1732, 9482517, 9531.0713, 20, 99493511686, 994.9351168599999, 9482517
10-05-20,00:05:15,XBTUSD, 9518, 9517.5, 9462.5, 9486, 7797, 48763767, 9488.5663, 50, 513938282201, 5139.3828220099995, 48763767
10-05-20,00:06:15,XBTUSD, 9486, 9486, 9450, 9478.5, 3489, 20405013, 9462.5284, 53, 215654175448, 2156.541754479999, 20405013
10-05-20,00:07:15,XBTUSD, 9478.5, 9511.5, 9478.5, 9501, 1667, 8956301, 9502.0905, 4419, 94263463993, 942.6346399299998, 8956301
10-05-20,00:08:15,XBTUSD, 9501, 9518, 9500.5, 9512, 835, 5233335, 9510.2235, 31, 55032803669, 550.32803669, 5233335
10-05-20,00:09:15,XBTUSD, 9512, 9512.5, 9483, 9495, 1197, 5319668, 9493.9713, 14416, 56033515731, 560.3351573100001, 5319668
10-05-20,00:10:15,XBTUSD, 9495, 9506, 9485, 9485, 921, 4503538, 9496.6762, 1292, 47426539371, 474.26539370999996, 4503538
10-05-20,00:11:15,XBTUSD, 9485, 9490.5, 9477.5, 9485, 782, 4062373, 9484.0668, 384, 42837120989, 428.37120989000005, 4062373
10-05-20,00:12:15,XBTUSD, 9485, 9496, 9483.5, 9489, 883, 4740882, 9490.3673, 1639, 49957823738, 499.57823737999996, 4740882
10-05-20,00:13:15,XBTUSD, 9489, 9489.5, 9466, 9468, 1166, 5685024, 9475.9784, 1221, 59996673146, 599.9667314599998, 5685024
10-05-20,00:14:15,XBTUSD, 9468, 9468, 9411, 9422, 5816, 34725538, 9432.1826, 214, 368169266614, 3681.6926661399953, 34725538
10-05-20,00:15:15,XBTUSD, 9422, 9436, 9350, 9350.5, 7082, 40648431, 9384.3844, 391, 433188588411, 4331.885884109998, 40648431
10-05-20,00:16:15,XBTUSD, 9350.5, 9351, 9051.5, 9165, 11971, 86419386, 9213.1933, 3000, 938020783608, 9380.207836079995, 86419386
10-05-20,00:17:15,XBTUSD, 9165, 9271.5, 9157, 9183.5, 5609, 44659418, 9203.8656, 2400, 485261941906, 4852.6194190599945, 44659418
