08-05-20,00:00:01,symbol, open, high, low, close, trades, volume, vwap, lastSize, turnover, homeNotional, foreignNotional
08-05-20,00:00:15,XBTUSD, 9999.5, 10010.5, 9993.5, 10010, 827, 5771666, 10003.0009, 1000, 57704899467, 577.0489946700001, 5771666
08-05-20,00:01:15,XBTUSD, 10010, 10024.5, 10009.5, 10010, 1483, 8702012, 10018.0325, 150, 86865400014, 868.6540001400002, 8702012
08-05-20,00:02:15,XBTUSD, 10010, 10010.5, 9980, 9992, 1280, 8645924, 9995.0025, 3000, 86511097357, 865.11097357, 8645924
08-05-20,00:03:15,XBTUSD, 9992, 9999, 9960.5, 9985, 1933, 8987850, 9977.0528, 800, 90092287981, 900.9228798100002, 8987850
08-05-20,00:04:15,XBTUSD, 9985, 9985.5, 9971, 9972.5, 804, 4894932, 9981.036, 29, 49044551571, 490.4455157099999, 4894932
08-05-20,00:05:15,XBTUSD, 9972.5, 9973.5, 9845.5, 9896.5, 5767, 33428529, 9912.7676, 1000, 337249334875, 3372.493348749999, 33428529
08-05-20,00:06:15,XBTUSD, 9896.5, 9942, 9896.5, 9917, 2820, 16136324, 9922.6037, 100, 162622617582, 1626.2261758199998, 16136324
08-05-20,00:07:15,XBTUSD, 9917, 9925, 9916.5, 9918.5, 824, 6041670, 9923.5884, 2, 60887930494, 608.87930494, 6041670
08-05-20,00:08:15,XBTUSD, 9918.5, 9918, 9891.5, 9913.5, 2092, 15183998, 9903.9319, 4, 153322026210, 1533.2202621, 15183998
08-05-20,00:09:15,XBTUSD, 9913.5, 9925, 9909, 9914.5, 1535, 7660273, 9917.6832, 8, 77240682549, 772.4068254900003, 7660273
08-05-20,00:10:15,XBTUSD, 9914.5, 9916.5, 9889, 9889, 1498, 6456117, 9905.894, 50, 65178334917, 651.7833491699998, 6456117
08-05-20,00:11:15,XBTUSD, 9889, 9928, 9888, 9919, 1309, 6882321, 9913.7504, 900, 69424512503, 694.24512503, 6882321
08-05-20,00:12:15,XBTUSD, 9919, 9928, 9918.5, 9923.5, 579, 3874005, 9923.5884, 2, 39040792914, 390.4079291399999, 3874005
