29-04-20,00:00:01,symbol, open, high, low, close, trades, volume, vwap, lastSize, turnover, homeNotional, foreignNotional
29-04-20,00:00:15,XBTUSD, 7762, 7762.5, 7751.5, 7752, 1942, 2704449, 7759.1558, 20, 34855587256, 348.55587255999995, 2704449
29-04-20,00:01:15,XBTUSD, 7752, 7779, 7750, 7773.5, 6137, 9984239, 7766.3871, 2000, 128559216116, 1285.5921611599995, 9984239
29-04-20,00:02:15,XBTUSD, 7773.5, 7773.5, 7773, 7773.5, 355, 1069115, 7773.6318, 1, 13753722086, 137.53722086000002, 1069115
29-04-20,00:03:15,XBTUSD, 7773.5, 7773.5, 7769.5, 7769.5, 513, 949333, 7771.8194, 150, 12215151920, 122.1515192, 949333
29-04-20,00:04:15,XBTUSD, 7769.5, 7772.5, 7769.5, 7772.5, 289, 845367, 7770.6115, 3, 10879215736, 108.79215735999999, 845367
29-04-20,00:05:15,XBTUSD, 7772.5, 7772.5, 7772, 7772, 242, 1153127, 7772.4234, 10, 14837147285, 148.37147285, 1153127
29-04-20,00:06:15,XBTUSD, 7772, 7772.5, 7769.5, 7770, 307, 1377359, 7770.6115, 300, 17725363003, 177.25363003, 1377359
29-04-20,00:07:15,XBTUSD, 7770, 7770, 7769, 7769.5, 223, 866706, 7769.4041, 1, 11155502980, 111.55502980000001, 866706
29-04-20,00:08:15,XBTUSD, 7769.5, 7769.5, 7769, 7769, 45, 94319, 7769.4041, 200, 1214023233, 12.14023233, 94319
29-04-20,00:09:15,XBTUSD, 7769, 7769.5, 7762, 7762.5, 1384, 1492017, 7765.784, 10000, 19213019048, 192.13019048, 1492017
29-04-20,00:10:15,XBTUSD, 7762.5, 7763, 7762.5, 7763, 123, 198524, 7763, 91, 2557386168, 25.573861680000004, 198524
29-04-20,00:11:15,XBTUSD, 7763, 7766.5, 7762.5, 7766.5, 203, 231911, 7764.578, 81, 2986981222, 29.86981221999999, 231911
29-04-20,00:12:15,XBTUSD, 7766.5, 7768, 7766.5, 7767.5, 186, 717285, 7767.5936, 1, 9234363183, 92.34363182999999, 717285
29-04-20,00:13:15,XBTUSD, 7767.5, 7768, 7765, 7765, 222, 649069, 7767.5936, 1000, 8356631470, 83.56631469999999, 649069
29-04-20,00:14:15,XBTUSD, 7765, 7765.5, 7765, 7765, 111, 515301, 7765.784, 26098, 6636033072, 66.36033072, 515301
