20-04-20,00:00:01,symbol, open, high, low, close, trades, volume, vwap, lastSize, turnover, homeNotional, foreignNotional
20-04-20,00:00:15,XBTUSD, 7127.5, 7127.5, 7125, 7125.5, 212, 525600, 7126.06, 7228, 7375865722, 73.75865721999999, 525600
20-04-20,00:00:15,XBTUSD, 7127.5, 7127.5, 7125, 7125.5, 212, 525600, 7126.06, 7228, 7375865722, 73.75865721999999, 525600
20-04-20,00:01:15,XBTUSD, 7125.5, 7127.5, 7125, 7125, 627, 1249858, 7126.06, 2246, 17539425169, 175.39425168999992, 1249858
20-04-20,00:01:15,XBTUSD, 7125.5, 7127.5, 7125, 7125, 627, 1249858, 7126.06, 2246, 17539425169, 175.39425168999992, 1249858
20-04-20,00:02:15,XBTUSD, 7125, 7125.5, 7117.5, 7118, 772, 2068377, 7121.4927, 10000, 29044592951, 290.44592951000004, 2068377
20-04-20,00:02:15,XBTUSD, 7125, 7125.5, 7117.5, 7118, 772, 2068377, 7121.4927, 10000, 29044592951, 290.44592951000004, 2068377
20-04-20,00:03:15,XBTUSD, 7118, 7118, 7088, 7112, 3443, 10951178, 7101.264, 6500, 154221048697, 1542.2104869700004, 10951178
20-04-20,00:03:15,XBTUSD, 7118, 7118, 7088, 7112, 3443, 10951178, 7101.264, 6500, 154221048697, 1542.2104869700004, 10951178
20-04-20,00:04:15,XBTUSD, 7112, 7112, 7105, 7112, 697, 2904556, 7109.3417, 10, 40855732015, 408.55732015, 2904556
20-04-20,00:04:15,XBTUSD, 7112, 7112, 7105, 7112, 697, 2904556, 7109.3417, 10, 40855732015, 408.55732015, 2904556
20-04-20,00:05:15,XBTUSD, 7112, 7116, 7111.5, 7113.5, 545, 1803408, 7114.3995, 9182, 25350421573, 253.50421572999994, 1803408
20-04-20,00:05:15,XBTUSD, 7112, 7116, 7111.5, 7113.5, 545, 1803408, 7114.3995, 9182, 25350421573, 253.50421572999994, 1803408
20-04-20,00:06:15,XBTUSD, 7113.5, 7113.5, 7110.5, 7111, 312, 616996, 7112.3755, 5000, 8675172234, 86.75172234, 616996
20-04-20,00:06:15,XBTUSD, 7113.5, 7113.5, 7110.5, 7111, 312, 616996, 7112.3755, 5000, 8675172234, 86.75172234, 616996
20-04-20,00:07:15,XBTUSD, 7111, 7127, 7110.5, 7127, 784, 1180976, 7119.4646, 250, 16588210849, 165.88210848999998, 1180976
20-04-20,00:07:15,XBTUSD, 7111, 7127, 7110.5, 7127, 784, 1180976, 7119.4646, 250, 16588210849, 165.88210848999998, 1180976
20-04-20,00:08:15,XBTUSD, 7127, 7133.5, 7126.5, 7133, 719, 2062848, 7130.1248, 3622, 28932933005, 289.32933005, 2062848
20-04-20,00:08:15,XBTUSD, 7127, 7133.5, 7126.5, 7133, 719, 2062848, 7130.1248, 3622, 28932933005, 289.32933005, 2062848
20-04-20,00:09:15,XBTUSD, 7133, 7133.5, 7130, 7130, 458, 1331300, 7132.1589, 13000, 18667290357, 186.67290357, 1331300
20-04-20,00:09:15,XBTUSD, 7133, 7133.5, 7130, 7130, 458, 1331300, 7132.1589, 13000, 18667290357, 186.67290357, 1331300
20-04-20,00:10:15,XBTUSD, 7130, 7135.5, 7130, 7131, 434, 960895, 7133.1764, 30, 13470791259, 134.70791259000003, 960895
20-04-20,00:10:15,XBTUSD, 7130, 7135.5, 7130, 7131, 434, 960895, 7133.1764, 30, 13470791259, 134.70791259000003, 960895
20-04-20,00:11:15,XBTUSD, 7131, 7131, 7120, 7120.5, 900, 3207906, 7127.0758, 2, 45012526011, 450.12526010999994, 3207906
20-04-20,00:11:15,XBTUSD, 7131, 7131, 7120, 7120.5, 900, 3207906, 7127.0758, 2, 45012526011, 450.12526010999994, 3207906
20-04-20,00:12:15,XBTUSD, 7120.5, 7130, 7120.5, 7129, 357, 277106, 7127.0758, 75, 3888152603, 38.881526029999996, 277106
20-04-20,00:12:15,XBTUSD, 7120.5, 7130, 7120.5, 7129, 357, 277106, 7127.0758, 75, 3888152603, 38.881526029999996, 277106
20-04-20,00:13:15,XBTUSD, 7129, 7131.5, 7128, 7131, 170, 292379, 7130.1248, 93, 4100732719, 41.00732719, 292379
20-04-20,00:13:15,XBTUSD, 7129, 7131.5, 7128, 7131, 170, 292379, 7130.1248, 93, 4100732719, 41.00732719, 292379
20-04-20,00:14:15,XBTUSD, 7131, 7131.5, 7131, 7131.5, 94, 185993, 7131.6503, 1, 2608138707, 26.081387069999995, 185993
20-04-20,00:14:15,XBTUSD, 7131, 7131.5, 7131, 7131.5, 94, 185993, 7131.6503, 1, 2608138707, 26.081387069999995, 185993
20-04-20,00:15:15,XBTUSD, 7131.5, 7136.5, 7131, 7136, 406, 776309, 7133.1764, 20, 10883574940, 108.83574940000001, 776309
20-04-20,00:15:15,XBTUSD, 7131.5, 7136.5, 7131, 7136, 406, 776309, 7133.1764, 20, 10883574940, 108.83574940000001, 776309
20-04-20,00:16:15,XBTUSD, 7136, 7136.5, 7136, 7136, 83, 270238, 7136.7399, 116, 3786707794, 37.86707794, 270238
20-04-20,00:16:15,XBTUSD, 7136, 7136.5, 7136, 7136, 83, 270238, 7136.7399, 116, 3786707794, 37.86707794, 270238
20-04-20,00:17:15,XBTUSD, 7136, 7141.5, 7136, 7141, 465, 1050987, 7139.2875, 20, 14721700103, 147.21700103000003, 1050987
20-04-20,00:17:15,XBTUSD, 7136, 7141.5, 7136, 7141, 465, 1050987, 7139.2875, 20, 14721700103, 147.21700103000003, 1050987
20-04-20,00:18:15,XBTUSD, 7141, 7141.5, 7141, 7141.5, 135, 237142, 7141.3269, 500, 3320805388, 33.20805388, 237142
20-04-20,00:18:15,XBTUSD, 7141, 7141.5, 7141, 7141.5, 135, 237142, 7141.3269, 500, 3320805388, 33.20805388, 237142
20-04-20,00:19:15,XBTUSD, 7141.5, 7141.5, 7141, 7141.5, 180, 266967, 7141.3269, 5000, 3738560944, 37.38560944, 266967
20-04-20,00:19:15,XBTUSD, 7141.5, 7141.5, 7141, 7141.5, 180, 266967, 7141.3269, 5000, 3738560944, 37.38560944, 266967
20-04-20,00:20:15,XBTUSD, 7141.5, 7141.5, 7139.5, 7139.5, 169, 461656, 7141.3269, 200, 6464905104, 64.64905104, 461656
20-04-20,00:20:15,XBTUSD, 7141.5, 7141.5, 7139.5, 7139.5, 169, 461656, 7141.3269, 200, 6464905104, 64.64905104, 461656
20-04-20,00:21:15,XBTUSD, 7139.5, 7153.5, 7139.5, 7153.5, 996, 2974331, 7146.4304, 862, 41620669654, 416.20669654, 2974331
20-04-20,00:21:15,XBTUSD, 7139.5, 7153.5, 7139.5, 7153.5, 996, 2974331, 7146.4304, 862, 41620669654, 416.20669654, 2974331
20-04-20,00:22:15,XBTUSD, 7153.5, 7154, 7150, 7150.5, 472, 1671087, 7152.0526, 777, 23365493205, 233.65493205000004, 1671087
20-04-20,00:22:15,XBTUSD, 7153.5, 7154, 7150, 7150.5, 472, 1671087, 7152.0526, 777, 23365493205, 233.65493205000004, 1671087
20-04-20,00:23:15,XBTUSD, 7150.5, 7150.5, 7149.5, 7149.5, 112, 278286, 7150.0072, 1000, 3892221371, 38.92221371, 278286
20-04-20,00:23:15,XBTUSD, 7150.5, 7150.5, 7149.5, 7149.5, 112, 278286, 7150.0072, 1000, 3892221371, 38.92221371, 278286
20-04-20,00:24:15,XBTUSD, 7149.5, 7157.5, 7149.5, 7152.5, 916, 1620982, 7154.0993, 1000, 22658965706, 226.58965706000004, 1620982
20-04-20,00:24:15,XBTUSD, 7149.5, 7157.5, 7149.5, 7152.5, 916, 1620982, 7154.0993, 1000, 22658965706, 226.58965706000004, 1620982
20-04-20,00:25:15,XBTUSD, 7152.5, 7153, 7149.5, 7149.5, 276, 776639, 7152.0526, 3, 10859643049, 108.59643049, 776639
20-04-20,00:25:15,XBTUSD, 7152.5, 7153, 7149.5, 7149.5, 276, 776639, 7152.0526, 3, 10859643049, 108.59643049, 776639
20-04-20,00:26:15,XBTUSD, 7149.5, 7155.5, 7149.5, 7150, 579, 1844070, 7153.0758, 3915, 25781502120, 257.8150212, 1844070
20-04-20,00:26:15,XBTUSD, 7149.5, 7155.5, 7149.5, 7150, 579, 1844070, 7153.0758, 3915, 25781502120, 257.8150212, 1844070
20-04-20,00:27:15,XBTUSD, 7150, 7150.5, 7150, 7150.5, 104, 148282, 7150.5184, 1000, 2073763113, 20.737631129999997, 148282
20-04-20,00:27:15,XBTUSD, 7150, 7150.5, 7150, 7150.5, 104, 148282, 7150.5184, 1000, 2073763113, 20.737631129999997, 148282
20-04-20,00:28:15,XBTUSD, 7150.5, 7150.5, 7149.5, 7149.5, 194, 589286, 7150.0072, 20, 8241868092, 82.41868092, 589286
20-04-20,00:28:15,XBTUSD, 7150.5, 7150.5, 7149.5, 7149.5, 194, 589286, 7150.0072, 20, 8241868092, 82.41868092, 589286
20-04-20,00:29:15,XBTUSD, 7149.5, 7150, 7144, 7144, 303, 1170827, 7147.9628, 3227, 16380571290, 163.80571289999997, 1170827
20-04-20,00:29:15,XBTUSD, 7149.5, 7150, 7144, 7144, 303, 1170827, 7147.9628, 3227, 16380571290, 163.80571289999997, 1170827
20-04-20,00:30:15,XBTUSD, 7144, 7144.5, 7144, 7144.5, 74, 448620, 7144.3881, 7958, 6279688523, 62.79688523000001, 448620
20-04-20,00:30:15,XBTUSD, 7144, 7144.5, 7144, 7144.5, 74, 448620, 7144.3881, 7958, 6279688523, 62.79688523000001, 448620
20-04-20,00:31:15,XBTUSD, 7144.5, 7151.5, 7144, 7151.5, 465, 1360838, 7146.9411, 2500, 19041658741, 190.41658741, 1360838
20-04-20,00:31:15,XBTUSD, 7144.5, 7151.5, 7144, 7151.5, 465, 1360838, 7146.9411, 2500, 19041658741, 190.41658741, 1360838
20-04-20,00:32:15,XBTUSD, 7151.5, 7151.5, 7149.5, 7149.5, 159, 260326, 7151.0297, 5, 3640498372, 36.404983720000004, 260326
20-04-20,00:32:15,XBTUSD, 7151.5, 7151.5, 7149.5, 7149.5, 159, 260326, 7151.0297, 5, 3640498372, 36.404983720000004, 260326
20-04-20,00:33:15,XBTUSD, 7149.5, 7152.5, 7149.5, 7152, 304, 690133, 7150.5184, 5, 9651651758, 96.51651758000001, 690133
20-04-20,00:33:15,XBTUSD, 7149.5, 7152.5, 7149.5, 7152, 304, 690133, 7150.5184, 5, 9651651758, 96.51651758000001, 690133
20-04-20,00:34:15,XBTUSD, 7152, 7154, 7150.5, 7151, 325, 492108, 7152.5642, 798, 6880256484, 68.80256484, 492108
20-04-20,00:34:15,XBTUSD, 7152, 7154, 7150.5, 7151, 325, 492108, 7152.5642, 798, 6880256484, 68.80256484, 492108
20-04-20,00:35:15,XBTUSD, 7151, 7151, 7150.5, 7151, 66, 243837, 7151.0297, 2000, 3410049932, 34.10049932, 243837
20-04-20,00:35:15,XBTUSD, 7151, 7151, 7150.5, 7151, 66, 243837, 7151.0297, 2000, 3410049932, 34.10049932, 243837
20-04-20,00:36:15,XBTUSD, 7151, 7154, 7150.5, 7154, 228, 480014, 7152.0526, 700, 6711791801, 67.11791801000001, 480014
20-04-20,00:36:15,XBTUSD, 7151, 7154, 7150.5, 7154, 228, 480014, 7152.0526, 700, 6711791801, 67.11791801000001, 480014
20-04-20,00:37:15,XBTUSD, 7154, 7154, 7153.5, 7154, 64, 118186, 7154.0993, 31, 1652093118, 16.52093118, 118186
20-04-20,00:37:15,XBTUSD, 7154, 7154, 7153.5, 7154, 64, 118186, 7154.0993, 31, 1652093118, 16.52093118, 118186
20-04-20,00:38:15,XBTUSD, 7154, 7163.5, 7154, 7161.5, 907, 1392918, 7159.7337, 1, 19455630294, 194.55630294, 1392918
20-04-20,00:38:15,XBTUSD, 7154, 7163.5, 7154, 7161.5, 907, 1392918, 7159.7337, 1, 19455630294, 194.55630294, 1392918
20-04-20,00:39:15,XBTUSD, 7161.5, 7162, 7160, 7160.5, 168, 467778, 7160.759, 28, 6532604139, 65.32604138999999, 467778
20-04-20,00:39:15,XBTUSD, 7161.5, 7162, 7160, 7160.5, 168, 467778, 7160.759, 28, 6532604139, 65.32604138999999, 467778
20-04-20,00:40:15,XBTUSD, 7160.5, 7160.5, 7160, 7160.5, 109, 381841, 7160.5, 1, 5332791406, 53.327914060000005, 381841
20-04-20,00:40:15,XBTUSD, 7160.5, 7160.5, 7160, 7160.5, 109, 381841, 7160.5, 1, 5332791406, 53.327914060000005, 381841
20-04-20,00:41:15,XBTUSD, 7160.5, 7160.5, 7159.5, 7159.5, 166, 583079, 7160.2463, 1717, 8143339019, 81.43339018999998, 583079
20-04-20,00:41:15,XBTUSD, 7160.5, 7160.5, 7159.5, 7159.5, 166, 583079, 7160.2463, 1717, 8143339019, 81.43339018999998, 583079
20-04-20,00:42:15,XBTUSD, 7159.5, 7160, 7157, 7157.5, 148, 332155, 7159.2211, 3, 4639676350, 46.396763500000006, 332155
20-04-20,00:42:15,XBTUSD, 7159.5, 7160, 7157, 7157.5, 148, 332155, 7159.2211, 3, 4639676350, 46.396763500000006, 332155
20-04-20,00:43:15,XBTUSD, 7157.5, 7157, 7156.5, 7157, 126, 439835, 7157.1715, 31, 6145395515, 61.45395514999999, 439835
20-04-20,00:43:15,XBTUSD, 7157.5, 7157, 7156.5, 7157, 126, 439835, 7157.1715, 31, 6145395515, 61.45395514999999, 439835
20-04-20,00:44:15,XBTUSD, 7157, 7157, 7156.5, 7156.5, 35, 61139, 7157.1715, 30, 854242170, 8.5424217, 61139
20-04-20,00:44:15,XBTUSD, 7157, 7157, 7156.5, 7156.5, 35, 61139, 7157.1715, 30, 854242170, 8.5424217, 61139
20-04-20,00:45:15,XBTUSD, 7156.5, 7157, 7155.5, 7155.5, 66, 147066, 7156.6593, 200, 2054967721, 20.54967721, 147066
20-04-20,00:45:15,XBTUSD, 7156.5, 7157, 7155.5, 7155.5, 66, 147066, 7156.6593, 200, 2054967721, 20.54967721, 147066
20-04-20,00:46:15,XBTUSD, 7155.5, 7156, 7154.5, 7154.5, 129, 390329, 7155.6351, 5, 5455097972, 54.550979719999994, 390329
20-04-20,00:46:15,XBTUSD, 7155.5, 7156, 7154.5, 7154.5, 129, 390329, 7155.6351, 5, 5455097972, 54.550979719999994, 390329
20-04-20,00:47:15,XBTUSD, 7154.5, 7155, 7154.5, 7154.5, 34, 91375, 7155.1231, 50, 1277135349, 12.771353490000001, 91375
20-04-20,00:47:15,XBTUSD, 7154.5, 7155, 7154.5, 7154.5, 34, 91375, 7155.1231, 50, 1277135349, 12.771353490000001, 91375
20-04-20,00:48:15,XBTUSD, 7154.5, 7156, 7154.5, 7156, 355, 1856407, 7155.1231, 544, 25946199255, 259.46199255000005, 1856407
20-04-20,00:48:15,XBTUSD, 7154.5, 7156, 7154.5, 7156, 355, 1856407, 7155.1231, 544, 25946199255, 259.46199255000005, 1856407
20-04-20,00:49:15,XBTUSD, 7156, 7163.5, 7156, 7163, 457, 1173023, 7160.2463, 200, 16383024592, 163.83024592, 1173023
20-04-20,00:49:15,XBTUSD, 7156, 7163.5, 7156, 7163, 457, 1173023, 7160.2463, 200, 16383024592, 163.83024592, 1173023
20-04-20,00:50:15,XBTUSD, 7163, 7173, 7163, 7166, 1304, 2441635, 7167.945, 3, 34064132499, 340.64132499, 2441635
20-04-20,00:50:15,XBTUSD, 7163, 7173, 7163, 7166, 1304, 2441635, 7167.945, 3, 34064132499, 340.64132499, 2441635
20-04-20,00:51:15,XBTUSD, 7166, 7170.5, 7165.5, 7170, 487, 1152826, 7168.4588, 40000, 16082636470, 160.82636470000003, 1152826
20-04-20,00:51:15,XBTUSD, 7166, 7170.5, 7165.5, 7170, 487, 1152826, 7168.4588, 40000, 16082636470, 160.82636470000003, 1152826
20-04-20,00:52:15,XBTUSD, 7170, 7175.5, 7168, 7175.5, 580, 1636259, 7172.5721, 813, 22812859864, 228.12859864000004, 1636259
20-04-20,00:52:15,XBTUSD, 7170, 7175.5, 7168, 7175.5, 580, 1636259, 7172.5721, 813, 22812859864, 228.12859864000004, 1636259
