04-05-20,00:00:04,symbol, open, high, low, close, trades, volume, vwap, lastSize, turnover, homeNotional, foreignNotional
04-05-20,00:00:15,XBTUSD, 8907.5, 8909.5, 8907, 8907.5, 1099, 624517, 8908.686, 120, 7010219042, 70.10219042000001, 624517
04-05-20,00:01:15,XBTUSD, 8907.5, 8922, 8907, 8917.5, 7597, 3692001, 8915.0397, 27, 41413376038, 414.13376037999944, 3692001
04-05-20,00:02:15,XBTUSD, 8917.5, 8924, 8917, 8923.5, 1130, 2565021, 8920.6066, 21058, 28755035986, 287.55035985999996, 2565021
04-05-20,00:03:15,XBTUSD, 8923.5, 8924, 8923.5, 8924, 111, 185271, 8924, 1000, 2076146826, 20.76146826, 185271
04-05-20,00:04:15,XBTUSD, 8924, 8924, 8923.5, 8923.5, 85, 212157, 8924, 1, 2377431342, 23.77431342, 212157
04-05-20,00:05:15,XBTUSD, 8923.5, 8931.5, 8923.5, 8925.5, 2356, 2296451, 8927.7743, 50, 25722551276, 257.22551276, 2296451
04-05-20,00:06:15,XBTUSD, 8925.5, 8927.5, 8925, 8927.5, 146, 371357, 8926.1805, 4, 4160447543, 41.60447543, 371357
04-05-20,00:07:15,XBTUSD, 8927.5, 8927.5, 8918.5, 8918.5, 2112, 956385, 8921.4024, 9, 10720430499, 107.20430499, 956385
04-05-20,00:08:15,XBTUSD, 8918.5, 8923.5, 8917, 8923.5, 356, 700164, 8919.0153, 1, 7850832563, 78.50832563, 700164
04-05-20,00:09:15,XBTUSD, 8923.5, 8923.5, 8923, 8923.5, 57, 128464, 8923.7908, 4, 1439579901, 14.39579901, 128464
04-05-20,00:10:15,XBTUSD, 8923.5, 8924.5, 8920, 8924.5, 283, 844718, 8923.7908, 13878, 9466436595, 94.66436594999999, 844718
04-05-20,00:11:15,XBTUSD, 8924.5, 8939, 8924, 8939, 710, 1115255, 8934.1553, 1, 12483950324, 124.83950324, 1115255
04-05-20,00:12:15,XBTUSD, 8939, 8939.5, 8935, 8939, 623, 974028, 8936.5505, 10, 10899484147, 108.99484147000001, 974028
04-05-20,00:13:15,XBTUSD, 8939, 8943.5, 8939, 8943.5, 400, 1790424, 8942.1443, 1, 20022663481, 200.22663481, 1790424
04-05-20,00:14:15,XBTUSD, 8943.5, 8945, 8943, 8945, 403, 1219177, 8944.5438, 3796, 13631427312, 136.31427312, 1219177
