17-04-20,00:00:01,execID, orderID, clOrdID, account, symbol, side, orderQty, price, execType, ordType, commission, text
17-04-20,00:22:03,c2d47e6d-fab9-e1fd-8fb4-0cefc4b9225b, f43dd1cd-fb4e-240b-7461-de45f141578e, pyno_002_Buy0qctPnKMtS6iTBczU8xc2+A, 1350858, XBTUSD, Buy, 101, 7068, New, Limit, None, Buy0
17-04-20,00:22:03,e674c434-c273-7de8-bb58-08c93bfc6d77, b6771720-bd63-7a69-f1f9-24f5b41c4307, pyno_002_StmS8FzaQti3RwGuRByI1zPi5A, 1350858, XBTUSD, Buy, 10983, None, New, Stop, None, StmS
17-04-20,00:22:03,d7785c85-7fac-1bbe-e0c2-4d746055d26e, 8b18d2c7-cfb5-2618-6d71-4eb8ff719d85, pyno_002_StmB578WeQ9dQViusHNtR/mTjg, 1350858, XBTUSD, Sell, 10983, None, New, Stop, None, StmB
17-04-20,00:26:31,cc207d46-b449-1073-4249-5359de04f393, f43dd1cd-fb4e-240b-7461-de45f141578e, pyno_002_Buy0qctPnKMtS6iTBczU8xc2+A, 1350858, XBTUSD, Buy, 101, 7068, Trade, Limit, -0.00025, Buy0
17-04-20,00:26:37,ccae377a-c2ab-952b-a2e8-0ef5cc2d537b, 149c1879-5c50-237b-9e6f-aa75722b3028, pyno_002_Sel0MLcBhcaBRJaFHI4huqDgcw, 1350858, XBTUSD, Sell, 101, 7098, Canceled, Limit, None, Canceled: Canceled via API.
Sel0
17-04-20,00:26:37,9c2f70e6-4db6-c3c2-2313-f81302bf961e, 4825c0d2-1670-80f8-1d15-6263d9a5606f, pyno_002_TgtSHGkNzQ89SCKNU553R5bN1w, 1350858, XBTUSD, Sell, 101, 7070, New, Limit, None, TargetS
17-04-20,00:30:07,f090fd66-fc03-44b3-8f4e-fc00c8a77c8c, 4825c0d2-1670-80f8-1d15-6263d9a5606f, pyno_002_TgtSHGkNzQ89SCKNU553R5bN1w, 1350858, XBTUSD, Sell, 101, 7070, Trade, Limit, -0.00025, TargetS
17-04-20,00:30:11,f9dbf349-2406-8235-abff-093c1fa9e0cd, 48de10be-6e32-3b0b-6d13-6a36eaedd0f7, pyno_002_Buy18hHGufYRSR2zWitATjtebA, 1350858, XBTUSD, Buy, 202, 7053, Canceled, Limit, None, Canceled: Canceled via API.
Buy1
17-04-20,00:30:12,991780fb-4b7a-725d-ebbf-a101065dc06f, 5dfbed07-89fd-e6ce-d9f5-ce40726f34e9, pyno_002_Buy0tgfQ6BNbRVSaoC/2pMa1Zg, 1350858, XBTUSD, Buy, 73, 7056.5, New, Limit, None, Buy0
17-04-20,00:30:12,c95a6689-0991-a705-bfe1-018f85ed993a, bf7148d0-890a-e719-0ee0-3d0544dba284, pyno_002_StmS9asrCG9HQH6b/THK5OJ7Wg, 1350858, XBTUSD, Buy, 7939, None, New, Stop, None, StmS
17-04-20,00:30:12,02dcc7c5-398c-0d39-3da4-e6259327850b, ff0812df-5bab-080e-e870-1ebf90e7384b, pyno_002_StmBLY7U80pnSfymoki7fxVcOg, 1350858, XBTUSD, Sell, 7939, None, New, Stop, None, StmB
17-04-20,00:33:28,f731645b-e26a-c724-5940-2d392b8f34d8, 2643e20a-7c7e-3f1a-3181-fb390de8c106, pyno_002_Sel0TrNIvFeFQYiYDD9cV/DjQQ, 1350858, XBTUSD, Sell, 73, 7086.5, Trade, Limit, -0.00025, Sel0
