14-05-20,00:00:01,execID, orderID, clOrdID, account, symbol, side, orderQty, price, execType, ordType, commission, text
14-05-20,03:37:56,36043ace-5216-63b7-c866-f05ba1d4e31c, 7fe93d3a-65c5-94a1-b18d-8ea687e3638b, pyno_001_Buy0QE7Iv6McSuSqRNwCAL66IA, 1350858, XBTUSD, Buy, 55, 9305, New, Limit, None, Buy0
14-05-20,03:37:56,e3bad1d5-5fb1-d664-049b-6334f7b97d65, 6a5be94b-1199-367f-6b94-f8b77acd7a3c, pyno_001_StmSdLY3ujZ/Q6qtF80njYmJtg, 1350858, XBTUSD, Buy, 3025, None, New, Stop, None, StmS
14-05-20,03:37:56,e6b89a87-3be7-fd6a-3897-437e02d1d5b5, 8a687740-709d-7d98-b6ef-a2ff1dd8764f, pyno_001_StmB07nHhel5Rr+kHDRO07gmnw, 1350858, XBTUSD, Sell, 3025, None, New, Stop, None, StmB
14-05-20,03:39:03,f281ab1e-f4f2-72ff-f0c7-0ef7ba5dd6c4, 7fe93d3a-65c5-94a1-b18d-8ea687e3638b, pyno_001_Buy0QE7Iv6McSuSqRNwCAL66IA, 1350858, XBTUSD, Buy, 55, 9305, Canceled, Limit, None, Canceled: Canceled via API.
Buy0
14-05-20,03:40:29,721630b4-5838-6948-aab1-b62899107f3b, 60458bb0-dff9-91db-bd22-0f02b1cd03c4, pyno_001_Buy0Amy7OrMbQeeAwVUa7sdhYg, 1350858, XBTUSD, Buy, 55, 9305, New, Limit, None, Buy0
14-05-20,03:40:29,d1c50ddd-433c-390e-455d-13621d14d1f1, 1561b649-2024-6907-aa24-a6430cfb4423, pyno_001_StmSpGRi76s6RbK7ovFvQbrTCg, 1350858, XBTUSD, Buy, 3025, None, New, Stop, None, StmS
14-05-20,03:40:30,c94d8aea-5589-48f8-ed3d-d5d9c84d6bb4, 84e72b41-4285-036f-36f0-fe5c79f9cd42, pyno_001_StmBflXzTw6FSoyXEy9UuC/zqQ, 1350858, XBTUSD, Sell, 3025, None, New, Stop, None, StmB
14-05-20,03:40:57,752383c8-1a27-4b54-dd5d-df33cdcd04e6, 60458bb0-dff9-91db-bd22-0f02b1cd03c4, pyno_001_Buy0Amy7OrMbQeeAwVUa7sdhYg, 1350858, XBTUSD, Buy, 55, 9305, Canceled, Limit, None, Canceled: Canceled via API.
Buy0
14-05-20,03:43:14,be4468a5-209f-297b-e18c-1ff104b8309b, a6552a99-9f3c-b0c1-3683-96c786d5c8a9, pyno_001_Buy07CQCI41gSyu0l5Co3NDsqA, 1350858, XBTUSD, Buy, 4, 9308.5, New, Limit, None, Buy0
14-05-20,03:43:17,62de3406-3a6c-3b02-34eb-b31df9d5addf, 049747e7-b171-59ef-ca16-f7bd5a7a5361, pyno_001_StmSJDEUg/DOT5GP4dj7oGGlSA, 1350858, XBTUSD, Buy, 220, None, New, Stop, None, StmS
14-05-20,03:43:18,58f314c8-284e-4acf-569f-371657647e81, 92b597a8-47e9-5e70-0e82-a85572b84be1, pyno_001_StmBo0RE4VpnR5uZgcKjDqWFsg, 1350858, XBTUSD, Sell, 220, None, New, Stop, None, StmB
