07-05-20,00:00:03,execID, orderID, clOrdID, account, symbol, side, orderQty, price, execType, ordType, commission, text
07-05-20,00:40:03,395a87db-88ff-4130-4723-7fd65fb64f85, ad8443d1-99d4-1ebc-406a-597e64ee9f4c, pyno_001_Buy0RHemr043RtOtawZpvhFknA, 1350858, XBTUSD, Buy, 86, 9181, New, Limit, None, Buy0
07-05-20,00:40:03,dff8cff0-38d0-4c3f-daa5-033e50a9f042, f93a51fa-39ad-947c-02c8-e8e5333c6e12, pyno_001_StmSyKHbPho9QqCaKL7E3K3zlg, 1350858, XBTUSD, Buy, 9353, None, New, Stop, None, StmS
07-05-20,00:40:04,e538372c-548a-e19e-e041-3ad3fefb699c, 063c7b2f-88ab-2bf6-fcda-6b42dc85c0f8, pyno_001_StmB5pPWxBiAQ1ahYresKUWEmw, 1350858, XBTUSD, Sell, 9353, None, New, Stop, None, StmB
07-05-20,00:42:02,16f340e0-2602-e7fd-a452-3e92d7aba86a, ad8443d1-99d4-1ebc-406a-597e64ee9f4c, pyno_001_Buy0RHemr043RtOtawZpvhFknA, 1350858, XBTUSD, Buy, 86, 9181, Trade, Limit, -0.00025, Buy0
07-05-20,00:42:09,de675afe-004e-c517-877c-481f9ce9f161, 6ef47d24-d9b7-7e72-f20c-43ea1f6a1006, pyno_001_Sel065hgi73BSpOlqjVqdoWmXw, 1350858, XBTUSD, Sell, 86, 9211, Canceled, Limit, None, Canceled: Canceled via API.
Sel0
07-05-20,00:42:09,b0a2dc5f-10f9-c15e-ae61-3ca3c85e0fe9, 7e4e4feb-5b32-cb3e-ffb3-007684076c89, pyno_001_TgtSQEEcAqPmShulPQR+LmsYBw, 1350858, XBTUSD, Sell, 86, 9182, New, Limit, None, TargetS
07-05-20,00:45:56,ae84a711-8817-ba3e-f1ae-3f64c69739b1, 7e4e4feb-5b32-cb3e-ffb3-007684076c89, pyno_001_TgtSQEEcAqPmShulPQR+LmsYBw, 1350858, XBTUSD, Sell, 86, 9182, Trade, Limit, -0.00025, TargetS
07-05-20,00:45:58,2bfab135-0608-d1c7-966a-02a31455896c, 3ea7b600-8554-12ae-7ff5-c885e68839c1, pyno_001_Buy1Go14L6a2TH+XJtpOhO4MfA, 1350858, XBTUSD, Buy, 172, 9166, Canceled, Limit, None, Canceled: Canceled via API.
Buy1
