20-04-20,00:00:01,channelID, fromBot, id, message, user
20-04-20,00:00:01,4, False, 49787852, 비트 고점은  2017년 이후 계속 낮아지고 있다, zun
20-04-20,00:00:05,4, False, 49787853, 응 그렇다며 고인이, King-L
20-04-20,00:00:05,4, False, 49787853, 응 그렇다며 고인이, King-L
20-04-20,00:00:12,1, False, 49787854, 50 dump, SniperScalp
20-04-20,00:00:12,1, False, 49787854, 50 dump, SniperScalp
20-04-20,00:00:14,1, False, 49787856, sebastianege: nah i am short ;), Kryptoo
20-04-20,00:00:14,1, False, 49787855, 3 2 1, SniperScalp
20-04-20,00:00:14,1, False, 49787856, sebastianege: nah i am short ;), Kryptoo
20-04-20,00:00:14,1, False, 49787855, 3 2 1, SniperScalp
20-04-20,00:00:15,4, False, 49787857, 아홉시다, Last-coin
20-04-20,00:00:15,4, False, 49787857, 아홉시다, Last-coin
20-04-20,00:00:17,4, False, 49787858, 넘모 무섭당, Ododos
20-04-20,00:00:17,4, False, 49787858, 넘모 무섭당, Ododos
20-04-20,00:00:20,4, False, 49787859, 9시떡상, kimori2
20-04-20,00:00:20,4, False, 49787859, 9시떡상, kimori2
20-04-20,00:00:23,4, False, 49787860, 1배숏이 400만개임, op-bba
20-04-20,00:00:23,4, False, 49787860, 1배숏이 400만개임, op-bba
20-04-20,00:00:23,1, False, 49787861, Doxfloyd: thats accumulation, Matomisa
20-04-20,00:00:23,1, False, 49787861, Doxfloyd: thats accumulation, Matomisa
20-04-20,00:00:24,4, False, 49787862, 고인이가 찌니 픽안주나봐?, King-L
20-04-20,00:00:24,4, False, 49787862, 고인이가 찌니 픽안주나봐?, King-L
20-04-20,00:00:26,1, False, 49787863, dump is imminent hype of ethereum is gone, tigerbaby
20-04-20,00:00:26,1, False, 49787863, dump is imminent hype of ethereum is gone, tigerbaby
20-04-20,00:00:28,1, False, 49787864, hashrate 2.0, ElonTheCruel
20-04-20,00:00:28,1, False, 49787864, hashrate 2.0, ElonTheCruel
20-04-20,00:00:33,1, False, 49787865, /position XBTUSD @Kryptoo```:bitmex: XBTUSD: 1.785 Cont @ 7182.876```, sebastianege
20-04-20,00:00:33,1, False, 49787865, /position XBTUSD @Kryptoo```:bitmex: XBTUSD: 1.785 Cont @ 7182.876```, sebastianege
20-04-20,00:00:34,1, False, 49787866, looks bullish, PaMpY_DaMpY
20-04-20,00:00:34,1, False, 49787866, looks bullish, PaMpY_DaMpY
20-04-20,00:00:34,3, False, 49787867, и так сойдет, vitekst
20-04-20,00:00:34,3, False, 49787867, и так сойдет, vitekst
20-04-20,00:00:37,1, False, 49787868, Rest in peace bulls, dom12360
20-04-20,00:00:37,1, False, 49787868, Rest in peace bulls, dom12360
20-04-20,00:00:38,4, False, 49787869, 아 숏인가, 880
20-04-20,00:00:38,4, False, 49787869, 아 숏인가, 880
20-04-20,00:00:39,4, False, 49787870, King-L: 픽을왜줘 지표로쓰고 지표값지불하는거지 100만원씩, imo......
20-04-20,00:00:39,4, False, 49787870, King-L: 픽을왜줘 지표로쓰고 지표값지불하는거지 100만원씩, imo......
20-04-20,00:00:39,4, False, 49787871, op-bba: ㄴㅐ가아는그분?, ilsan4
20-04-20,00:00:39,4, False, 49787871, op-bba: ㄴㅐ가아는그분?, ilsan4
20-04-20,00:00:42,4, False, 49787872, 리더보드 한국인 지금 있나?, Pablo.Escobar.
20-04-20,00:00:42,4, False, 49787872, 리더보드 한국인 지금 있나?, Pablo.Escobar.
20-04-20,00:00:43,1, False, 49787873, deep and sharp, ElonTheCruel
20-04-20,00:00:43,1, False, 49787873, deep and sharp, ElonTheCruel
20-04-20,00:00:43,1, False, 49787874, moon it, BTCto3750
20-04-20,00:00:43,1, False, 49787874, moon it, BTCto3750
20-04-20,00:00:46,4, False, 49787875, 아 지표 ㅋㅋㅋㅋㅋ, King-L
20-04-20,00:00:46,4, False, 49787875, 아 지표 ㅋㅋㅋㅋㅋ, King-L
20-04-20,00:00:49,1, False, 49787876, TuathDe: https://twitter.com/i/status/1251866148720820224, Checker-Oil-Chatter
20-04-20,00:00:49,1, False, 49787876, TuathDe: https://twitter.com/i/status/1251866148720820224, Checker-Oil-Chatter
20-04-20,00:00:53,1, False, 49787877, 👆👇 please, Mexiibot
