19-05-20,00:00:01,symbol, bidSize, bidPrice, askPrice, askSize
19-05-20,00:00:15,XBTUSD, 770174, 9726.5, 9727, 109310
19-05-20,00:01:15,XBTUSD, 275248, 9736, 9736.5, 1397505
19-05-20,00:02:15,XBTUSD, 139242, 9700, 9700.5, 922243
19-05-20,00:03:15,XBTUSD, 312555, 9684.5, 9685, 833736
19-05-20,00:04:15,XBTUSD, 132516, 9680, 9680.5, 190222
19-05-20,00:05:15,XBTUSD, 197901, 9630, 9630.5, 20568
19-05-20,00:06:15,XBTUSD, 1499865, 9655.5, 9656, 561361
19-05-20,00:07:15,XBTUSD, 1922852, 9661, 9661.5, 87123
19-05-20,00:08:15,XBTUSD, 851536, 9654.5, 9655, 308732
19-05-20,00:09:15,XBTUSD, 937395, 9658, 9658.5, 108617
19-05-20,00:10:15,XBTUSD, 237931, 9657.5, 9658, 1643907
19-05-20,00:11:15,XBTUSD, 577920, 9648.5, 9649, 15506
19-05-20,00:12:15,XBTUSD, 924917, 9657, 9657.5, 869712
19-05-20,00:13:15,XBTUSD, 609021, 9652.5, 9653, 1068939
19-05-20,00:14:15,XBTUSD, 1480927, 9656, 9656.5, 233106
