29-04-20,00:00:01,symbol, bidSize, bidPrice, askPrice, askSize
29-04-20,00:00:15,XBTUSD, 43851, 7751.5, 7752, 42769
29-04-20,00:01:15,XBTUSD, 1086554, 7773, 7773.5, 266905
29-04-20,00:02:15,XBTUSD, 1097198, 7773, 7773.5, 643179
29-04-20,00:03:15,XBTUSD, 1410860, 7769.5, 7770, 311657
29-04-20,00:04:15,XBTUSD, 1834559, 7772, 7772.5, 482097
29-04-20,00:05:15,XBTUSD, 943165, 7772, 7772.5, 1515889
29-04-20,00:06:15,XBTUSD, 1003913, 7769.5, 7770, 483556
29-04-20,00:07:15,XBTUSD, 1223206, 7769, 7769.5, 410865
29-04-20,00:08:15,XBTUSD, 1335470, 7769, 7769.5, 488130
29-04-20,00:09:15,XBTUSD, 1504657, 7762, 7762.5, 82827
29-04-20,00:10:15,XBTUSD, 1566910, 7762.5, 7763, 172194
29-04-20,00:11:15,XBTUSD, 1618961, 7766, 7766.5, 66733
29-04-20,00:12:15,XBTUSD, 740447, 7767.5, 7768, 1376999
29-04-20,00:13:15,XBTUSD, 1070156, 7765, 7765.5, 1466500
29-04-20,00:14:15,XBTUSD, 99952, 7765, 7765.5, 2040721
29-04-20,00:15:15,XBTUSD, 1253090, 7763.5, 7764, 370935
29-04-20,00:16:15,XBTUSD, 1223018, 7763.5, 7764, 1194806
29-04-20,00:17:15,XBTUSD, 439998, 7762.5, 7763, 1717177
29-04-20,00:18:15,XBTUSD, 1266217, 7762.5, 7763, 1958612
29-04-20,00:19:15,XBTUSD, 1356301, 7762.5, 7763, 1300030
29-04-20,00:20:15,XBTUSD, 1451120, 7762.5, 7763, 1329960
29-04-20,00:21:15,XBTUSD, 1559263, 7765, 7765.5, 304721
29-04-20,00:22:15,XBTUSD, 1308831, 7769.5, 7770, 414205
29-04-20,00:23:15,XBTUSD, 1749441, 7769.5, 7770, 326861
29-04-20,00:24:15,XBTUSD, 1653442, 7769.5, 7770, 130318
29-04-20,00:25:15,XBTUSD, 1770472, 7770, 7770.5, 120185
29-04-20,00:26:15,XBTUSD, 1916434, 7772, 7772.5, 36717
29-04-20,00:27:15,XBTUSD, 1192812, 7773.5, 7774, 1025499
29-04-20,00:28:15,XBTUSD, 1344965, 7774, 7774.5, 969558
29-04-20,00:29:15,XBTUSD, 1603469, 7774, 7774.5, 142952
29-04-20,00:30:15,XBTUSD, 261908, 7774.5, 7775, 1594404
29-04-20,00:31:15,XBTUSD, 1102114, 7774.5, 7775, 1629144
29-04-20,00:32:15,XBTUSD, 506561, 7772, 7772.5, 1727795
29-04-20,00:33:15,XBTUSD, 564483, 7766, 7766.5, 1501106
29-04-20,00:34:15,XBTUSD, 671268, 7766, 7766.5, 1435221
29-04-20,00:35:15,XBTUSD, 1285032, 7766, 7766.5, 794163
29-04-20,00:36:15,XBTUSD, 1312276, 7766, 7766.5, 1088951
29-04-20,00:37:15,XBTUSD, 1535802, 7766, 7766.5, 421705
29-04-20,00:38:15,XBTUSD, 1002201, 7768.5, 7769, 1368811
29-04-20,00:39:15,XBTUSD, 1227723, 7768.5, 7769, 948208
