07-05-20,00:00:03,symbol, bidSize, bidPrice, askPrice, askSize
07-05-20,00:00:15,XBTUSD, 15821, 9153, 9153.5, 254662
07-05-20,00:01:15,XBTUSD, 495681, 9126.5, 9127, 568819
07-05-20,00:02:15,XBTUSD, 1021344, 9080, 9080.5, 15267
07-05-20,00:03:15,XBTUSD, 177247, 9075, 9075.5, 55840
07-05-20,00:04:15,XBTUSD, 10514, 9087, 9087.5, 186211
07-05-20,00:05:15,XBTUSD, 950081, 9093.5, 9094, 40795
07-05-20,00:06:15,XBTUSD, 721423, 9075, 9075.5, 49249
07-05-20,00:07:15,XBTUSD, 627021, 9113.5, 9114, 412812
07-05-20,00:08:15,XBTUSD, 589434, 9126, 9126.5, 269749
07-05-20,00:09:15,XBTUSD, 217599, 9140, 9140.5, 833285
07-05-20,00:10:15,XBTUSD, 36439, 9130, 9130.5, 831272
07-05-20,00:11:15,XBTUSD, 1368443, 9140.5, 9141, 101304
07-05-20,00:12:15,XBTUSD, 1632816, 9160, 9160.5, 270905
07-05-20,00:13:15,XBTUSD, 543919, 9159, 9159.5, 107618
07-05-20,00:14:15,XBTUSD, 1061227, 9164.5, 9165, 184979
07-05-20,00:15:15,XBTUSD, 1026899, 9156.5, 9157, 119230
07-05-20,00:16:15,XBTUSD, 1329532, 9178.5, 9179, 5022
07-05-20,00:17:15,XBTUSD, 224873, 9169.5, 9170, 1023496
07-05-20,00:18:15,XBTUSD, 208198, 9171.5, 9172.5, 10170
07-05-20,00:19:15,XBTUSD, 341258, 9158.5, 9159, 773958
07-05-20,00:20:15,XBTUSD, 911023, 9150, 9150.5, 92598
07-05-20,00:21:15,XBTUSD, 652881, 9164.5, 9165, 318164
07-05-20,00:22:15,XBTUSD, 654254, 9164, 9164.5, 462220
07-05-20,00:23:15,XBTUSD, 1198285, 9158, 9159.5, 84289
07-05-20,00:24:15,XBTUSD, 333700, 9169.5, 9170, 899407
07-05-20,00:25:15,XBTUSD, 34504, 9172.5, 9173, 1112611
07-05-20,00:26:15,XBTUSD, 2995067, 9170.5, 9171, 467625
07-05-20,00:27:15,XBTUSD, 763427, 9186.5, 9187, 456026
07-05-20,00:28:15,XBTUSD, 471453, 9199.5, 9200, 696825
07-05-20,00:29:15,XBTUSD, 75870, 9189.5, 9190, 1034888
07-05-20,00:30:15,XBTUSD, 533907, 9180, 9180.5, 434218
07-05-20,00:31:15,XBTUSD, 430045, 9195, 9195.5, 894435
07-05-20,00:32:15,XBTUSD, 1141256, 9189.5, 9190, 8838
07-05-20,00:33:15,XBTUSD, 758413, 9191.5, 9192, 346114
07-05-20,00:34:15,XBTUSD, 370609, 9198, 9198.5, 1177254
07-05-20,00:35:15,XBTUSD, 378171, 9194, 9194.5, 877526
07-05-20,00:36:15,XBTUSD, 5655, 9191, 9191.5, 479921
07-05-20,00:37:15,XBTUSD, 713497, 9188, 9188.5, 978763
07-05-20,00:38:15,XBTUSD, 663, 9198, 9198.5, 386006
07-05-20,00:39:15,XBTUSD, 890456, 9190, 9190.5, 1031959
07-05-20,00:40:15,XBTUSD, 1504637, 9193, 9193.5, 58765
07-05-20,00:41:15,XBTUSD, 524935, 9190.5, 9191, 735054
07-05-20,00:42:15,XBTUSD, 38614, 9182, 9182.5, 1704450
07-05-20,00:43:15,XBTUSD, 79513, 9179.5, 9180, 2152300
07-05-20,00:44:15,XBTUSD, 13934, 9176, 9176.5, 2422844
07-05-20,00:45:15,XBTUSD, 19543, 9179.5, 9180, 1873233
07-05-20,00:46:15,XBTUSD, 1261463, 9184.5, 9185, 74685
07-05-20,00:47:15,XBTUSD, 54871, 9184.5, 9185, 1358041
07-05-20,00:48:15,XBTUSD, 272967, 9176, 9176.5, 1166237
07-05-20,00:49:15,XBTUSD, 989024, 9180, 9180.5, 252729
07-05-20,00:50:15,XBTUSD, 1630182, 9188.5, 9189, 16752
07-05-20,00:51:15,XBTUSD, 976380, 9197.5, 9198, 429251
07-05-20,00:52:15,XBTUSD, 241469, 9205.5, 9206, 1403829
07-05-20,00:53:15,XBTUSD, 1174107, 9201, 9201.5, 153711
07-05-20,00:54:15,XBTUSD, 89958, 9202.5, 9203, 1394545
07-05-20,00:55:15,XBTUSD, 23166, 9199, 9199.5, 1777699
07-05-20,00:56:15,XBTUSD, 108087, 9190, 9190.5, 2008468
07-05-20,00:57:15,XBTUSD, 785238, 9189.5, 9190, 797726
07-05-20,00:58:15,XBTUSD, 915831, 9189.5, 9190, 299114
07-05-20,00:59:15,XBTUSD, 1027018, 9194.5, 9195, 8539
07-05-20,01:00:15,XBTUSD, 146272, 9196, 9196.5, 976805
07-05-20,01:01:15,XBTUSD, 1185506, 9202.5, 9203, 134276
07-05-20,01:02:15,XBTUSD, 5219, 9216.5, 9217, 1394107
07-05-20,01:03:15,XBTUSD, 769870, 9222.5, 9223, 270569
07-05-20,01:04:15,XBTUSD, 1808083, 9222, 9222.5, 270681
07-05-20,01:05:15,XBTUSD, 1454019, 9224.5, 9225, 112248
07-05-20,01:06:15,XBTUSD, 1117460, 9224.5, 9225, 964378
07-05-20,01:07:15,XBTUSD, 1024999, 9224.5, 9225, 912395
07-05-20,01:08:15,XBTUSD, 1209212, 9221, 9221.5, 43094
07-05-20,01:09:15,XBTUSD, 984091, 9211.5, 9212, 331226
07-05-20,01:10:15,XBTUSD, 952803, 9214.5, 9215, 505816
07-05-20,01:11:15,XBTUSD, 889268, 9221.5, 9222, 547086
07-05-20,01:12:15,XBTUSD, 1026941, 9221.5, 9222, 480701
07-05-20,01:13:15,XBTUSD, 1215349, 9214.5, 9215, 391743
07-05-20,01:14:15,XBTUSD, 1595443, 9214.5, 9215, 342018
07-05-20,01:15:15,XBTUSD, 1214007, 9214.5, 9215, 64084
07-05-20,01:16:15,XBTUSD, 895612, 9211, 9211.5, 573265
07-05-20,01:17:15,XBTUSD, 309617, 9202.5, 9203, 1923886
07-05-20,01:18:15,XBTUSD, 617009, 9195, 9195.5, 758221
07-05-20,01:19:15,XBTUSD, 856947, 9195, 9195.5, 713500
07-05-20,01:20:15,XBTUSD, 1662855, 9205.5, 9206, 402369
07-05-20,01:21:15,XBTUSD, 1933000, 9211, 9211.5, 272895
07-05-20,01:22:15,XBTUSD, 1836249, 9215, 9215.5, 451455
07-05-20,01:23:15,XBTUSD, 2092364, 9224.5, 9225, 559080
07-05-20,01:24:15,XBTUSD, 318549, 9227.5, 9228, 2424320
07-05-20,01:25:15,XBTUSD, 12992, 9225.5, 9226, 1559804
07-05-20,01:26:15,XBTUSD, 675942, 9226.5, 9227, 813296
07-05-20,01:27:15,XBTUSD, 589552, 9232, 9232.5, 653536
07-05-20,01:28:15,XBTUSD, 374102, 9233, 9233.5, 1010485
07-05-20,01:29:15,XBTUSD, 227739, 9227.5, 9228, 1415706
07-05-20,01:30:15,XBTUSD, 1390196, 9223.5, 9224, 212657
07-05-20,01:31:15,XBTUSD, 1535451, 9229, 9229.5, 193340
07-05-20,01:32:15,XBTUSD, 857008, 9234, 9234.5, 374894
07-05-20,01:33:15,XBTUSD, 7491, 9239.5, 9240, 1177292
07-05-20,01:34:15,XBTUSD, 1025408, 9239, 9239.5, 344979
07-05-20,01:35:15,XBTUSD, 978029, 9246, 9246.5, 315238
07-05-20,01:36:15,XBTUSD, 364656, 9242.5, 9243, 1576
07-05-20,01:37:15,XBTUSD, 979810, 9243.5, 9244, 304353
07-05-20,01:38:15,XBTUSD, 201563, 9246.5, 9247, 909737
07-05-20,01:39:15,XBTUSD, 666801, 9239.5, 9240, 710417
07-05-20,01:40:15,XBTUSD, 1630310, 9242, 9242.5, 13755
07-05-20,01:41:15,XBTUSD, 934448, 9244, 9244.5, 763966
07-05-20,01:42:15,XBTUSD, 2576919, 9244, 9244.5, 186488
07-05-20,01:43:15,XBTUSD, 526541, 9249, 9249.5, 919268
07-05-20,01:44:15,XBTUSD, 1215620, 9249.5, 9250, 1632544
07-05-20,01:45:15,XBTUSD, 275660, 9241, 9241.5, 954250
07-05-20,01:46:15,XBTUSD, 870642, 9235.5, 9236, 1181148
07-05-20,01:47:15,XBTUSD, 1243961, 9241, 9241.5, 151486
07-05-20,01:48:15,XBTUSD, 909057, 9241.5, 9242, 557050
07-05-20,01:49:15,XBTUSD, 979850, 9240.5, 9241, 652888
07-05-20,01:50:15,XBTUSD, 1191476, 9244.5, 9245, 558289
07-05-20,01:51:15,XBTUSD, 1641695, 9244.5, 9245, 968732
07-05-20,01:52:15,XBTUSD, 1237214, 9249.5, 9250, 234712
07-05-20,01:53:15,XBTUSD, 2245107, 9249.5, 9250, 297868
07-05-20,01:54:15,XBTUSD, 169065, 9240, 9240.5, 1392227
07-05-20,01:55:15,XBTUSD, 465696, 9235.5, 9236, 977908
07-05-20,01:56:15,XBTUSD, 423704, 9230, 9230.5, 1376332
07-05-20,01:57:15,XBTUSD, 827021, 9222.5, 9223, 725953
07-05-20,01:58:15,XBTUSD, 790662, 9221.5, 9222, 519324
07-05-20,01:59:15,XBTUSD, 709657, 9225.5, 9226, 495335
07-05-20,02:00:15,XBTUSD, 2344606, 9230, 9230.5, 137358
07-05-20,02:01:15,XBTUSD, 111868, 9224.5, 9225, 1289464
07-05-20,02:02:15,XBTUSD, 1840217, 9205, 9205.5, 63662
07-05-20,02:03:15,XBTUSD, 1967012, 9209.5, 9210, 17625
07-05-20,02:04:15,XBTUSD, 1825587, 9211.5, 9212, 105356
07-05-20,02:05:15,XBTUSD, 981399, 9218.5, 9219, 429047
07-05-20,02:06:15,XBTUSD, 301994, 9218.5, 9219, 1349672
07-05-20,02:07:15,XBTUSD, 2011024, 9218.5, 9219, 16497
07-05-20,02:08:15,XBTUSD, 57584, 9223, 9223.5, 1312308
07-05-20,02:09:15,XBTUSD, 2238372, 9224, 9224.5, 11892
07-05-20,02:10:15,XBTUSD, 1996680, 9231.5, 9232, 12230
07-05-20,02:11:15,XBTUSD, 1627107, 9234, 9234.5, 289549
07-05-20,02:12:15,XBTUSD, 19199, 9237.5, 9238, 1246931
07-05-20,02:13:15,XBTUSD, 1509841, 9235.5, 9236, 1148
07-05-20,02:14:15,XBTUSD, 931944, 9238, 9238.5, 671825
07-05-20,02:15:15,XBTUSD, 396988, 9234, 9234.5, 948218
07-05-20,02:16:15,XBTUSD, 2102171, 9234, 9234.5, 25825
07-05-20,02:17:15,XBTUSD, 1156277, 9247.5, 9248, 364368
07-05-20,02:18:15,XBTUSD, 1123155, 9249, 9249.5, 126263
07-05-20,02:19:15,XBTUSD, 1100458, 9255.5, 9256, 426998
07-05-20,02:20:15,XBTUSD, 352107, 9264, 9264.5, 967044
07-05-20,02:21:15,XBTUSD, 723073, 9262, 9262.5, 910571
07-05-20,02:22:15,XBTUSD, 1211044, 9262, 9262.5, 1257052
07-05-20,02:23:15,XBTUSD, 578986, 9257, 9257.5, 780776
07-05-20,02:24:15,XBTUSD, 536512, 9261, 9261.5, 949788
07-05-20,02:25:15,XBTUSD, 127600, 9264.5, 9265, 1869745
07-05-20,02:26:15,XBTUSD, 317913, 9255, 9255.5, 1286352
07-05-20,02:27:15,XBTUSD, 396510, 9255, 9255.5, 1026960
07-05-20,02:28:15,XBTUSD, 1282457, 9254.5, 9255, 1217763
07-05-20,02:29:15,XBTUSD, 941642, 9259.5, 9260, 593269
07-05-20,02:30:15,XBTUSD, 1459245, 9262, 9262.5, 155085
07-05-20,02:31:15,XBTUSD, 2658671, 9264.5, 9265, 31112
07-05-20,02:32:15,XBTUSD, 1563316, 9270.5, 9271, 391556
07-05-20,02:33:15,XBTUSD, 875519, 9276.5, 9277, 789460
07-05-20,02:34:15,XBTUSD, 1559050, 9271.5, 9272, 407609
07-05-20,02:35:15,XBTUSD, 980457, 9276.5, 9277, 337851
07-05-20,02:36:15,XBTUSD, 1601528, 9280, 9280.5, 66507
07-05-20,02:37:15,XBTUSD, 58352, 9284, 9284.5, 1160402
07-05-20,02:38:15,XBTUSD, 911084, 9286.5, 9287, 746558
07-05-20,02:39:15,XBTUSD, 291285, 9309.5, 9310, 1020725
07-05-20,02:40:15,XBTUSD, 60341, 9343, 9343.5, 570531
07-05-20,02:41:15,XBTUSD, 87499, 9324.5, 9325, 1211292
07-05-20,02:42:15,XBTUSD, 8414, 9326.5, 9327, 1590227
07-05-20,02:43:15,XBTUSD, 1398823, 9315.5, 9316, 214255
07-05-20,02:44:15,XBTUSD, 1480435, 9329.5, 9330, 98500
07-05-20,02:45:15,XBTUSD, 364364, 9348.5, 9349, 1250290
07-05-20,02:46:15,XBTUSD, 1117503, 9365.5, 9366, 593210
07-05-20,02:47:15,XBTUSD, 425367, 9354, 9354.5, 536030
07-05-20,02:48:15,XBTUSD, 2393966, 9365, 9365.5, 609156
07-05-20,02:49:15,XBTUSD, 900052, 9336.5, 9337, 972245
07-05-20,02:50:15,XBTUSD, 865037, 9341, 9341.5, 244831
07-05-20,02:51:15,XBTUSD, 815994, 9337, 9337.5, 216691
07-05-20,02:52:15,XBTUSD, 391401, 9332, 9332.5, 2011030
07-05-20,02:53:15,XBTUSD, 1149331, 9336, 9336.5, 27957
07-05-20,02:54:15,XBTUSD, 1121947, 9342.5, 9343, 420493
07-05-20,02:55:15,XBTUSD, 553847, 9327, 9327.5, 485132
07-05-20,02:56:15,XBTUSD, 1225513, 9316.5, 9317, 98296
07-05-20,02:57:15,XBTUSD, 905775, 9322.5, 9323, 373263
07-05-20,02:58:15,XBTUSD, 1093391, 9334.5, 9335, 1162023
07-05-20,02:59:15,XBTUSD, 340943, 9330, 9330.5, 956991
07-05-20,03:00:15,XBTUSD, 1023279, 9343, 9343.5, 335847
07-05-20,03:01:15,XBTUSD, 1144631, 9357.5, 9358, 2187576
07-05-20,03:02:15,XBTUSD, 264010, 9329.5, 9330, 724466
07-05-20,03:03:15,XBTUSD, 262016, 9286, 9286.5, 2789
07-05-20,03:04:15,XBTUSD, 898218, 9307, 9307.5, 126467
07-05-20,03:05:15,XBTUSD, 1343198, 9304, 9304.5, 74322
07-05-20,03:06:15,XBTUSD, 1004988, 9309, 9309.5, 563141
07-05-20,03:07:15,XBTUSD, 3795, 9305.5, 9306, 1397653
07-05-20,03:08:15,XBTUSD, 694833, 9316, 9316.5, 540190
07-05-20,03:09:15,XBTUSD, 774012, 9318, 9318.5, 862675
07-05-20,03:10:15,XBTUSD, 38646, 9312.5, 9313, 185508
07-05-20,03:11:15,XBTUSD, 1397264, 9307.5, 9308, 622070
07-05-20,03:12:15,XBTUSD, 337744, 9307.5, 9308, 1131348
07-05-20,03:13:15,XBTUSD, 385350, 9309.5, 9310, 928372
07-05-20,03:14:15,XBTUSD, 126538, 9305, 9305.5, 3185
07-05-20,03:15:15,XBTUSD, 1007367, 9309, 9309.5, 674709
07-05-20,03:16:15,XBTUSD, 860446, 9308.5, 9309, 723241
07-05-20,03:17:15,XBTUSD, 835752, 9324, 9324.5, 699228
07-05-20,03:18:15,XBTUSD, 1435171, 9325.5, 9326, 21924
07-05-20,03:19:15,XBTUSD, 1018249, 9325, 9325.5, 404924
07-05-20,03:20:15,XBTUSD, 987024, 9323.5, 9324, 110008
07-05-20,03:21:15,XBTUSD, 555239, 9320, 9320.5, 1159403
07-05-20,03:22:15,XBTUSD, 976715, 9315, 9315.5, 456734
07-05-20,03:23:15,XBTUSD, 1097862, 9315, 9315.5, 351176
07-05-20,03:24:15,XBTUSD, 836113, 9315, 9315.5, 483285
07-05-20,03:25:15,XBTUSD, 266962, 9324, 9324.5, 1254771
07-05-20,03:26:15,XBTUSD, 1042394, 9317.5, 9318, 67084
07-05-20,03:27:15,XBTUSD, 959689, 9324.5, 9325, 124776
