01-05-20,00:00:03,symbol, bidSize, bidPrice, askPrice, askSize
01-05-20,00:00:15,XBTUSD, 1071, 8627, 8627.5, 169996
01-05-20,00:01:15,XBTUSD, 533797, 8650.5, 8651, 589883
01-05-20,00:02:15,XBTUSD, 630797, 8662.5, 8663, 44018
01-05-20,00:03:15,XBTUSD, 20702, 8638, 8638.5, 686286
01-05-20,00:04:15,XBTUSD, 883251, 8643, 8643.5, 363428
01-05-20,00:05:15,XBTUSD, 79976, 8639, 8639.5, 1091054
01-05-20,00:06:15,XBTUSD, 740603, 8647, 8647.5, 709514
01-05-20,00:07:15,XBTUSD, 888213, 8655, 8655.5, 45614
01-05-20,00:08:15,XBTUSD, 353690, 8658, 8658.5, 50350
01-05-20,00:09:15,XBTUSD, 15572, 8670.5, 8671, 519438
01-05-20,00:10:15,XBTUSD, 1030513, 8677.5, 8678, 305483
01-05-20,00:11:15,XBTUSD, 285837, 8674.5, 8675, 768123
01-05-20,00:12:15,XBTUSD, 400943, 8684, 8684.5, 5118
01-05-20,00:13:15,XBTUSD, 186357, 8698, 8698.5, 1228464
01-05-20,00:14:15,XBTUSD, 1132337, 8692, 8692.5, 11695
01-05-20,00:15:15,XBTUSD, 974712, 8683, 8683.5, 590
01-05-20,00:16:15,XBTUSD, 282428, 8691, 8691.5, 811754
01-05-20,00:17:15,XBTUSD, 4290, 8687, 8687.5, 571937
01-05-20,00:18:15,XBTUSD, 28796, 8685.5, 8687.5, 23774
01-05-20,00:19:15,XBTUSD, 420210, 8689.5, 8690, 738634
01-05-20,00:20:15,XBTUSD, 365041, 8677.5, 8678, 610929
01-05-20,00:21:15,XBTUSD, 847666, 8662.5, 8663, 133940
01-05-20,00:22:15,XBTUSD, 803394, 8658, 8658.5, 315416
01-05-20,00:23:15,XBTUSD, 657007, 8666.5, 8667, 384629
01-05-20,00:24:15,XBTUSD, 239445, 8660.5, 8661, 746424
01-05-20,00:25:15,XBTUSD, 1436883, 8671.5, 8672, 640
01-05-20,00:26:15,XBTUSD, 6038, 8695.5, 8696, 2010279
01-05-20,00:27:15,XBTUSD, 626029, 8696.5, 8697, 5712
01-05-20,00:28:15,XBTUSD, 760300, 8695, 8695.5, 102699
01-05-20,00:29:15,XBTUSD, 732486, 8713.5, 8714, 45462
01-05-20,00:30:15,XBTUSD, 1316715, 8712, 8712.5, 4377
01-05-20,00:31:15,XBTUSD, 1465957, 8711, 8711.5, 19093
01-05-20,00:32:15,XBTUSD, 205938, 8709, 8709.5, 841082
01-05-20,00:33:15,XBTUSD, 865799, 8717.5, 8718, 250867
01-05-20,00:34:15,XBTUSD, 691038, 8726.5, 8727, 780120
01-05-20,00:35:15,XBTUSD, 1118607, 8717, 8717.5, 111462
01-05-20,00:36:15,XBTUSD, 40409, 8717, 8717.5, 1209005
01-05-20,00:37:15,XBTUSD, 603770, 8712.5, 8713, 457633
01-05-20,00:38:15,XBTUSD, 654383, 8709, 8709.5, 567079
01-05-20,00:39:15,XBTUSD, 859907, 8723, 8723.5, 54631
01-05-20,00:40:15,XBTUSD, 3150, 8715, 8715.5, 1410049
01-05-20,00:41:15,XBTUSD, 963975, 8728.5, 8729, 234496
01-05-20,00:42:15,XBTUSD, 993167, 8731.5, 8732, 240963
01-05-20,00:43:15,XBTUSD, 1518007, 8729.5, 8730, 44858
01-05-20,00:44:15,XBTUSD, 772705, 8738.5, 8739, 835908
01-05-20,00:45:15,XBTUSD, 1348036, 8734.5, 8735, 238276
01-05-20,00:46:15,XBTUSD, 536338, 8721, 8721.5, 611253
01-05-20,00:47:15,XBTUSD, 9887, 8715.5, 8716, 1344904
01-05-20,00:48:15,XBTUSD, 892271, 8716, 8716.5, 99616
01-05-20,00:49:15,XBTUSD, 347329, 8726.5, 8727, 555869
01-05-20,00:50:15,XBTUSD, 451591, 8730.5, 8731, 702321
01-05-20,00:51:15,XBTUSD, 278229, 8729, 8729.5, 1045678
01-05-20,00:52:15,XBTUSD, 783371, 8721, 8721.5, 353003
01-05-20,00:53:15,XBTUSD, 755771, 8716, 8716.5, 591546
01-05-20,00:54:15,XBTUSD, 307744, 8721.5, 8722, 776310
01-05-20,00:55:15,XBTUSD, 889092, 8721.5, 8722, 459119
01-05-20,00:56:15,XBTUSD, 1088171, 8710.5, 8711, 30704
01-05-20,00:57:15,XBTUSD, 252661, 8702.5, 8703, 1010622
01-05-20,00:58:15,XBTUSD, 1125788, 8704, 8704.5, 649047
01-05-20,00:59:15,XBTUSD, 678086, 8700, 8700.5, 573544
01-05-20,01:00:15,XBTUSD, 169521, 8714, 8714.5, 850625
01-05-20,01:01:15,XBTUSD, 923192, 8718.5, 8719, 800881
01-05-20,01:02:15,XBTUSD, 153417, 8718.5, 8719, 1346203
01-05-20,01:03:15,XBTUSD, 1950745, 8719, 8719.5, 24793
01-05-20,01:04:15,XBTUSD, 1401139, 8725.5, 8726, 31378
01-05-20,01:05:15,XBTUSD, 513164, 8729.5, 8730, 1149473
01-05-20,01:06:15,XBTUSD, 284730, 8729.5, 8730, 1838379
01-05-20,01:07:15,XBTUSD, 1272840, 8729.5, 8730, 801089
01-05-20,01:08:15,XBTUSD, 44305, 8733.5, 8734, 1769927
01-05-20,01:09:15,XBTUSD, 101939, 8730.5, 8731, 1469255
01-05-20,01:10:15,XBTUSD, 1010, 8727.5, 8728, 1485989
01-05-20,01:11:15,XBTUSD, 130921, 8725.5, 8726, 1530132
01-05-20,01:12:15,XBTUSD, 453401, 8720, 8720.5, 1207571
01-05-20,01:13:15,XBTUSD, 496109, 8720, 8720.5, 1280600
01-05-20,01:14:15,XBTUSD, 1601423, 8725.5, 8726, 86520
01-05-20,01:15:15,XBTUSD, 1106435, 8726.5, 8727, 305480
01-05-20,01:16:15,XBTUSD, 1451545, 8731.5, 8732, 10976
01-05-20,01:17:15,XBTUSD, 1024909, 8744.5, 8745, 282634
01-05-20,01:18:15,XBTUSD, 698434, 8744.5, 8745, 1023652
01-05-20,01:19:15,XBTUSD, 789947, 8744.5, 8745, 911456
01-05-20,01:20:15,XBTUSD, 1362883, 8744.5, 8745, 56752
01-05-20,01:21:15,XBTUSD, 28061, 8752.5, 8753, 1755385
01-05-20,01:22:15,XBTUSD, 162729, 8763.5, 8764, 734925
01-05-20,01:23:15,XBTUSD, 1316651, 8755, 8755.5, 443600
01-05-20,01:24:15,XBTUSD, 150254, 8747, 8747.5, 1282046
01-05-20,01:25:15,XBTUSD, 17397, 8752, 8752.5, 1327312
01-05-20,01:26:15,XBTUSD, 1440901, 8741.5, 8742, 66219
01-05-20,01:27:15,XBTUSD, 1653736, 8747.5, 8748, 7911
01-05-20,01:28:15,XBTUSD, 840549, 8749.5, 8750, 668138
