25-04-20,10:57:33,symbol, bidSize, bidPrice, askPrice, askSize
25-04-20,10:58:15,XBTUSD, 1014123, 7572.5, 7573, 1058425
25-04-20,10:58:15,XBTUSD, 1014123, 7572.5, 7573, 1058425
25-04-20,10:59:15,XBTUSD, 1054555, 7571, 7571.5, 875537
25-04-20,10:59:15,XBTUSD, 1054555, 7571, 7571.5, 875537
25-04-20,10:59:15,XBTUSD, 1054555, 7571, 7571.5, 875537
25-04-20,10:59:15,XBTUSD, 1054555, 7571, 7571.5, 875537
25-04-20,11:00:15,XBTUSD, 280122, 7571, 7571.5, 1271658
25-04-20,11:00:15,XBTUSD, 280122, 7571, 7571.5, 1271658
25-04-20,11:00:15,XBTUSD, 280122, 7571, 7571.5, 1271658
25-04-20,11:00:15,XBTUSD, 280122, 7571, 7571.5, 1271658
25-04-20,11:00:15,XBTUSD, 280122, 7571, 7571.5, 1271658
25-04-20,11:00:15,XBTUSD, 280122, 7571, 7571.5, 1271658
25-04-20,11:04:15,XBTUSD, 123046, 7564.5, 7565, 1389984
25-04-20,11:05:15,XBTUSD, 133380, 7564, 7564.5, 1324769
25-04-20,11:06:15,XBTUSD, 752509, 7564, 7564.5, 995824
25-04-20,11:07:15,XBTUSD, 1124369, 7564, 7564.5, 643161
25-04-20,11:08:15,XBTUSD, 1020915, 7564, 7564.5, 899344
25-04-20,11:09:15,XBTUSD, 1074131, 7564, 7564.5, 681396
25-04-20,11:10:15,XBTUSD, 1445595, 7564, 7564.5, 287418
25-04-20,11:11:15,XBTUSD, 1578475, 7564, 7564.5, 176580
25-04-20,11:12:15,XBTUSD, 1172456, 7569.5, 7570, 437228
25-04-20,11:13:15,XBTUSD, 1204496, 7569.5, 7570, 775417
25-04-20,11:14:15,XBTUSD, 1351673, 7569.5, 7570, 461726
25-04-20,11:15:15,XBTUSD, 67341, 7576.5, 7577, 958756
25-04-20,11:16:15,XBTUSD, 866568, 7565, 7565.5, 752400
25-04-20,11:17:15,XBTUSD, 1304343, 7568.5, 7569, 212828
25-04-20,11:18:15,XBTUSD, 1124362, 7569, 7569.5, 93918
25-04-20,11:19:15,XBTUSD, 1160705, 7569, 7569.5, 307273
25-04-20,11:20:15,XBTUSD, 1424065, 7569, 7569.5, 449578
25-04-20,11:21:15,XBTUSD, 1409089, 7574, 7574.5, 328755
25-04-20,11:22:15,XBTUSD, 1134915, 7589, 7589.5, 130521
25-04-20,11:23:15,XBTUSD, 1015900, 7585, 7585.5, 283701
25-04-20,11:24:15,XBTUSD, 662155, 7588, 7588.5, 812393
25-04-20,11:25:15,XBTUSD, 136210, 7610, 7610.5, 836617
25-04-20,11:26:15,XBTUSD, 179015, 7581.5, 7582, 36125
25-04-20,11:27:15,XBTUSD, 189264, 7551.5, 7552, 1265950
25-04-20,11:28:15,XBTUSD, 1401814, 7548, 7548.5, 842149
25-04-20,11:29:15,XBTUSD, 596, 7539, 7539.5, 163605
25-04-20,11:30:15,XBTUSD, 797217, 7540.5, 7541, 76986
25-04-20,11:31:15,XBTUSD, 760217, 7543.5, 7544, 400004
25-04-20,11:32:15,XBTUSD, 1154903, 7543.5, 7544, 416816
25-04-20,11:33:15,XBTUSD, 701386, 7538.5, 7539, 976459
25-04-20,11:34:15,XBTUSD, 275106, 7543, 7543.5, 1481296
25-04-20,11:35:15,XBTUSD, 951460, 7543, 7543.5, 637921
25-04-20,11:36:15,XBTUSD, 147053, 7535.5, 7536, 692057
25-04-20,11:37:15,XBTUSD, 1085555, 7535.5, 7536, 1101125
25-04-20,11:38:15,XBTUSD, 885211, 7530, 7530.5, 497396
25-04-20,11:39:15,XBTUSD, 816725, 7529.5, 7530, 515291
25-04-20,11:40:15,XBTUSD, 722699, 7525, 7525.5, 892710
25-04-20,11:41:15,XBTUSD, 187502, 7535, 7535.5, 943110
25-04-20,11:42:15,XBTUSD, 1365751, 7533.5, 7534, 169962
25-04-20,11:43:15,XBTUSD, 120590, 7532.5, 7533, 1505875
25-04-20,11:44:15,XBTUSD, 576503, 7534, 7534.5, 566
25-04-20,11:45:15,XBTUSD, 143548, 7539.5, 7540, 1069268
25-04-20,11:46:15,XBTUSD, 1227009, 7539.5, 7540, 398887
25-04-20,11:47:15,XBTUSD, 458550, 7539.5, 7540, 682146
25-04-20,11:48:15,XBTUSD, 415791, 7535, 7535.5, 656466
25-04-20,11:49:15,XBTUSD, 1144227, 7536, 7536.5, 96291
25-04-20,11:50:15,XBTUSD, 770036, 7538.5, 7539, 716333
25-04-20,11:51:15,XBTUSD, 879210, 7541, 7541.5, 325749
25-04-20,11:52:15,XBTUSD, 1132498, 7543, 7543.5, 131488
25-04-20,11:53:15,XBTUSD, 153572, 7553.5, 7554, 1887394
25-04-20,11:54:15,XBTUSD, 1775898, 7544, 7544.5, 11918
25-04-20,11:55:15,XBTUSD, 113216, 7550.5, 7551, 967340
25-04-20,11:56:15,XBTUSD, 70349, 7549.5, 7550, 1394522
25-04-20,11:57:15,XBTUSD, 706478, 7537.5, 7538, 707811
25-04-20,11:58:15,XBTUSD, 643104, 7539, 7539.5, 695368
25-04-20,11:59:15,XBTUSD, 193791, 7539, 7539.5, 1057181
25-04-20,12:00:15,XBTUSD, 38763, 7535, 7535.5, 813491
25-04-20,12:01:15,XBTUSD, 1399918, 7540, 7540.5, 144697
25-04-20,12:02:15,XBTUSD, 322623, 7543, 7543.5, 1454775
25-04-20,12:03:15,XBTUSD, 947569, 7535.5, 7536, 776364
25-04-20,12:04:15,XBTUSD, 1108841, 7536.5, 7537, 274872
25-04-20,12:05:15,XBTUSD, 733055, 7537, 7537.5, 495644
25-04-20,12:06:15,XBTUSD, 192977, 7537, 7537.5, 984165
25-04-20,12:07:15,XBTUSD, 998724, 7537, 7537.5, 393915
25-04-20,12:08:15,XBTUSD, 806911, 7537, 7537.5, 834012
25-04-20,12:09:15,XBTUSD, 518847, 7535.5, 7536, 755337
25-04-20,12:10:15,XBTUSD, 2490, 7541.5, 7542, 33098
25-04-20,12:11:15,XBTUSD, 1067704, 7544.5, 7545, 618088
