11-05-20,00:00:03,symbol, bidSize, bidPrice, askPrice, askSize
11-05-20,00:00:15,XBTUSD, 557440, 8727.5, 8728, 404776
11-05-20,00:01:15,XBTUSD, 367508, 8779.5, 8780, 505747
11-05-20,00:02:15,XBTUSD, 535244, 8771.5, 8772, 691928
11-05-20,00:03:15,XBTUSD, 934904, 8767.5, 8768, 287844
11-05-20,00:04:15,XBTUSD, 215545, 8780.5, 8781, 946783
11-05-20,00:05:15,XBTUSD, 889268, 8765, 8765.5, 168572
11-05-20,00:06:15,XBTUSD, 963920, 8770.5, 8771, 877791
11-05-20,00:07:15,XBTUSD, 875872, 8763, 8763.5, 256196
11-05-20,00:08:15,XBTUSD, 516241, 8767, 8767.5, 537867
11-05-20,00:09:15,XBTUSD, 20616, 8758, 8758.5, 896769
11-05-20,00:10:15,XBTUSD, 76888, 8756.5, 8757, 1194105
11-05-20,00:11:15,XBTUSD, 464106, 8761, 8761.5, 740897
11-05-20,00:12:15,XBTUSD, 968782, 8762.5, 8763, 439200
11-05-20,00:13:15,XBTUSD, 559116, 8757.5, 8758, 735051
11-05-20,00:14:15,XBTUSD, 1153102, 8761, 8761.5, 277983
11-05-20,00:15:15,XBTUSD, 4009, 8753.5, 8754, 1397850
11-05-20,00:16:15,XBTUSD, 1444864, 8783.5, 8784, 177163
11-05-20,00:17:15,XBTUSD, 1494561, 8787.5, 8788, 234227
11-05-20,00:18:15,XBTUSD, 604441, 8788.5, 8789, 249716
11-05-20,00:19:15,XBTUSD, 1477514, 8757.5, 8758, 50647
11-05-20,00:20:15,XBTUSD, 183114, 8777, 8777.5, 874407
11-05-20,00:21:15,XBTUSD, 772910, 8777.5, 8778, 164429
11-05-20,00:22:15,XBTUSD, 967832, 8782, 8782.5, 245260
11-05-20,00:23:15,XBTUSD, 80186, 8789, 8789.5, 1028649
11-05-20,00:24:15,XBTUSD, 571738, 8791.5, 8792, 750233
11-05-20,00:25:15,XBTUSD, 670690, 8799, 8799.5, 155748
11-05-20,00:26:15,XBTUSD, 1095333, 8799.5, 8800, 365768
11-05-20,00:27:15,XBTUSD, 17283, 8781, 8781.5, 2193317
11-05-20,00:28:15,XBTUSD, 1279394, 8776, 8776.5, 166735
11-05-20,00:29:15,XBTUSD, 207783, 8785, 8785.5, 833790
11-05-20,00:30:15,XBTUSD, 346923, 8785, 8785.5, 865046
11-05-20,00:31:15,XBTUSD, 596185, 8797.5, 8798, 231495
11-05-20,00:32:15,XBTUSD, 1164711, 8802, 8802.5, 13618
11-05-20,00:33:15,XBTUSD, 951489, 8800, 8800.5, 1127326
11-05-20,00:34:15,XBTUSD, 982667, 8789.5, 8790, 11579
11-05-20,00:35:15,XBTUSD, 48082, 8788, 8788.5, 1139783
11-05-20,00:36:15,XBTUSD, 977830, 8785.5, 8786, 213838
11-05-20,00:37:15,XBTUSD, 562028, 8775.5, 8776, 638617
11-05-20,00:38:15,XBTUSD, 1552571, 8779.5, 8780, 80189
11-05-20,00:39:15,XBTUSD, 1041083, 8793, 8793.5, 781597
11-05-20,00:40:15,XBTUSD, 68462, 8790, 8790.5, 1421245
11-05-20,00:41:15,XBTUSD, 50390, 8762, 8762.5, 51751
11-05-20,00:42:15,XBTUSD, 591248, 8756, 8756.5, 722604
11-05-20,00:43:15,XBTUSD, 365243, 8763.5, 8764, 763370
11-05-20,00:44:15,XBTUSD, 848447, 8757.5, 8758, 722323
11-05-20,00:45:15,XBTUSD, 682538, 8761.5, 8762, 940680
11-05-20,00:46:15,XBTUSD, 3247, 8730, 8730.5, 1079508
11-05-20,00:47:15,XBTUSD, 1371903, 8713, 8713.5, 33550
11-05-20,00:48:15,XBTUSD, 1046727, 8722, 8722.5, 103501
11-05-20,00:49:15,XBTUSD, 1218090, 8716.5, 8717, 14452
11-05-20,00:50:15,XBTUSD, 706172, 8725.5, 8726, 282584
11-05-20,00:51:15,XBTUSD, 677400, 8747.5, 8748, 605194
11-05-20,00:52:15,XBTUSD, 56957, 8743.5, 8744, 1298580
11-05-20,00:53:15,XBTUSD, 1274965, 8746, 8746.5, 27708
11-05-20,00:54:15,XBTUSD, 2972978, 8746.5, 8747, 257258
11-05-20,00:55:15,XBTUSD, 698910, 8748, 8748.5, 448883
11-05-20,00:56:15,XBTUSD, 3025622, 8748.5, 8749, 57404
11-05-20,00:57:15,XBTUSD, 1010603, 8757, 8757.5, 313357
11-05-20,00:58:15,XBTUSD, 1118633, 8764.5, 8765, 334005
11-05-20,00:59:15,XBTUSD, 852781, 8767, 8767.5, 916211
11-05-20,01:00:15,XBTUSD, 1467346, 8771, 8771.5, 75904
11-05-20,01:01:15,XBTUSD, 626458, 8764, 8764.5, 704233
11-05-20,01:02:15,XBTUSD, 241983, 8763, 8763.5, 1085410
11-05-20,01:03:15,XBTUSD, 625353, 8758, 8758.5, 834692
11-05-20,01:04:15,XBTUSD, 793264, 8769, 8769.5, 831808
11-05-20,01:05:15,XBTUSD, 432207, 8769, 8769.5, 1056877
11-05-20,01:06:15,XBTUSD, 262640, 8762.5, 8763, 1564633
11-05-20,01:07:15,XBTUSD, 85333, 8762.5, 8763, 2018728
11-05-20,01:08:15,XBTUSD, 1287382, 8750, 8750.5, 317179
11-05-20,01:09:15,XBTUSD, 1560522, 8745, 8745.5, 7875
11-05-20,01:10:15,XBTUSD, 87879, 8741, 8741.5, 1547743
11-05-20,01:11:15,XBTUSD, 309222, 8741, 8741.5, 1279463
11-05-20,01:12:15,XBTUSD, 246617, 8740.5, 8741, 1312963
11-05-20,01:13:15,XBTUSD, 783033, 8740.5, 8741, 815455
11-05-20,01:14:15,XBTUSD, 1268217, 8745, 8745.5, 269425
11-05-20,01:15:15,XBTUSD, 969566, 8750, 8750.5, 689447
11-05-20,01:16:15,XBTUSD, 6868, 8745, 8745.5, 1837217
