05-05-20,00:00:05,symbol, bidSize, bidPrice, askPrice, askSize
05-05-20,00:00:15,XBTUSD, 1023982, 8884.5, 8885, 37828
05-05-20,00:01:15,XBTUSD, 1243412, 8898.5, 8899, 69250
05-05-20,00:02:15,XBTUSD, 3226, 8911.5, 8912, 2365680
05-05-20,00:03:15,XBTUSD, 629633, 8919.5, 8920, 2752650
05-05-20,00:04:15,XBTUSD, 528260, 8918.5, 8919, 918272
05-05-20,00:05:15,XBTUSD, 646707, 8918.5, 8919, 1074940
05-05-20,00:06:15,XBTUSD, 716571, 8912.5, 8913, 931891
05-05-20,00:07:15,XBTUSD, 776112, 8919.5, 8920, 550900
05-05-20,00:08:15,XBTUSD, 574459, 8918, 8918.5, 1070414
05-05-20,00:09:15,XBTUSD, 842798, 8918, 8918.5, 494868
05-05-20,00:10:15,XBTUSD, 525848, 8929.5, 8930, 199241
05-05-20,00:11:15,XBTUSD, 686586, 8931, 8931.5, 541876
05-05-20,00:12:15,XBTUSD, 904341, 8932, 8932.5, 2407
05-05-20,00:13:15,XBTUSD, 68105, 8935, 8935.5, 1452294
05-05-20,00:14:15,XBTUSD, 62330, 8925.5, 8926, 432271
05-05-20,00:15:15,XBTUSD, 1277492, 8922.5, 8923, 549977
05-05-20,00:16:15,XBTUSD, 342252, 8924.5, 8925, 1234894
05-05-20,00:17:15,XBTUSD, 983605, 8915, 8915.5, 791423
05-05-20,00:18:15,XBTUSD, 566820, 8914.5, 8915, 760061
05-05-20,00:19:15,XBTUSD, 468939, 8899.5, 8900, 1046641
05-05-20,00:20:15,XBTUSD, 1045103, 8893, 8893.5, 226373
05-05-20,00:21:15,XBTUSD, 334484, 8893, 8893.5, 888780
05-05-20,00:22:15,XBTUSD, 1010783, 8880.5, 8881, 45491
05-05-20,00:23:15,XBTUSD, 244179, 8890.5, 8891, 607659
05-05-20,00:24:15,XBTUSD, 641082, 8901, 8901.5, 650478
05-05-20,00:25:15,XBTUSD, 1706731, 8901.5, 8902, 28851
05-05-20,00:26:15,XBTUSD, 71418, 8899.5, 8900, 1973557
05-05-20,00:27:15,XBTUSD, 1357692, 8882, 8882.5, 172967
05-05-20,00:28:15,XBTUSD, 495383, 8880, 8880.5, 1079154
05-05-20,00:29:15,XBTUSD, 313555, 8875, 8875.5, 818541
05-05-20,00:30:15,XBTUSD, 1419598, 8875.5, 8876, 111357
05-05-20,00:31:15,XBTUSD, 1277, 8874, 8874.5, 1099207
05-05-20,00:32:15,XBTUSD, 882817, 8859, 8859.5, 216454
05-05-20,00:33:15,XBTUSD, 83438, 8860.5, 8861, 1076799
05-05-20,00:34:15,XBTUSD, 1638128, 8860, 8860.5, 9710
05-05-20,00:35:15,XBTUSD, 1011863, 8867.5, 8868, 434423
05-05-20,00:36:15,XBTUSD, 1260862, 8868.5, 8869, 193693
05-05-20,00:37:15,XBTUSD, 375844, 8885, 8885.5, 886314
05-05-20,00:38:15,XBTUSD, 860007, 8884.5, 8885, 877433
05-05-20,00:39:15,XBTUSD, 55648, 8878.5, 8879, 1094369
05-05-20,00:40:15,XBTUSD, 122067, 8878.5, 8879, 1088104
05-05-20,00:41:15,XBTUSD, 1299252, 8884.5, 8885, 112541
05-05-20,00:42:15,XBTUSD, 942781, 8887.5, 8888, 366118
05-05-20,00:43:15,XBTUSD, 876233, 8894.5, 8895, 1039263
05-05-20,00:44:15,XBTUSD, 1364828, 8882.5, 8883, 131148
05-05-20,00:45:15,XBTUSD, 1467889, 8882.5, 8883, 157779
05-05-20,00:46:15,XBTUSD, 1039767, 8889.5, 8890, 373106
05-05-20,00:47:15,XBTUSD, 93285, 8890, 8890.5, 1463239
05-05-20,00:48:15,XBTUSD, 1068638, 8889.5, 8890, 833493
05-05-20,00:49:15,XBTUSD, 956952, 8889.5, 8890, 656971
05-05-20,00:50:15,XBTUSD, 1064219, 8889.5, 8890, 665917
