22-04-20,00:00:01,symbol, bidSize, bidPrice, askPrice, askSize
22-04-20,00:00:01,symbol, bidSize, bidPrice, askPrice, askSize
22-04-20,00:00:15,XBTUSD, 394905, 6848.5, 6849, 898273
22-04-20,00:00:15,XBTUSD, 394905, 6848.5, 6849, 898273
22-04-20,00:00:15,XBTUSD, 394905, 6848.5, 6849, 898273
22-04-20,00:00:15,XBTUSD, 394905, 6848.5, 6849, 898273
22-04-20,00:00:15,XBTUSD, 394905, 6848.5, 6849, 898273
22-04-20,00:00:15,XBTUSD, 394905, 6848.5, 6849, 898273
22-04-20,00:00:15,XBTUSD, 394905, 6848.5, 6849, 898273
22-04-20,00:01:15,XBTUSD, 601488, 6836.5, 6837, 640121
22-04-20,00:01:15,XBTUSD, 601488, 6836.5, 6837, 640121
22-04-20,00:01:15,XBTUSD, 601488, 6836.5, 6837, 640121
22-04-20,00:01:15,XBTUSD, 601488, 6836.5, 6837, 640121
22-04-20,00:01:15,XBTUSD, 601488, 6836.5, 6837, 640121
22-04-20,00:01:15,XBTUSD, 601488, 6836.5, 6837, 640121
22-04-20,00:01:15,XBTUSD, 601488, 6836.5, 6837, 640121
22-04-20,00:02:15,XBTUSD, 276866, 6848.5, 6849, 908802
22-04-20,00:02:15,XBTUSD, 276866, 6848.5, 6849, 908802
22-04-20,00:02:15,XBTUSD, 276866, 6848.5, 6849, 908802
22-04-20,00:02:15,XBTUSD, 276866, 6848.5, 6849, 908802
22-04-20,00:02:15,XBTUSD, 276866, 6848.5, 6849, 908802
22-04-20,00:02:15,XBTUSD, 276866, 6848.5, 6849, 908802
22-04-20,00:02:15,XBTUSD, 276866, 6848.5, 6849, 908802
22-04-20,00:03:15,XBTUSD, 1067926, 6851.5, 6852, 64078
22-04-20,00:03:15,XBTUSD, 1067926, 6851.5, 6852, 64078
22-04-20,00:03:15,XBTUSD, 1067926, 6851.5, 6852, 64078
22-04-20,00:03:15,XBTUSD, 1067926, 6851.5, 6852, 64078
22-04-20,00:03:15,XBTUSD, 1067926, 6851.5, 6852, 64078
22-04-20,00:03:15,XBTUSD, 1067926, 6851.5, 6852, 64078
22-04-20,00:03:15,XBTUSD, 1067926, 6851.5, 6852, 64078
22-04-20,00:04:15,XBTUSD, 727875, 6853.5, 6854, 574711
22-04-20,00:04:15,XBTUSD, 727875, 6853.5, 6854, 574711
22-04-20,00:04:15,XBTUSD, 727875, 6853.5, 6854, 574711
22-04-20,00:04:15,XBTUSD, 727875, 6853.5, 6854, 574711
22-04-20,00:04:15,XBTUSD, 727875, 6853.5, 6854, 574711
22-04-20,00:04:15,XBTUSD, 727875, 6853.5, 6854, 574711
22-04-20,00:04:15,XBTUSD, 727875, 6853.5, 6854, 574711
22-04-20,00:05:15,XBTUSD, 1361401, 6851, 6851.5, 458185
22-04-20,00:05:15,XBTUSD, 1361401, 6851, 6851.5, 458185
22-04-20,00:05:15,XBTUSD, 1361401, 6851, 6851.5, 458185
22-04-20,00:05:15,XBTUSD, 1361401, 6851, 6851.5, 458185
22-04-20,00:05:15,XBTUSD, 1361401, 6851, 6851.5, 458185
22-04-20,00:05:15,XBTUSD, 1361401, 6851, 6851.5, 458185
22-04-20,00:05:15,XBTUSD, 1361401, 6851, 6851.5, 458185
22-04-20,00:06:15,XBTUSD, 1366791, 6851, 6851.5, 258382
22-04-20,00:06:15,XBTUSD, 1366791, 6851, 6851.5, 258382
22-04-20,00:06:15,XBTUSD, 1366791, 6851, 6851.5, 258382
22-04-20,00:06:15,XBTUSD, 1366791, 6851, 6851.5, 258382
22-04-20,00:06:15,XBTUSD, 1366791, 6851, 6851.5, 258382
22-04-20,00:06:15,XBTUSD, 1366791, 6851, 6851.5, 258382
22-04-20,00:06:15,XBTUSD, 1366791, 6851, 6851.5, 258382
22-04-20,00:07:15,XBTUSD, 1573341, 6851, 6851.5, 279685
22-04-20,00:07:15,XBTUSD, 1573341, 6851, 6851.5, 279685
22-04-20,00:07:15,XBTUSD, 1573341, 6851, 6851.5, 279685
22-04-20,00:07:15,XBTUSD, 1573341, 6851, 6851.5, 279685
22-04-20,00:07:15,XBTUSD, 1573341, 6851, 6851.5, 279685
22-04-20,00:07:15,XBTUSD, 1573341, 6851, 6851.5, 279685
22-04-20,00:07:15,XBTUSD, 1573341, 6851, 6851.5, 279685
22-04-20,00:08:15,XBTUSD, 723411, 6860, 6860.5, 681489
22-04-20,00:08:15,XBTUSD, 723411, 6860, 6860.5, 681489
22-04-20,00:08:15,XBTUSD, 723411, 6860, 6860.5, 681489
22-04-20,00:08:15,XBTUSD, 723411, 6860, 6860.5, 681489
22-04-20,00:08:15,XBTUSD, 723411, 6860, 6860.5, 681489
22-04-20,00:08:15,XBTUSD, 723411, 6860, 6860.5, 681489
22-04-20,00:08:15,XBTUSD, 723411, 6860, 6860.5, 681489
22-04-20,00:09:15,XBTUSD, 792713, 6855, 6855.5, 726827
22-04-20,00:09:15,XBTUSD, 792713, 6855, 6855.5, 726827
22-04-20,00:09:15,XBTUSD, 792713, 6855, 6855.5, 726827
22-04-20,00:09:15,XBTUSD, 792713, 6855, 6855.5, 726827
22-04-20,00:09:15,XBTUSD, 792713, 6855, 6855.5, 726827
22-04-20,00:09:15,XBTUSD, 792713, 6855, 6855.5, 726827
22-04-20,00:09:15,XBTUSD, 792713, 6855, 6855.5, 726827
