05-05-20,00:00:05,account, symbol, commission, leverage, crossMargin, rebalancedPnl, openOrderBuyQty, openOrderBuyCost, openOrderSellQty, openOrderSellCost, execBuyQty,execBuyCost, execSellQty, execSellCost, currentQty, currentCost, isOpen, markPrice, markValue, homeNotional, foreignNotional, posState, realisedPnl, unrealisedPnl, avgCostPrice, avgEntryPrice, breakEvenPrice, liquidationPrice, bankruptPrice
05-05-20,19:45:12,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8906.67, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:21,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8906.74, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:27,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8903.73, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:31,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8903.71, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:36,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8903.77, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:41,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8904.12, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:46,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8904.77, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:51,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8904.89, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:45:56,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8905.53, 0, 0, 0, , 0, 0, None, None, None, None, None
05-05-20,19:46:01,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 1, -11111, 0,0, 0, 0, 0, 0, False, 8906.27, 0, 0, 0, , 0, 0, None, None, None, None, None
