12-05-20,00:00:01,account, symbol, commission, leverage, crossMargin, rebalancedPnl, openOrderBuyQty, openOrderBuyCost, openOrderSellQty, openOrderSellCost, execBuyQty,execBuyCost, execSellQty, execSellCost, currentQty, currentCost, isOpen, markPrice, markValue, homeNotional, foreignNotional, posState, realisedPnl, unrealisedPnl, avgCostPrice, avgEntryPrice, breakEvenPrice, liquidationPrice, bankruptPrice
12-05-20,19:09:51,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8885.98, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:09:56,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8886, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:01,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8885.91, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:06,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8884.29, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:11,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8886.52, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:16,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8885.41, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:21,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8885.31, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:26,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8886.14, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:31,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8886.29, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:35,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8886.3, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:40,1350858, XBTUSD, 0.00075, 100, True, 0, 2915, -33647421, 2915, -32091341, 0,0, 0, 0, 0, 0, False, 8886.29, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,19:10:45,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,20:00:06,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,21:00:04,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,22:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
12-05-20,23:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
