20-04-20,00:00:02,account, symbol, commission, leverage, crossMargin, rebalancedPnl, openOrderBuyQty, openOrderBuyCost, openOrderSellQty, openOrderSellCost, execBuyQty,execBuyCost, execSellQty, execSellCost, currentQty, currentCost, isOpen, markPrice, markValue, homeNotional, foreignNotional, posState, realisedPnl, unrealisedPnl, avgCostPrice, avgEntryPrice, breakEvenPrice, liquidationPrice, bankruptPrice
20-04-20,00:00:04,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,00:00:05,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,01:00:05,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,01:00:05,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,02:00:04,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,02:00:05,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,03:00:05,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,03:00:05,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,04:00:06,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,04:00:06,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
20-04-20,05:00:04,1350858, XBTUSD, 0.00075, 100, True, -3374, 0, 0, 0, 0, 0,0, 0, 0, 0, -1224, False, None, 0, 0, 0, , 3374, 0, None, None, None, None, None
