26-04-20,00:00:02,account, symbol, commission, leverage, crossMargin, rebalancedPnl, openOrderBuyQty, openOrderBuyCost, openOrderSellQty, openOrderSellCost, execBuyQty,execBuyCost, execSellQty, execSellCost, currentQty, currentCost, isOpen, markPrice, markValue, homeNotional, foreignNotional, posState, realisedPnl, unrealisedPnl, avgCostPrice, avgEntryPrice, breakEvenPrice, liquidationPrice, bankruptPrice
26-04-20,00:00:04,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,01:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,02:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,03:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,04:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,05:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,06:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,07:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,08:00:04,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,09:00:04,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,10:00:04,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:02,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7662.57, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:06,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7662.65, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:16,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7662.45, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:21,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7662.99, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:26,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7662.02, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:31,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7651.95, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:36,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7656.21, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:41,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7652.98, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:46,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7653.33, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:51,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7652.82, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:01:56,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7653.81, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:02:01,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7653.82, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:02:06,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7653.22, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:02:11,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7653.19, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:02:16,1350858, XBTUSD, 0.00075, 100, True, 0, 12070, -164100979, 12070, -151594256, 0,0, 0, 0, 0, 0, False, 7651.7, 0, 0, 0, , 0, 0, None, None, None, None, None
26-04-20,11:02:18,1350858, XBTUSD, 0.00075, 100, True, 0, 11959, -162649099, 12070, -151594256, 111,1451880, 0, 0, 111, -1451880, True, 7651.7, -1450659, 0.01450659, -111, , 362, 1221, 7645.5, 7645.5, 7644, 1764, 1762.5
26-04-20,11:02:21,1350858, XBTUSD, 0.00075, 100, True, 0, 11959, -162649099, 12070, -151594256, 111,1451880, 0, 0, 111, -1451880, True, 7644.75, -1451991, 0.01451991, -111, , 362, -111, 7645.5, 7645.5, 7644, 1764, 1762
