30-04-20,00:00:02,account, symbol, commission, leverage, crossMargin, rebalancedPnl, openOrderBuyQty, openOrderBuyCost, openOrderSellQty, openOrderSellCost, execBuyQty,execBuyCost, execSellQty, execSellCost, currentQty, currentCost, isOpen, markPrice, markValue, homeNotional, foreignNotional, posState, realisedPnl, unrealisedPnl, avgCostPrice, avgEntryPrice, breakEvenPrice, liquidationPrice, bankruptPrice
30-04-20,00:00:06,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,01:00:05,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,02:00:05,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,03:00:06,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,04:00:06,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,05:00:05,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,06:00:06,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,07:00:05,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,08:00:06,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,09:00:05,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,10:00:06,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,11:00:06,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,12:00:10,1350858, XBTUSD, 0.00075, 100, True, 2445952, 0, 0, 0, 0, 0,0, 0, 0, 0, 2399304, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,12:00:11,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , -2445952, 0, None, None, None, None, None
30-04-20,12:00:16,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,13:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,14:00:06,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,15:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,16:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,17:00:06,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,18:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,19:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,20:00:07,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,21:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,22:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
30-04-20,23:00:05,1350858, XBTUSD, 0.00075, 100, True, 0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, False, None, 0, 0, 0, , 0, 0, None, None, None, None, None
