25-04-20,10:57:33,transactID, account, currency, transactType, amount, fee, transactStatus, address, text
25-04-20,12:00:19,07a4e9b7-1163-450a-5dc8-0c6e4526b7e8, 1350858, XBt, RealisedPNL, 24441, 0, Completed, XBTUSD, 
