07-05-20,00:00:03,transactID, account, currency, transactType, amount, fee, transactStatus, address, text
07-05-20,12:00:11,d047076d-0786-9319-e9df-cc6a9fd3199c, 1350858, XBt, RealisedPNL, -33, 0, Completed, XBTUSD, 
