29-04-20,00:00:01,transactID, account, currency, transactType, amount, fee, transactStatus, address, text
29-04-20,12:00:13,e848e2f0-7159-4a2d-56ed-3cbb70c728a5, 1350858, XBt, RealisedPNL, 39747, 0, Completed, XBTUSD, 
