11-05-20,00:00:03,transactID, account, currency, transactType, amount, fee, transactStatus, address, text
11-05-20,18:52:41,4c62cbc0-5b88-356f-6f99-7ed923726953, 1350858, XBt, Withdrawal, -1610000, 110000, Pending, 3BMEX99zYQKaJVZqNY6xqAXtkFzkQgZiMY, 
