16-04-20,06:37:31,transactID, account, currency, transactType, amount, fee, transactStatus, address, text
16-04-20,12:00:10,b7641415-1d9d-cc61-b922-90e8f79a3a9a, 1350858, XBt, RealisedPNL, 143659, 0, Completed, XBTUSD, 
