27-04-20,00:00:02,transactID, account, currency, transactType, amount, fee, transactStatus, address, text
27-04-20,12:00:12,d5f28ac1-ae38-b455-128d-01d43111c1b4, 1350858, XBt, RealisedPNL, 35916, 0, Completed, XBTUSD, 
