09-05-20,00:00:03,orderID, symbol, side, price, leavesQty
09-05-20,00:01:30,8fa3e5e4-5e52-f307-4c9e-ca735f565622, XBTUSD, Sell, 9791.5, 7500
09-05-20,00:01:34,7604f0cb-9bdf-7bfc-a943-7d313a98b22a, XBTUSD, Sell, 9789.5, 2030
09-05-20,00:01:41,3442685c-1f03-d866-df85-b8e28bd07bb7, XBTUSD, Sell, 9780, 861363
09-05-20,00:01:47,769e415f-dadb-7cca-a57b-9702f2fd2872, XBTUSD, Sell, 9778, 20000
09-05-20,00:01:52,773f3148-a691-bdba-4ef9-3e106064c5f2, XBTUSD, Sell, 9777, 55050
09-05-20,00:01:58,b914dcf1-2b44-f328-2115-1a0409b3c465, XBTUSD, Sell, 9776, 4006
09-05-20,00:03:01,da4638bc-2ef2-c82d-d555-35b114539098, XBTUSD, Sell, 9771.5, 5540
09-05-20,00:03:07,fd98b53e-2430-aab2-450d-190bc9100a02, XBTUSD, Sell, 9768, 75610
09-05-20,00:03:13,169aa6e0-0945-70ce-2233-a92a9659c503, XBTUSD, Sell, 9765, 58639
09-05-20,00:03:18,747c960d-7ad7-1f59-4ed4-61058ee70ff7, XBTUSD, Sell, 9762, 23109
09-05-20,00:03:24,7edb2445-b62b-2c15-29a9-0d96d11e46e7, XBTUSD, Sell, 9757.5, 186835
09-05-20,00:03:30,d8024b51-4100-e30a-18db-f754910773cf, XBTUSD, Sell, 9748, 1239393
09-05-20,00:03:41,a5c81677-16ec-9156-fb01-a6544881eb48, XBTUSD, Sell, 9743, 10660
09-05-20,00:05:19,2330f56c-21b8-47a8-889d-9532129d0aee, XBTUSD, Buy, 9785, 1000
09-05-20,00:06:22,9be375ba-378e-db7e-b3b9-01a1ff20f8e0, XBTUSD, Buy, 9804.5, 2551
09-05-20,00:10:11,1dce9ad7-4f95-674a-4c7b-deedc278069a, XBTUSD, Buy, 9827, 1000
09-05-20,01:07:15,37a0bbcc-e022-289e-0152-e5d1e4ef2440, XBTUSD, Buy, 9900, 1278
09-05-20,01:07:21,2bc6d3d3-9ec8-b1d0-cd1b-16a02af5bf7e, XBTUSD, Buy, 9902.5, 7900
09-05-20,01:07:39,2ea2760f-5261-88ed-2b02-80f52b8a7d37, XBTUSD, Buy, 9909, 10000
09-05-20,01:07:44,4ab28d2a-2207-6f1d-98b7-889a75f162f2, XBTUSD, Buy, 9910, 3500
09-05-20,02:09:10,f1138adb-1046-76d9-7a4a-3d0d5eb5b138, XBTUSD, Sell, 9853, 2
09-05-20,02:10:00,62084c23-339a-4b57-3d24-ac116a2bca30, XBTUSD, Sell, 9849.5, 371
09-05-20,02:12:39,151e102c-c82d-9a9a-c306-0522837b431b, XBTUSD, Sell, 9838.5, 13600
09-05-20,04:22:04,15dfba42-5d97-9475-55f8-589f22026b1d, XBTUSD, Sell, 9834, 1100
09-05-20,04:41:41,8ab55128-128a-fc3a-7c43-1a08ac24f013, XBTUSD, Sell, 9833, 1400
09-05-20,04:42:03,9b54ffe8-3c02-a577-fd31-1c66adcdfae4, XBTUSD, Sell, 9832, 29150
09-05-20,04:42:36,fb262fa4-c6d6-d80e-944c-36f33da18529, XBTUSD, Sell, 9825.5, 8150
09-05-20,04:45:31,d89cca4b-2f4d-ec1a-c423-8df573da0416, XBTUSD, Sell, 9822, 1000
09-05-20,04:45:37,a8ed7bbd-ad42-983e-5665-3b973041825a, XBTUSD, Sell, 9820.5, 700
09-05-20,04:48:01,fa43e22c-71b5-82dc-fbab-a3aa45923e29, XBTUSD, Sell, 9817.5, 13500
09-05-20,04:48:40,869d9cca-09de-be34-1304-39f4ecb42159, XBTUSD, Sell, 9808, 35555
09-05-20,04:49:58,d884548c-dfcc-4220-2c24-3baa058e6514, XBTUSD, Sell, 9802, 88335
09-05-20,05:14:43,ea1968fa-d317-80a0-0e2b-c161eb4eb302, XBTUSD, Sell, 9790.5, 5452
09-05-20,05:15:44,a48c0b92-daf3-235f-c0f6-bd07f9de30b2, XBTUSD, Sell, 9782, 1
09-05-20,05:15:49,9d9b08a0-48ba-807f-3d11-c6a53a4422a6, XBTUSD, Sell, 9777.5, 220061
09-05-20,05:15:55,54f858f9-68cf-75f3-b484-a43737e99a9b, XBTUSD, Sell, 9772.5, 3396
09-05-20,06:30:16,5d63115c-3b85-05b2-badf-fc07b7eac86a, XBTUSD, Sell, 9779, 40
09-05-20,06:30:27,be301bfe-c23e-5283-03b6-f98b2cc435c3, XBTUSD, Sell, 9776, 900
09-05-20,06:30:59,1c7f53ca-81a5-bfd2-3921-785245251aca, XBTUSD, Sell, 9775, 12100
09-05-20,06:50:16,db99e7b3-ca05-73e7-6235-a603377ca661, XBTUSD, Sell, 9770.5, 11200
09-05-20,06:50:21,d0c42030-907e-7104-0e23-7f7d23eb98eb, XBTUSD, Sell, 9768, 129040
09-05-20,06:50:27,6febbdc8-fc2a-1cbb-6a97-b8efee58043c, XBTUSD, Sell, 9764.5, 600
