27-04-20,00:00:02,orderID, symbol, side, price, leavesQty
27-04-20,00:00:11,9b73316a-6d8b-6f34-d07f-6e2d4bf7b29f, XBTUSD, Buy, 7705.5, 1474587
27-04-20,00:00:16,b0aeb35a-a0e1-d2f8-fa71-4b6118381fa4, XBTUSD, Buy, 7707.5, 3635
27-04-20,00:00:21,d6113110-3f48-dbac-96d2-f51eb7e6ffe3, XBTUSD, Buy, 7724, 3353053
27-04-20,00:00:27,1a62585c-d1c5-bfdc-4112-6e2ea5b0a467, XBTUSD, Buy, 7739.5, 2272956
27-04-20,00:00:32,00671f82-c162-5a1d-9abe-51f33fc7c76c, XBTUSD, Buy, 7757.5, 721761
27-04-20,00:01:06,b4b255db-5b28-9727-85af-a9a8a542a653, XBTUSD, Buy, 7767.5, 1504186
27-04-20,00:07:26,d4ad5445-f45a-aad1-fe53-d5c55bcca26a, XBTUSD, Sell, 7724, 75075
27-04-20,00:23:43,7a590d12-9890-26e4-13d8-c4fda6df16d6, XBTUSD, Buy, 7763, 340
27-04-20,00:23:59,6942af12-5a98-0121-5d4a-f323e8d44981, XBTUSD, Buy, 7766, 23000
27-04-20,00:24:10,d7da7c5a-5d5d-3e0c-2bd7-791814198920, XBTUSD, Buy, 7767.5, 12000
27-04-20,00:24:16,8c1b42c9-7901-7511-6193-856ab794668a, XBTUSD, Buy, 7773.5, 608937
27-04-20,00:24:21,58a4a88a-f394-197d-132b-78add9d0c9ec, XBTUSD, Buy, 7782, 449997
27-04-20,00:36:48,5b46725c-d21f-ce5c-f370-a424adc69e7b, XBTUSD, Sell, 7739.5, 12338
27-04-20,00:39:36,12f206b3-7395-a841-6c68-e5d2cc52f674, XBTUSD, Sell, 7727, 15000
27-04-20,00:46:25,118b6c3e-8859-a5cd-b250-e34b37fc1c44, XBTUSD, Sell, 7724.5, 129965
27-04-20,01:11:09,6152bfca-bd79-f4d2-b0cf-72386f28c2bd, XBTUSD, Buy, 7768, 2000
27-04-20,01:11:38,7e18e0b5-b61d-54d4-9a13-0cbd4944b2c1, XBTUSD, Buy, 7776, 190
27-04-20,01:11:43,2243ff90-f089-26f8-70cd-6079e2f85b54, XBTUSD, Buy, 7777, 2018
27-04-20,01:16:19,45e7d328-9a2a-7bb6-a5ab-7a1f43cdfaef, XBTUSD, Buy, 7779, 4000
27-04-20,01:16:41,ea0d615f-0c84-8bc0-928f-d05ee4eded4f, XBTUSD, Buy, 7784.5, 450
27-04-20,01:16:46,6687a0f8-2b6e-ea6f-a054-3a134250ecc1, XBTUSD, Buy, 7788, 15942
27-04-20,01:16:51,5db8e99e-5e43-74af-03f4-38907025f109, XBTUSD, Buy, 7799.5, 1097458
27-04-20,01:17:47,e6665663-9d28-78ab-53bb-410c174763f7, XBTUSD, Sell, 7761, 6301
27-04-20,01:17:52,73357e2b-aa45-f316-ce4f-3432825746e4, XBTUSD, Sell, 7747.5, 69673
27-04-20,01:18:03,717a5643-6d54-2951-b151-cd7f8004dde8, XBTUSD, Sell, 7733, 15600
27-04-20,01:18:14,0b418663-da90-fcc1-fdf1-8088d8f4ed69, XBTUSD, Sell, 7730, 23403
27-04-20,01:18:19,0342e41b-fcb3-8af1-e138-55c1bf7d1da4, XBTUSD, Sell, 7710.5, 269837
27-04-20,01:18:25,7da8e9d2-9cdd-daaf-0617-6337be12ceca, XBTUSD, Sell, 7686, 488513
27-04-20,01:18:41,cbb99d40-7ed0-9fd1-67ce-a98e73e39009, XBTUSD, Sell, 7670, 115240
27-04-20,01:18:47,b2c9b339-e2f8-9b6a-05ca-1f0aebc3dad2, XBTUSD, Sell, 7666.5, 300290
27-04-20,01:21:54,731b384d-a316-0c5e-7aac-7b7e57488045, XBTUSD, Buy, 7707.5, 14000
27-04-20,01:22:05,32039858-39bc-910c-b068-73e9b20a4177, XBTUSD, Buy, 7713.5, 33333
27-04-20,01:27:41,6f4c485e-445c-b25e-3e82-312cb7c084e5, XBTUSD, Buy, 7734.5, 23700
27-04-20,01:27:46,b1f814f7-7656-06e7-2e8d-d6ac1fca18c6, XBTUSD, Buy, 7739, 32915
27-04-20,01:42:10,7919273e-c029-61ed-ff92-d80f27b58085, XBTUSD, Sell, 7696.5, 122130
27-04-20,01:42:33,91b6dd7f-3af3-d7ea-4410-4f8a0ef0e0ae, XBTUSD, Sell, 7691.5, 2940
27-04-20,04:27:28,11e04480-d5b8-8042-1a3e-db8ee4b656ed, XBTUSD, Sell, 7717.5, 490
27-04-20,04:27:34,95f3a38d-350e-9f07-7731-1de017033140, XBTUSD, Sell, 7717.5, 1032
27-04-20,05:56:50,e6a7d7a6-b6a1-92b9-fd7a-ff9a7ac9456b, XBTUSD, Sell, 7708.5, 1
27-04-20,05:56:56,6d7e6d10-fa7f-175c-d97c-b3bef67c5d1b, XBTUSD, Sell, 7705, 5000
27-04-20,05:58:38,39feeff1-c329-8300-c3a4-356e68da0704, XBTUSD, Sell, 7700.5, 2725
27-04-20,06:02:25,96fe7201-2695-c417-cc45-3500b7c025f3, XBTUSD, Sell, 7698.5, 8
27-04-20,06:03:26,4ae81f53-cf17-3916-7d4a-455c9a7bd6b4, XBTUSD, Sell, 7697.5, 1650
27-04-20,06:19:01,a55e455e-36c6-d1ae-dece-e678d08ff358, XBTUSD, Sell, 7696, 2428
27-04-20,06:19:07,9ff699f7-c699-45a8-9c75-f85ffc92a43b, XBTUSD, Sell, 7692, 17565
27-04-20,06:19:34,57f7e63b-ea2e-b6f5-0fe9-6f4992fb2219, XBTUSD, Sell, 7687, 85558
27-04-20,06:19:41,1c6eceb5-252b-8674-ceb7-849139d0df30, XBTUSD, Sell, 7683, 52889
27-04-20,06:34:28,7b1f2679-7d8b-d520-b5cd-b48bdfec599f, XBTUSD, Sell, 7680.5, 300
27-04-20,06:34:34,ac370641-8aac-da0e-6ab6-18dc832c38ce, XBTUSD, Sell, 7675.5, 38270
27-04-20,06:58:47,b080fb61-e271-e8ab-f885-6d39c7ccae3e, XBTUSD, Sell, 7670, 10000
27-04-20,06:59:04,c4339bae-7bc9-700c-a7a6-6f7c86f58b80, XBTUSD, Sell, 7669.5, 4000
27-04-20,06:59:10,a06e7d22-2687-8382-42be-2f4bbea5e68f, XBTUSD, Sell, 7669, 38082
27-04-20,06:59:16,0fa3eec5-0e4a-8743-2925-061227e78eea, XBTUSD, Sell, 7666, 69335
27-04-20,06:59:22,2b1c072b-339b-cbbd-ac79-88206038d842, XBTUSD, Sell, 7658, 65714
27-04-20,07:01:01,aa16d960-0ed0-e927-99de-33a5f49e6e88, XBTUSD, Sell, 7647.5, 281970
27-04-20,07:01:07,b24c0088-44b4-f0db-5002-278283ca10ce, XBTUSD, Sell, 7642, 10
27-04-20,08:00:41,77babd40-46d2-2d56-160d-facca15426e3, XBTUSD, Buy, 7707.5, 30000
27-04-20,08:00:52,ff3e0fc9-d780-a834-7d1e-538a73d8bf89, XBTUSD, Buy, 7713.5, 201194
27-04-20,08:05:01,46bd5901-295f-f2b5-cc26-04c1e30146d1, XBTUSD, Buy, 7731.5, 82737
27-04-20,08:22:06,9764e300-55bd-da24-3084-eabd00a3c399, XBTUSD, Buy, 7746.5, 5183
27-04-20,08:46:41,0975fdc1-252f-0344-b5f9-a9028293af4d, XBTUSD, Sell, 7695.5, 4700
27-04-20,09:04:11,2cf6225a-8704-a577-cd97-85154e7f0be7, XBTUSD, Sell, 7691.5, 100
27-04-20,10:52:21,f633c541-a7b1-26d6-753c-af5a5b13941a, XBTUSD, Sell, 7684.5, 153
27-04-20,10:52:27,27753f6c-8384-d93b-1d5b-11d9758bbbb9, XBTUSD, Sell, 7682.5, 2510
27-04-20,11:37:41,191469a4-dc5d-98b1-4582-16b457ad34a1, XBTUSD, Buy, 7728.5, 2000
27-04-20,12:43:20,78c436f6-c559-e3c1-8621-fec088368d75, XBTUSD, Sell, 7688, 10
27-04-20,13:16:43,5f68f244-96b5-95e6-8adf-018affc87bac, XBTUSD, Sell, 7672.5, 280902
27-04-20,13:21:17,867854d5-0671-764e-fa16-bd062ba9c83f, XBTUSD, Sell, 7668, 5000
27-04-20,13:21:23,b9799c31-c9d1-fa19-3ea6-8663fe209d40, XBTUSD, Sell, 7667, 7186
27-04-20,13:30:14,1d7b9a22-cc9f-3305-90d9-70e5e388de1d, XBTUSD, Sell, 7662.5, 12006
27-04-20,13:30:20,98670bb2-e50b-d84d-0472-07d284bcc840, XBTUSD, Sell, 7660, 5400
27-04-20,13:30:31,41c709fa-c042-e7d4-ba92-cacf75c8f351, XBTUSD, Sell, 7658, 25844
27-04-20,13:30:37,3c5247a9-3a3e-9ae4-b664-a7c2f74d7347, XBTUSD, Sell, 7651, 204936
27-04-20,14:40:28,be46f1b8-1811-cc77-eefa-ff4a11832b76, XBTUSD, Sell, 7659, 4900
27-04-20,14:46:41,f0fa2d37-c225-3d37-8c1d-25171f8e566d, XBTUSD, Sell, 7651.5, 45800
27-04-20,14:46:46,b16ded3a-39ba-709d-f0e5-2db425ae448f, XBTUSD, Sell, 7642.5, 13606
27-04-20,17:38:19,3cbf5c9c-6365-e3f9-76f5-4e86b814f482, XBTUSD, Sell, 7652.5, 7300
27-04-20,18:23:28,0bb24244-4fbb-7a7e-9653-8ba652565bc6, XBTUSD, Buy, 7688, 1001
27-04-20,18:49:16,6f8dffa4-13a8-8759-c8de-7205a97c438e, XBTUSD, Buy, 7705.5, 36901
27-04-20,18:49:27,f2558189-780a-7054-1b2d-81ef507d8afb, XBTUSD, Buy, 7710, 16700
27-04-20,18:52:22,128b7b10-b075-b433-320d-207ef3eb4ad8, XBTUSD, Buy, 7711, 91790
27-04-20,18:55:14,944ea1a9-c036-856d-95b1-3d1b994bcdb9, XBTUSD, Buy, 7717.5, 13175
27-04-20,21:17:10,286d51a6-b710-a746-2b61-514807241461, XBTUSD, Buy, 7729, 36963
27-04-20,21:17:15,a041a958-887d-f674-867c-e98a5ab08b4b, XBTUSD, Buy, 7730.5, 15250
27-04-20,21:17:21,eea53636-ad19-9e1e-a381-638dfd1be0be, XBTUSD, Buy, 7732, 10
27-04-20,21:19:18,2a95e411-7940-91ac-c864-906135406865, XBTUSD, Buy, 7736.5, 9805
27-04-20,21:42:25,b91563b6-0b6b-b400-677b-b7f096d774ab, XBTUSD, Buy, 7747, 2000
27-04-20,21:42:36,7666884b-b775-f5be-54ef-184d94e2908a, XBTUSD, Buy, 7748, 8270
27-04-20,21:42:41,a06a4de2-7c33-b97b-091c-894ef446fc8b, XBTUSD, Buy, 7748, 2908
27-04-20,21:43:25,bcb54fb8-3034-d862-eaa0-90727553d234, XBTUSD, Buy, 7749.5, 12380
27-04-20,21:45:47,69cd2eae-7817-1891-eb5d-1965e2a11ad9, XBTUSD, Buy, 7757, 9350
27-04-20,21:46:26,d1ad21db-31a5-d5ef-0d35-f9a96f4f6b4e, XBTUSD, Buy, 7762, 770
27-04-20,21:46:31,ab0b2fd6-538b-d0bc-243f-22ea84b97492, XBTUSD, Buy, 7763, 203987
27-04-20,21:46:54,731925c1-1884-1e23-7dde-42b457d9e122, XBTUSD, Buy, 7766.5, 253357
27-04-20,22:58:21,24722781-03b5-a0ee-4982-7a2887dea6c0, XBTUSD, Buy, 7779.5, 6
27-04-20,22:58:26,1ba34822-c96c-c415-9c21-bb40a146fac8, XBTUSD, Buy, 7780.5, 32656
27-04-20,23:00:56,ae2076e6-4eef-e211-5925-b3f78a438152, XBTUSD, Buy, 7785, 53866
