12-05-20,00:00:01,orderID, symbol, side, price, leavesQty
12-05-20,00:00:26,e8b09833-56dd-5cf1-76df-d6dbaa55ec12, XBTUSD, Sell, 8561.5, 30000
12-05-20,00:00:54,abb2278f-c6a9-0f0c-f262-e8b24146f5e7, XBTUSD, Sell, 8553, 100
12-05-20,00:02:47,3cd0dca1-56a7-d271-1108-702a465925a8, XBTUSD, Sell, 8549, 1000
12-05-20,00:02:53,e0b63435-db9a-8d60-aa78-d807a85b0fee, XBTUSD, Sell, 8548, 4020
12-05-20,00:07:26,b3d90738-383a-d6ec-4bbd-60a36db9f987, XBTUSD, Buy, 8602, 1000
12-05-20,00:07:38,af13e310-5d2c-7b29-7850-fa3caf01f0b9, XBTUSD, Buy, 8606, 22000
12-05-20,00:07:55,fb030304-f9f1-f196-e7b4-1c7ba5f4a193, XBTUSD, Buy, 8607.5, 600
12-05-20,00:08:16,6ff52ec8-6a2e-1c5e-89c0-68ca8fadbeb9, XBTUSD, Buy, 8615, 100
12-05-20,00:08:55,878ce0a4-3f08-90f3-49f4-1143134f5e9b, XBTUSD, Buy, 8644.5, 3686
12-05-20,00:09:45,a516de2c-9e69-b29f-983b-51b9824c4eec, XBTUSD, Buy, 8661.5, 112000
12-05-20,00:09:51,54e97dbe-1e01-4089-76cd-b4b62e79407d, XBTUSD, Buy, 8664.5, 13816
12-05-20,00:18:02,ceb1e871-7215-ff73-7610-d843c46e0795, XBTUSD, Buy, 8675, 317825
12-05-20,00:32:47,d8207321-ae74-d4c3-6513-d2a49ccd9928, XBTUSD, Sell, 8607.5, 3000
12-05-20,00:36:44,10161a9c-2f67-f22b-bf1e-517e07f20378, XBTUSD, Sell, 8600, 599
12-05-20,00:36:55,f6b880c5-ce53-4530-2db7-b60b14a3e148, XBTUSD, Sell, 8595, 471
12-05-20,00:38:38,6c636ac5-de9b-4ef2-ae84-5ab12f3599e6, XBTUSD, Sell, 8593.5, 4100
12-05-20,00:38:44,6f82e6e3-755b-eb00-63b6-f2100e2ac713, XBTUSD, Sell, 8590.5, 8000
12-05-20,00:39:07,e2cb8741-71c6-70ef-4f21-e659313967c6, XBTUSD, Sell, 8584.5, 49
12-05-20,00:39:13,ca79f70d-bc5f-d3c7-3374-6bad3b5c9bc1, XBTUSD, Sell, 8581.5, 34
12-05-20,00:46:21,773a4c6f-2f09-43d1-bfc8-43c335f8863c, XBTUSD, Sell, 8577.5, 14988
