01-05-20,00:00:03,orderID, symbol, side, price, leavesQty
01-05-20,00:01:21,c01d7aad-3709-1a38-5cf3-860447379c5a, XBTUSD, Buy, 8667, 5250
01-05-20,00:12:26,136f4d4d-a6fe-2d7f-6116-10a541ca4dfb, XBTUSD, Buy, 8691, 22201
01-05-20,00:12:42,8d43eb58-48db-040b-0d49-cdf64a9e4b90, XBTUSD, Buy, 8700, 9000
01-05-20,00:21:32,d030311e-1122-5965-b858-89b2db125c83, XBTUSD, Sell, 8656, 5
01-05-20,00:21:37,2f69164d-93ed-2676-d38c-120130f508d3, XBTUSD, Sell, 8651.5, 10000
01-05-20,00:28:26,5c74ff0d-9ebe-ed2e-55e5-1a97ea1c22b4, XBTUSD, Buy, 8703.5, 3000
01-05-20,00:28:36,e4abba8f-5d2c-5f01-467a-0b510f66496e, XBTUSD, Buy, 8705, 10080
01-05-20,00:28:42,68d09684-3baa-3548-ad8d-88b8d1c28358, XBTUSD, Buy, 8708.5, 14750
01-05-20,00:29:11,39c5cf8a-4447-e3b8-6b13-68d30367f39d, XBTUSD, Buy, 8714.5, 16000
01-05-20,00:33:43,05c0c3e1-4472-f4d7-fd81-6e5272ecf028, XBTUSD, Buy, 8722, 1005
01-05-20,00:34:16,065013c1-ffe0-86ff-aa1f-df9aec9e9b85, XBTUSD, Buy, 8726, 36
01-05-20,01:16:53,8a5dcb11-d311-88e2-a15d-d173354d8290, XBTUSD, Buy, 8743.5, 50
01-05-20,01:20:43,6dea156d-d654-abe6-4347-ab093dae42a9, XBTUSD, Buy, 8751, 700
01-05-20,01:21:34,76d8306b-f90d-3971-44af-d8bc16617634, XBTUSD, Buy, 8758, 10333
01-05-20,01:29:44,f1a5df56-d8fc-dc75-1341-3d4862cd8133, XBTUSD, Sell, 8718, 18900
01-05-20,01:35:58,6fcd0387-368f-1b98-4cbd-3cdf151769a5, XBTUSD, Sell, 8705.5, 7500
01-05-20,01:36:03,8156f90d-268b-b7cd-a2f7-f057d7d47b85, XBTUSD, Sell, 8699, 39143
01-05-20,01:38:43,009964c0-b2db-4140-a57d-3057e79defe6, XBTUSD, Sell, 8689, 5000
01-05-20,01:39:21,5756c7d4-29f4-b835-869a-7f00ef3065c2, XBTUSD, Sell, 8678, 55663
01-05-20,01:56:52,b017a509-f58f-b922-1101-5253da223860, XBTUSD, Sell, 8672, 47625
01-05-20,02:00:16,2862b0da-dcd4-50cb-b5c7-2cdf0621bcbb, XBTUSD, Sell, 8660.5, 19091
01-05-20,02:07:03,2eaf6255-0b65-9441-8dc5-de55d0650c3d, XBTUSD, Buy, 8708, 100
01-05-20,03:15:37,f9d07324-7b89-e825-d5d1-b82052f6da00, XBTUSD, Sell, 8689, 772
01-05-20,03:16:39,5cb5ddc3-15e6-3fd1-5fd6-53b1e13614e1, XBTUSD, Sell, 8687.5, 4400
01-05-20,03:16:45,1a7a4a42-844b-dbdc-c9d2-37eb8de924e6, XBTUSD, Sell, 8686, 23450
01-05-20,03:16:51,732b503f-7137-4877-3f45-3f90eaec20dd, XBTUSD, Sell, 8684.5, 12360
01-05-20,03:16:57,97d3450d-2c78-8e48-ddcf-baa911843766, XBTUSD, Sell, 8681.5, 30000
01-05-20,03:17:02,890644ef-f195-e866-1bc3-203c9e832de3, XBTUSD, Sell, 8678.5, 15000
01-05-20,03:17:08,8691aabb-0950-c0e8-c8a0-9ce07b044763, XBTUSD, Sell, 8674, 10000
01-05-20,04:11:22,52fa2be1-a5b9-69d2-5066-15dcfd0b4e8b, XBTUSD, Buy, 8720.5, 2000
01-05-20,04:15:42,20a23f74-6cad-d14d-47e6-4cbcd18f1127, XBTUSD, Buy, 8723.5, 700
01-05-20,04:39:59,2215d2bb-d6fc-cf41-ad8c-dad78189894d, XBTUSD, Buy, 8735.5, 4064
01-05-20,04:42:11,0b0501bc-97c1-121c-92ca-700dcb6ec692, XBTUSD, Buy, 8759.5, 79915
01-05-20,04:51:48,8bb5af47-05e0-f617-6c91-565c4737ca4c, XBTUSD, Buy, 8767, 75600
01-05-20,04:54:41,2afca219-7c7b-2ff9-02c4-bcb28aeeac9b, XBTUSD, Buy, 8775, 73947
01-05-20,04:56:00,82b98e5e-5dc8-a8da-033e-3e64f869c678, XBTUSD, Buy, 8794, 74193
01-05-20,04:56:06,a1eaad2a-1073-8ce9-7195-7ea2eab86c09, XBTUSD, Buy, 8796.5, 1000
01-05-20,04:57:31,20b8582d-c369-9281-8291-765eac217d67, XBTUSD, Buy, 8797, 103491
01-05-20,04:57:42,c67fd423-f53c-287b-a82d-9e173e4547d5, XBTUSD, Buy, 8801, 6369
01-05-20,05:21:52,b5e09a7c-04fb-62d2-f7c6-7bb021fc2009, XBTUSD, Buy, 8807, 62706
01-05-20,05:22:45,25a6568e-eb0f-60fd-1269-aa3cffc5a810, XBTUSD, Buy, 8813.5, 500
01-05-20,05:22:50,3709348c-fe09-c622-e895-4df23e4b32c5, XBTUSD, Buy, 8816, 146296
01-05-20,05:31:11,2531ce95-c4bb-78da-bf52-b96f42491e5e, XBTUSD, Buy, 8826.5, 40200
01-05-20,06:03:20,4aa8be62-1503-a9e5-c9e2-047aa8d531cd, XBTUSD, Sell, 8783, 60711
01-05-20,06:05:50,bcfa53f2-3ad1-b156-fd82-4ba78756aafe, XBTUSD, Sell, 8769.5, 10000
01-05-20,06:18:20,0fbcc4d2-b720-f13b-d776-be9c2cf6be4b, XBTUSD, Sell, 8767.5, 1000
01-05-20,06:19:16,afae1bd8-1988-e042-ca8d-c8e781b0c1b6, XBTUSD, Sell, 8763.5, 165690
01-05-20,07:19:52,134693be-5831-fd21-bf8e-46ac3de3e21b, XBTUSD, Sell, 8756, 10
01-05-20,07:20:58,c6b695d8-d548-59ed-c332-ade3f142d837, XBTUSD, Sell, 8752, 25150
01-05-20,07:21:20,dfb214d5-28e0-55a7-a02d-0fea913f8bce, XBTUSD, Sell, 8746, 2050
01-05-20,07:22:05,dfacf43f-4424-cfef-bb1c-faef6626d094, XBTUSD, Sell, 8736, 140200
01-05-20,07:22:11,3b7b16f4-56d2-7abd-b860-bae045c32c37, XBTUSD, Sell, 8731.5, 5950
01-05-20,07:23:01,45722a29-d4bd-56fc-a269-7ef6c3820588, XBTUSD, Sell, 8728.5, 6924
01-05-20,07:23:12,62170b5c-3440-e826-ac4e-14a962af26af, XBTUSD, Sell, 8727, 809591
01-05-20,07:23:24,927274e0-67ce-e698-a7c9-f394e0e6eb1d, XBTUSD, Sell, 8723, 1600
01-05-20,07:23:30,d5ddd923-4db7-7f52-fd92-505a684f5939, XBTUSD, Sell, 8722, 1900
01-05-20,07:23:41,44926b6b-1a6a-dbcb-4c6c-6b09e4bce27f, XBTUSD, Sell, 8720, 14100
01-05-20,07:23:46,731dad89-83c9-6d49-06d3-5fbb38cd6273, XBTUSD, Sell, 8717, 36300
01-05-20,07:56:42,ff4632ae-a5fa-0203-0f85-16be87f3b858, XBTUSD, Buy, 8768, 101129
01-05-20,08:01:01,e9f5ce56-86aa-56d4-6a31-3da8f69bccc8, XBTUSD, Buy, 8781, 1000
01-05-20,08:01:07,1d7a6847-c848-9710-0a90-37e61dd3ea65, XBTUSD, Buy, 8782.5, 33
01-05-20,08:02:16,1d2c216d-7ae1-0a85-3dde-a96efd5e5dbe, XBTUSD, Buy, 8789.5, 4180
01-05-20,08:02:51,d8697f2d-4752-5388-423d-b5b3394723d2, XBTUSD, Buy, 8799.5, 15500
01-05-20,09:00:44,59fe8789-e9d3-29d9-ab34-656fa471edfa, XBTUSD, Buy, 8809, 2000
01-05-20,09:01:39,6e955791-9a04-f0e2-2bb5-6c66b3605042, XBTUSD, Buy, 8812, 64800
01-05-20,09:01:56,61f00f06-22b3-0d40-a588-c098c302e1ca, XBTUSD, Buy, 8815.5, 351
01-05-20,09:03:30,27aaf91e-c7e7-e3d1-eb06-93d719abb091, XBTUSD, Buy, 8819, 1567
01-05-20,09:51:30,1f566f47-6f79-fcd0-5764-a79f8a4662e1, XBTUSD, Buy, 8826.5, 2164
01-05-20,09:51:34,50057750-39c4-4c7a-45e9-901674f90d86, XBTUSD, Buy, 8831.5, 526
01-05-20,09:51:58,38870ff7-55b9-07f6-b34d-3c64d76c6567, XBTUSD, Buy, 8836.5, 8832
01-05-20,09:52:04,44175ad1-ae1f-fbde-c480-0b1bf3dd4cc5, XBTUSD, Buy, 8838.5, 506
01-05-20,09:52:30,197a88c6-250e-a524-19ab-ab47b251cfa9, XBTUSD, Buy, 8840, 10900
01-05-20,09:58:34,6a062814-df2b-19cf-73b1-9f0cfcf10a12, XBTUSD, Buy, 8850, 14111
01-05-20,09:58:40,73468d52-179a-c682-8984-c731220b64a4, XBTUSD, Buy, 8852.5, 18182
01-05-20,09:58:45,b4a65db5-6b68-9616-3911-d5097e141be5, XBTUSD, Buy, 8855, 8
01-05-20,09:58:57,8e08dbe5-7bc2-64c6-c96a-ad203a8adf26, XBTUSD, Buy, 8858, 10050
01-05-20,09:59:07,0b02014b-5fe6-535c-3ff8-5ab8f50cfe70, XBTUSD, Buy, 8862.5, 65444
01-05-20,10:00:26,c52c4255-7811-9c3c-cc51-14cc8c5c6416, XBTUSD, Buy, 8866, 7000
01-05-20,10:00:37,47201ed5-16b3-e959-bd03-c968400a293d, XBTUSD, Buy, 8866.5, 5530
01-05-20,10:00:43,748b5d32-6177-8030-9dfa-e900d95fed8a, XBTUSD, Buy, 8868.5, 8001
01-05-20,10:00:55,d258c2e5-f039-24bc-65d3-5fec79bd18cd, XBTUSD, Buy, 8871.5, 62880
01-05-20,10:03:19,48de2077-7956-a7f1-dd58-b150d04aea30, XBTUSD, Buy, 8874.5, 29100
01-05-20,10:03:24,0f33c528-e33d-59f9-f676-806cdf81280d, XBTUSD, Buy, 8875, 31962
01-05-20,10:40:52,80964877-c10f-3ed2-a6db-b75e330ca83f, XBTUSD, Sell, 8833.5, 5556
01-05-20,10:56:57,13c0b620-8d46-a7f0-d1ce-f2b6b0da02b1, XBTUSD, Buy, 8880, 10000
01-05-20,10:57:03,684ef4fd-011d-fb6b-d96b-3409c7113e43, XBTUSD, Buy, 8882.5, 19550
01-05-20,10:57:31,385a577d-0391-867f-b73b-aaf404dba941, XBTUSD, Buy, 8884, 150
01-05-20,10:57:46,37b94fdb-50f1-eb92-de7b-19eea7ab210b, XBTUSD, Buy, 8891, 63116
01-05-20,10:58:54,adbc6de4-d754-ca5b-0281-b5c6edf30484, XBTUSD, Buy, 8896, 68800
01-05-20,10:59:06,5ac65d98-77a8-9e3b-aa65-c1a9656fca51, XBTUSD, Buy, 8898, 143951
01-05-20,11:25:17,72812cb7-b3d9-cd13-7d1d-69d6dba03c0c, XBTUSD, Buy, 8922, 49206
01-05-20,11:25:28,fe4c0724-199f-9dd3-f5a2-b72f42166ef9, XBTUSD, Buy, 8925.5, 10000
01-05-20,11:25:33,46035e44-962b-ad5f-c6a3-86b4d85deea0, XBTUSD, Buy, 8926, 12100
01-05-20,11:25:39,43db7d0a-59e7-17b7-08de-590e0ad2c959, XBTUSD, Buy, 8931.5, 57221
01-05-20,11:25:45,d2df62ad-979a-fb77-a9d6-c1c74575d7c1, XBTUSD, Buy, 8933, 39252
01-05-20,11:25:51,6b62b009-a709-aafb-38c9-30de2634a6af, XBTUSD, Buy, 8937, 99169
01-05-20,11:28:49,c88fdabe-edaf-490f-8def-9ac0619ac9a7, XBTUSD, Buy, 8954.5, 55800
01-05-20,11:28:54,2096aa48-dcd6-2180-fb75-864673bb3d95, XBTUSD, Buy, 8957, 56676
01-05-20,11:33:21,54db9193-5e9f-a844-9dbd-26fcd55a50f2, XBTUSD, Buy, 8965, 11720
01-05-20,11:34:22,714d454d-8d26-d2ae-55af-b8ff261315c5, XBTUSD, Buy, 8969, 64301
01-05-20,11:34:28,9b1a8850-d2e9-f214-ee84-b0e498de00d8, XBTUSD, Buy, 8976.5, 187689
01-05-20,11:39:32,e83def7c-7206-ca19-a140-547a153a007b, XBTUSD, Buy, 8992.5, 4240
01-05-20,11:39:37,5a0d18f5-4bf2-473b-1a3d-61caac7639b3, XBTUSD, Buy, 8993.5, 30517
01-05-20,11:39:42,a3e57e8d-fb84-c54b-826f-9e3326898c36, XBTUSD, Buy, 8996, 2002
01-05-20,11:39:48,f690e008-83ac-5bce-c0e2-54d8618bdb6e, XBTUSD, Buy, 8997.5, 800
01-05-20,11:39:54,48f8958a-b46f-e8b4-7164-5401fe678131, XBTUSD, Buy, 9007, 97657
01-05-20,11:40:05,d83e7442-abba-bcd0-b228-9882e5961786, XBTUSD, Buy, 9010.5, 3685
01-05-20,11:40:11,6288324e-6670-e66c-5529-72366f4730b2, XBTUSD, Buy, 9018.5, 448273
