07-05-20,00:00:03,orderID, symbol, side, price, leavesQty
07-05-20,00:01:39,4967fc53-6b3f-029a-ce2f-327acb556295, XBTUSD, Sell, 9085.5, 356855
07-05-20,00:02:12,5184e3eb-cda0-40dc-6772-50db5a160e70, XBTUSD, Sell, 9075.5, 218427
07-05-20,00:02:18,dd3221f1-7b84-cc88-6816-b163e394c4c0, XBTUSD, Sell, 9067.5, 121807
07-05-20,00:02:23,cd463e79-2564-5efa-027d-f2d421b87d04, XBTUSD, Sell, 9058, 3841448
07-05-20,00:02:34,e8f820e3-b564-1c60-ed3a-9babb953cac8, XBTUSD, Sell, 9041, 335259
07-05-20,00:06:38,acc1a135-15a7-ddef-c129-e5cf34003b9c, XBTUSD, Buy, 9106.5, 4800
07-05-20,00:06:56,64863c55-f27b-7722-890c-e442db82f5c2, XBTUSD, Buy, 9116.5, 20188
07-05-20,00:07:19,648ebb90-1719-58d3-4c48-bc80a4665404, XBTUSD, Buy, 9126.5, 6444
07-05-20,01:26:26,85b67c65-aa96-0e9d-41c3-fd83b1f35dcb, XBTUSD, Buy, 9232, 250
07-05-20,02:18:16,de30638f-f123-99c2-bc2e-a3319f0ca179, XBTUSD, Buy, 9254, 3950
07-05-20,02:19:18,5621c017-fe2f-7410-887c-fa0cae27d2fb, XBTUSD, Buy, 9259, 61749
07-05-20,02:38:30,80a4991f-0f83-1a7f-de3b-7dd35f8df755, XBTUSD, Buy, 9298.5, 35400
07-05-20,02:38:34,757b9d3e-96ce-4b06-c8b4-15e83d672904, XBTUSD, Buy, 9304, 2350
07-05-20,02:38:46,f0b1e671-403e-fa38-df24-ca3ec990fe80, XBTUSD, Buy, 9306, 150
07-05-20,02:38:52,a98fbd9a-6626-4509-550b-97f41cd32947, XBTUSD, Buy, 9309, 206328
07-05-20,02:39:25,7e07195a-09df-1d4f-de2a-b8f5a2561875, XBTUSD, Buy, 9319.5, 5000
07-05-20,02:39:48,41efec15-1ea5-c3e5-160f-58f93ae8b346, XBTUSD, Buy, 9326.5, 500
07-05-20,02:39:54,8224c412-e618-9c34-e7b5-925e06098f07, XBTUSD, Buy, 9331.5, 4290
07-05-20,02:45:06,ae05d632-5d86-7c71-9f6c-896897903530, XBTUSD, Buy, 9344, 1671
07-05-20,02:45:27,8e2cd25d-6fd4-4eb3-ecc8-ea9f188c1f9c, XBTUSD, Buy, 9351, 47944
07-05-20,02:45:39,a2e4873d-e6dc-bb67-ab2a-68de1c542bf3, XBTUSD, Buy, 9357, 99950
07-05-20,02:45:45,a2c7b5d3-a9ee-12e8-a401-cec6cd9c67ed, XBTUSD, Buy, 9366, 10600
07-05-20,02:46:07,2a18d1eb-b34c-dd62-93f0-ab610075e876, XBTUSD, Buy, 9367, 30000
07-05-20,02:46:23,99f0b18e-431b-6f2d-0519-05630d37ae86, XBTUSD, Buy, 9369, 76240
07-05-20,02:46:28,0169e493-1a53-256f-f730-9ab903eedcfe, XBTUSD, Buy, 9376, 9050
07-05-20,02:50:42,e6abf8b6-2ca5-35c6-f6d4-f3823dfe7ad5, XBTUSD, Sell, 9330, 3500
07-05-20,02:55:21,a4f074ce-121f-1e39-b8e3-c4c108829cd9, XBTUSD, Sell, 9325, 2140
