10-05-20,00:00:01,orderID, symbol, side, price, leavesQty
10-05-20,00:04:03,7745df91-f272-0bcb-b42a-ccc9d2af35f7, XBTUSD, Sell, 9520.5, 12986
10-05-20,00:04:09,e452df2e-4b4a-7411-34d0-0583a75ce596, XBTUSD, Sell, 9514, 1273366
10-05-20,00:04:14,568dd977-d4d1-c46a-11b1-ff4df134d1a9, XBTUSD, Sell, 9495, 789458
10-05-20,00:04:31,28e21dba-0dcb-c4ec-2d40-60c5d593ef79, XBTUSD, Sell, 9490.5, 158752
10-05-20,00:04:37,7f521449-5a9b-d151-c83e-f2472b7969d0, XBTUSD, Sell, 9480.5, 1245898
10-05-20,00:04:43,1c92cf07-ba8c-82f3-41fe-b904f6603e89, XBTUSD, Sell, 9473.5, 777641
10-05-20,00:05:17,2d2863fb-17eb-4416-38cc-b3ef1162fa0c, XBTUSD, Sell, 9466.5, 460400
10-05-20,00:13:16,ae703a16-eff3-d13b-a2b3-43259fb1391a, XBTUSD, Sell, 9443, 2415776
10-05-20,00:13:37,6bdc9a0d-2160-a954-da4c-fdd087ba8637, XBTUSD, Sell, 9431.5, 347667
10-05-20,00:13:43,fa4e7541-1522-1aee-417a-966dac03d6d8, XBTUSD, Sell, 9425.5, 312980
10-05-20,00:13:49,3e9d08a4-ef25-6e55-e05f-a6466b40478a, XBTUSD, Sell, 9421, 2073073
10-05-20,00:14:38,c32a3945-08b5-5894-3ece-247f189972b9, XBTUSD, Sell, 9414.5, 1461704
10-05-20,00:14:44,539974b5-1bc4-7a04-8cd4-66dc9ce95cc8, XBTUSD, Sell, 9398.5, 3545903
10-05-20,00:14:55,edc71568-de5e-0ea9-4990-7471de26f127, XBTUSD, Sell, 9383, 1822435
10-05-20,00:15:02,1e94ff77-2ac1-8bc4-ce01-b3106e194af8, XBTUSD, Sell, 9353, 6731617
10-05-20,00:15:06,a9d20c43-c949-e5be-ac3e-bf4104b206d3, XBTUSD, Sell, 9334.5, 2753879
10-05-20,00:15:11,141a9540-f9c8-0bc1-f9ea-f18102bbbe48, XBTUSD, Sell, 9316.5, 4371551
10-05-20,00:15:17,a7643f52-9b41-574c-15fe-146e94364491, XBTUSD, Sell, 9279.5, 4460282
10-05-20,00:15:24,f25d749e-a693-a699-ada1-78be9dfce4f5, XBTUSD, Sell, 9246.5, 9428707
10-05-20,00:15:34,11e1a093-5b1f-ccc5-41ec-f233eca2d6dd, XBTUSD, Sell, 9178, 4562045
10-05-20,00:15:34,2afb0718-431f-b0d5-ec5b-bdb2564a0f18, XBTUSD, Sell, 9157, 262668
10-05-20,00:17:00,e98bc387-6f9e-1162-1d03-8e15941290ee, XBTUSD, Sell, 9216.5, 2
10-05-20,00:17:06,24d83d6c-d798-da31-8dc8-794f0a64c0c4, XBTUSD, Sell, 9169.5, 319000
10-05-20,00:17:11,51b9e98b-7f4c-d7bd-96d4-1b1ce2872a22, XBTUSD, Sell, 9161, 15035
10-05-20,00:17:17,aebbf767-a04c-5ded-8ce5-cae5cb18bf65, XBTUSD, Sell, 9148.5, 1608427
10-05-20,00:17:23,466e659f-149d-c16b-89ac-131cf48b9470, XBTUSD, Sell, 9129.5, 10000000
