06-05-20,00:00:01,orderID, symbol, side, price, leavesQty
06-05-20,00:11:33,29d76e1b-eb83-2a94-88b6-b374bb5effe0, XBTUSD, Sell, 8989, 7800
06-05-20,00:11:39,a5aca072-264a-7b3b-4bbf-1cd6cd5d09b3, XBTUSD, Sell, 8986.5, 1000
06-05-20,00:29:40,dab3f477-a50b-67f8-f6f2-e9151234b198, XBTUSD, Sell, 8978.5, 1000
06-05-20,00:30:07,3136806d-af90-8f52-921f-6c8a5df1deb4, XBTUSD, Sell, 8976.5, 25
06-05-20,00:30:19,31ab519c-5a18-8b05-2567-31ce40603925, XBTUSD, Sell, 8972, 2
06-05-20,00:30:42,641b20d7-2aea-cba2-a5b0-9d6ee0913a0a, XBTUSD, Sell, 8968, 7000
06-05-20,00:47:25,44e4944c-1b28-d223-2229-55fca4311163, XBTUSD, Sell, 8961, 1026
06-05-20,00:47:31,a174776a-f09f-acb8-08bb-9aba6dce5691, XBTUSD, Sell, 8957.5, 915
06-05-20,00:48:07,df578d78-dc95-d727-e214-308bc97b292d, XBTUSD, Sell, 8941.5, 133627
06-05-20,00:48:34,a6836dff-5ac1-7874-482c-4ed59bbbb19e, XBTUSD, Sell, 8933.5, 514721
06-05-20,00:48:41,2f2683bf-f9f5-2db2-4cfe-7dd04e83c737, XBTUSD, Sell, 8927, 323900
