28-04-20,00:00:02,account, currency, amount, realisedPnl, unrealisedPnl, indicativeTax, unrealisedProfit, walletBalance, marginBalance, marginLeverage, marginUsedPcnt, availableMargin, withdrawableMargin
28-04-20,15:29:05,1350858, XBt, 6770211, 0, 0, 0, 0, 6770211, 6770211, 0, 0.2812, 4866707, 4866707
28-04-20,15:40:42,1350858, XBt, 6770211, 365, 452, 0, 0, 6770576, 6771028, 0.21611932486470298, 0.281, 4868168, 4868168
28-04-20,15:40:46,1350858, XBt, 6770211, 365, -226, 0, 0, 6770576, 6770350, 0.21624111013463115, 0.281, 4867941, 4867941
28-04-20,15:40:51,1350858, XBt, 6770211, 365, -339, 0, 0, 6770576, 6770237, 0.21626141005108093, 0.281, 4867827, 4867827
28-04-20,15:40:56,1350858, XBt, 6770211, 365, -339, 0, 0, 6770576, 6770237, 0.21626141005108093, 0.281, 4867828, 4867828
28-04-20,15:41:01,1350858, XBt, 6770211, 365, -226, 0, 0, 6770576, 6770350, 0.21624111013463115, 0.281, 4867941, 4867941
28-04-20,15:41:06,1350858, XBt, 6770211, 365, -339, 0, 0, 6770576, 6770237, 0.21626141005108093, 0.281, 4867827, 4867827
28-04-20,15:41:16,1350858, XBt, 6770211, 365, -339, 0, 0, 6770576, 6770237, 0.21626141005108093, 0.281, 4867828, 4867828
28-04-20,15:41:36,1350858, XBt, 6770211, 365, -565, 0, 0, 6770576, 6770011, 0.21630201191696735, 0.281, 4867601, 4867601
28-04-20,15:41:41,1350858, XBt, 6770211, 365, -565, 0, 0, 6770576, 6770011, 0.21630201191696735, 0.281, 4867602, 4867602
28-04-20,15:41:46,1350858, XBt, 6770211, 365, -339, 0, 0, 6770576, 6770237, 0.21626141005108093, 0.281, 4867828, 4867828
28-04-20,15:42:01,1350858, XBt, 6770211, 365, -452, 0, 0, 6770576, 6770124, 0.21628171064518167, 0.281, 4867714, 4867714
28-04-20,15:42:06,1350858, XBt, 6770211, 365, -452, 0, 0, 6770576, 6770124, 0.21628171064518167, 0.281, 4867715, 4867715
28-04-20,15:42:11,1350858, XBt, 6770211, 365, -678, 0, 0, 6770576, 6769898, 0.21632231386647185, 0.281, 4867488, 4867488
28-04-20,15:42:16,1350858, XBt, 6770211, 365, -565, 0, 0, 6770576, 6770011, 0.21630201191696735, 0.281, 4867602, 4867602
