26-04-20,00:00:02,account, currency, amount, realisedPnl, unrealisedPnl, indicativeTax, unrealisedProfit, walletBalance, marginBalance, marginLeverage, marginUsedPcnt, availableMargin, withdrawableMargin
26-04-20,11:01:02,1350858, XBt, 6724993, 0, 0, 0, 0, 6724993, 6724993, 0, 0.2808, 4836600, 4836600
26-04-20,11:02:18,1350858, XBt, 6724993, 362, 1221, 0, 0, 6725355, 6726576, 0.21566083546814901, 0.2808, 4838051, 4838051
26-04-20,11:02:21,1350858, XBt, 6724993, 362, -111, 0, 0, 6725355, 6725244, 0.21590160892303684, 0.2806, 4837939, 4837939
26-04-20,11:02:26,1350858, XBt, 6724993, 362, -1887, 0, 0, 6725355, 6723468, 0.21622278859659924, 0.2807, 4836162, 4836162
26-04-20,11:02:29,1350858, XBt, 6724993, 1089, -111, 0, 0, 6726082, 6725971, 0.6484269706188147, 0.2805, 4839071, 4839071
26-04-20,11:02:32,1350858, XBt, 6724993, 1089, -3108, 0, 0, 6726082, 6722974, 0.6491618143994012, 0.2804, 4837849, 4837849
26-04-20,11:02:37,1350858, XBt, 6724993, 1089, -5439, 0, 0, 6726082, 6720643, 0.6497338126723886, 0.2805, 4835517, 4835517
26-04-20,11:02:41,1350858, XBt, 6724993, 1089, -4773, 0, 0, 6726082, 6721309, 0.6495703441100535, 0.2805, 4836183, 4836183
26-04-20,11:02:46,1350858, XBt, 6724993, 1089, -6105, 0, 0, 6726082, 6719977, 0.6498973136366389, 0.2805, 4834850, 4834850
26-04-20,11:02:51,1350858, XBt, 6724993, 1089, -5439, 0, 0, 6726082, 6720643, 0.6497338126723886, 0.2805, 4835516, 4835516
26-04-20,11:02:56,1350858, XBt, 6724993, 1089, -4773, 0, 0, 6726082, 6721309, 0.6495703441100535, 0.2805, 4836183, 4836183
26-04-20,11:03:01,1350858, XBt, 6724993, 1089, -111, 0, 0, 6726082, 6725971, 0.6484269706188147, 0.2803, 4840848, 4840848
26-04-20,11:03:04,1350858, XBt, 6724993, 3732, 0, 0, 0, 6728725, 6728725, 0, 0.2732, 4890519, 4890519
26-04-20,11:03:07,1350858, XBt, 6724993, 3732, 0, 0, 0, 6728725, 6728725, 0, 0.2029, 5363776, 5363776
26-04-20,11:07:43,1350858, XBt, 6724993, 3993, 640, 0, 0, 6728986, 6729626, 0.155384563718697, 0.2027, 5365345, 5365345
26-04-20,11:07:46,1350858, XBt, 6724993, 3993, 400, 0, 0, 6728986, 6729386, 0.15535444095494003, 0.2027, 5365345, 5365345
26-04-20,11:07:47,1350858, XBt, 6724993, 3993, 400, 0, 0, 6728986, 6729386, 0.15535444095494003, 0.1873, 5469117, 5469117
26-04-20,11:07:56,1350858, XBt, 6724993, 3993, 160, 0, 0, 6728986, 6729146, 0.15532431604248148, 0.1872, 5469117, 5469117
26-04-20,11:08:01,1350858, XBt, 6724993, 3993, -160, 0, 0, 6728986, 6728826, 0.15528414614971467, 0.1872, 5468956, 5468956
26-04-20,11:08:06,1350858, XBt, 6724993, 3993, -320, 0, 0, 6728986, 6728666, 0.15526405977053995, 0.1872, 5468796, 5468796
26-04-20,11:08:11,1350858, XBt, 6724993, 3993, -880, 0, 0, 6728986, 6728106, 0.15519374992011126, 0.1873, 5468236, 5468236
26-04-20,11:08:16,1350858, XBt, 6724993, 3993, -800, 0, 0, 6728986, 6728186, 0.15520379490103275, 0.1873, 5468316, 5468316
26-04-20,11:08:26,1350858, XBt, 6724993, 3993, -880, 0, 0, 6728986, 6728106, 0.15519374992011126, 0.1873, 5468235, 5468235
26-04-20,11:08:31,1350858, XBt, 6724993, 3993, -640, 0, 0, 6728986, 6728346, 0.15522388414626714, 0.1872, 5468476, 5468476
26-04-20,11:08:46,1350858, XBt, 6724993, 3993, -560, 0, 0, 6728986, 6728426, 0.15523392841059708, 0.1872, 5468556, 5468556
