27-04-20,00:00:03,account, currency, amount, realisedPnl, unrealisedPnl, indicativeTax, unrealisedProfit, walletBalance, marginBalance, marginLeverage, marginUsedPcnt, availableMargin, withdrawableMargin
27-04-20,00:12:03,1350858, XBt, 6734295, 8837, 0, 0, 0, 6743132, 6743132, 0, 0.2794, 4858907, 4858907
27-04-20,00:14:12,1350858, XBt, 6734295, 9199, 784, 0, 0, 6743494, 6744278, 0.21472424475978008, 0.2793, 4860356, 4860356
27-04-20,00:14:16,1350858, XBt, 6734295, 9199, -112, 0, 0, 6743494, 6743382, 0.21488564640116783, 0.2793, 4860243, 4860243
27-04-20,00:14:21,1350858, XBt, 6734295, 9199, 112, 0, 0, 6743494, 6743606, 0.21484529196990454, 0.2793, 4860356, 4860356
27-04-20,00:14:31,1350858, XBt, 6734295, 9199, 0, 0, 0, 6743494, 6743494, 0.21486546885042088, 0.2793, 4860356, 4860356
27-04-20,00:14:41,1350858, XBt, 6734295, 9199, -448, 0, 0, 6743494, 6743046, 0.21494618307512658, 0.2793, 4859907, 4859907
27-04-20,00:14:46,1350858, XBt, 6734295, 9199, -448, 0, 0, 6743494, 6743046, 0.21494618307512658, 0.2793, 4859908, 4859908
27-04-20,00:14:56,1350858, XBt, 6734295, 9199, -112, 0, 0, 6743494, 6743382, 0.21488564640116783, 0.2793, 4860244, 4860244
27-04-20,00:15:00,1350858, XBt, 6734295, 10009, 0, 0, 0, 6744304, 6744304, 0, 0.2769, 4876754, 4876754
27-04-20,00:15:02,1350858, XBt, 6734295, 10009, 0, 0, 0, 6744304, 6744304, 0, 0.2024, 5379564, 5379564
27-04-20,00:16:19,1350858, XBt, 6734295, 10270, 648, 0, 0, 6744565, 6745213, 0.15510199603778266, 0.2022, 5381127, 5381127
27-04-20,00:16:20,1350858, XBt, 6734295, 10270, 648, 0, 0, 6744565, 6745213, 0.15510199603778266, 0.187, 5483670, 5483670
27-04-20,00:16:21,1350858, XBt, 6734295, 10270, 324, 0, 0, 6744565, 6744889, 0.15506141020259934, 0.187, 5483670, 5483670
27-04-20,00:16:41,1350858, XBt, 6734295, 10270, 162, 0, 0, 6744565, 6744727, 0.15504111582277533, 0.187, 5483670, 5483670
27-04-20,00:16:46,1350858, XBt, 6734295, 10270, -648, 0, 0, 6744565, 6743917, 0.15493962929852192, 0.187, 5483021, 5483021
27-04-20,00:16:51,1350858, XBt, 6734295, 10270, -243, 0, 0, 6744565, 6744322, 0.15499037560780757, 0.187, 5483427, 5483427
27-04-20,00:16:56,1350858, XBt, 6734295, 10270, -405, 0, 0, 6744565, 6744160, 0.15497007781547295, 0.187, 5483264, 5483264
27-04-20,00:17:01,1350858, XBt, 6734295, 10270, -486, 0, 0, 6744565, 6744079, 0.1549599285536246, 0.187, 5483183, 5483183
27-04-20,00:17:07,1350858, XBt, 6734295, 10270, -243, 0, 0, 6744565, 6744322, 0.15499037560780757, 0.187, 5483427, 5483427
27-04-20,00:17:12,1350858, XBt, 6734295, 10270, 324, 0, 0, 6744565, 6744889, 0.15506141020259934, 0.187, 5483670, 5483670
27-04-20,00:17:17,1350858, XBt, 6734295, 10270, 405, 0, 0, 6744565, 6744970, 0.1550715570269401, 0.187, 5483670, 5483670
27-04-20,00:17:22,1350858, XBt, 6734295, 10270, 324, 0, 0, 6744565, 6744889, 0.15506141020259934, 0.187, 5483670, 5483670
27-04-20,00:17:32,1350858, XBt, 6734295, 10270, 81, 0, 0, 6744565, 6744646, 0.15503096826727453, 0.187, 5483670, 5483670
27-04-20,00:17:42,1350858, XBt, 6734295, 10270, -81, 0, 0, 6744565, 6744484, 0.15501067242505134, 0.187, 5483588, 5483588
27-04-20,00:17:47,1350858, XBt, 6734295, 10270, 0, 0, 0, 6744565, 6744565, 0.1550208204680361, 0.1869, 5483670, 5483670
27-04-20,00:17:57,1350858, XBt, 6734295, 10270, 162, 0, 0, 6744565, 6744727, 0.15504111582277533, 0.187, 5483670, 5483670
27-04-20,00:18:02,1350858, XBt, 6734295, 10270, 81, 0, 0, 6744565, 6744646, 0.15503096826727453, 0.187, 5483670, 5483670
27-04-20,00:18:07,1350858, XBt, 6734295, 10270, 162, 0, 0, 6744565, 6744727, 0.15504111582277533, 0.187, 5483670, 5483670
27-04-20,00:18:12,1350858, XBt, 6734295, 10270, 243, 0, 0, 6744565, 6744808, 0.15505126313454734, 0.187, 5483670, 5483670
27-04-20,00:18:16,1350858, XBt, 6734295, 10270, 324, 0, 0, 6744565, 6744889, 0.15506141020259934, 0.187, 5483670, 5483670
