14-05-20,00:00:01,account, currency, amount, realisedPnl, unrealisedPnl, indicativeTax, unrealisedProfit, walletBalance, marginBalance, marginLeverage, marginUsedPcnt, availableMargin, withdrawableMargin
14-05-20,03:37:56,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0.1383, 2376651, 2376651
14-05-20,03:39:03,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,03:40:29,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0.82, 496594, 496594
14-05-20,03:40:58,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,03:43:15,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0.1762, 2272135, 2272135
14-05-20,03:43:45,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,03:44:49,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0.5727, 1178695, 1178695
14-05-20,03:45:30,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,03:45:34,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0.9245, 208219, 208219
14-05-20,03:45:59,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,03:52:33,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0.9242, 209087, 209087
14-05-20,03:53:22,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,04:25:16,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,04:25:17,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0, 2758156, 2758156
14-05-20,20:42:08,1350858, XBt, 2758156, 0, 0, 0, 0, 2758156, 2758156, 0, 0.0609, 2590125, 2590125
14-05-20,20:47:20,1350858, XBt, 2758156, 208, 1840, 0, 0, 2758364, 2760204, 0.30122411242067615, 0.0613, 2590958, 2590958
14-05-20,20:47:21,1350858, XBt, 2758156, 208, 1040, 0, 0, 2758364, 2759404, 0.30160136029374457, 0.061, 2590958, 2590958
14-05-20,20:47:26,1350858, XBt, 2758156, 208, 720, 0, 0, 2758364, 2759084, 0.30175232069773883, 0.0609, 2590958, 2590958
14-05-20,20:47:31,1350858, XBt, 2758156, 208, 560, 0, 0, 2758364, 2758924, 0.3018278140318472, 0.0609, 2590958, 2590958
14-05-20,20:47:36,1350858, XBt, 2758156, 208, 720, 0, 0, 2758364, 2759084, 0.30175232069773883, 0.0609, 2590958, 2590958
14-05-20,20:47:37,1350858, XBt, 2758156, 1296, 0, 0, 0, 2759452, 2759452, 0, 0, 2759452, 2759452
14-05-20,21:14:39,1350858, XBt, 2758156, 1296, 0, 0, 0, 2759452, 2759452, 0, 0.0756, 2550703, 2550703
14-05-20,21:15:47,1350858, XBt, 2758156, 1296, 0, 0, 0, 2759452, 2759452, 0, 0.0758, 2550280, 2550280
14-05-20,21:16:20,1350858, XBt, 2758156, 1554, 300, 0, 0, 2759710, 2760010, 0.37517980007318813, 0.0755, 2551738, 2551738
14-05-20,21:16:21,1350858, XBt, 2758156, 1554, -200, 0, 0, 2759710, 2759510, 0.37506658790872294, 0.0753, 2551738, 2551738
14-05-20,21:16:26,1350858, XBt, 2758156, 1554, -400, 0, 0, 2759710, 2759310, 0.37502129155477276, 0.0752, 2551738, 2551738
14-05-20,21:16:31,1350858, XBt, 2758156, 1554, -700, 0, 0, 2759710, 2759010, 0.37495333471063896, 0.0751, 2551738, 2551738
14-05-20,21:16:36,1350858, XBt, 2758156, 1554, -900, 0, 0, 2759710, 2758810, 0.3749080219369946, 0.0751, 2551738, 2551738
14-05-20,21:16:46,1350858, XBt, 2758156, 1554, -1100, 0, 0, 2759710, 2758610, 0.37486270259297255, 0.075, 2551738, 2551738
14-05-20,21:16:56,1350858, XBt, 2758156, 1554, -900, 0, 0, 2759710, 2758810, 0.3749080219369946, 0.0751, 2551738, 2551738
14-05-20,21:17:01,1350858, XBt, 2758156, 1554, -1200, 0, 0, 2759710, 2758510, 0.37484004045662334, 0.075, 2551738, 2551738
14-05-20,21:17:11,1350858, XBt, 2758156, 1554, -1100, 0, 0, 2759710, 2758610, 0.37486270259297255, 0.075, 2551738, 2551738
14-05-20,21:17:26,1350858, XBt, 2758156, 1554, -1200, 0, 0, 2759710, 2758510, 0.37484004045662334, 0.075, 2551738, 2551738
14-05-20,21:17:28,1350858, XBt, 2758156, 1554, -1200, 0, 0, 2759710, 2758510, 0.37484004045662334, 0.1505, 2343413, 2343413
14-05-20,21:17:36,1350858, XBt, 2758156, 1554, -1300, 0, 0, 2759710, 2758410, 0.3748173766771437, 0.1504, 2343413, 2343413
14-05-20,21:17:41,1350858, XBt, 2758156, 1554, -1000, 0, 0, 2759710, 2758710, 0.3748853630863701, 0.1505, 2343413, 2343413
14-05-20,21:17:46,1350858, XBt, 2758156, 1554, -1100, 0, 0, 2759710, 2758610, 0.37486270259297255, 0.1505, 2343413, 2343413
14-05-20,21:17:51,1350858, XBt, 2758156, 1554, -900, 0, 0, 2759710, 2758810, 0.3749080219369946, 0.1506, 2343413, 2343413
14-05-20,21:18:11,1350858, XBt, 2758156, 1554, -800, 0, 0, 2759710, 2758910, 0.37493067914502465, 0.1506, 2343413, 2343413
14-05-20,21:18:16,1350858, XBt, 2758156, 1554, -900, 0, 0, 2759710, 2758810, 0.3749080219369946, 0.1506, 2343413, 2343413
14-05-20,21:18:21,1350858, XBt, 2758156, 1554, -800, 0, 0, 2759710, 2758910, 0.37493067914502465, 0.1506, 2343413, 2343413
14-05-20,21:18:31,1350858, XBt, 2758156, 1554, -600, 0, 0, 2759710, 2759110, 0.37497598863401604, 0.1507, 2343413, 2343413
14-05-20,21:18:36,1350858, XBt, 2758156, 1554, -100, 0, 0, 2759710, 2759610, 0.37508923362359176, 0.1508, 2343413, 2343413
14-05-20,21:18:41,1350858, XBt, 2758156, 1554, 0, 0, 0, 2759710, 2759710, 0.37511187769729426, 0.1508, 2343413, 2343413
14-05-20,21:18:46,1350858, XBt, 2758156, 1554, -100, 0, 0, 2759710, 2759610, 0.37508923362359176, 0.1508, 2343413, 2343413
14-05-20,21:18:51,1350858, XBt, 2758156, 1554, 500, 0, 0, 2759710, 2760210, 0.37522507345455597, 0.151, 2343413, 2343413
14-05-20,21:18:56,1350858, XBt, 2758156, 1554, 700, 0, 0, 2759710, 2760410, 0.3752703402755388, 0.1511, 2343413, 2343413
14-05-20,21:19:06,1350858, XBt, 2758156, 1554, 800, 0, 0, 2759710, 2760510, 0.3752929712263314, 0.1511, 2343413, 2343413
14-05-20,21:19:11,1350858, XBt, 2758156, 1554, 900, 0, 0, 2759710, 2760610, 0.37531560053756235, 0.1511, 2343413, 2343413
14-05-20,21:19:13,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0.0755, 2552744, 2552744
14-05-20,21:20:26,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0.0043, 2749180, 2749180
14-05-20,21:20:31,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0.0755, 2552744, 2552744
14-05-20,21:21:47,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0, 2761069, 2761069
14-05-20,21:22:33,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0.2129, 2173334, 2173334
14-05-20,21:23:07,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0.1747, 2278848, 2278848
14-05-20,21:23:14,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0, 2761069, 2761069
14-05-20,21:23:15,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0.1703, 2290875, 2290875
14-05-20,21:27:50,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0, 2761069, 2761069
14-05-20,21:27:57,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0.2124, 2174532, 2174532
14-05-20,21:28:12,1350858, XBt, 2758156, 2913, 0, 0, 0, 2761069, 2761069, 0, 0, 2761069, 2761069
