19-04-20,00:00:00,account, currency, amount, realisedPnl, unrealisedPnl, indicativeTax, unrealisedProfit, walletBalance, marginBalance, marginLeverage, marginUsedPcnt, availableMargin, withdrawableMargin
19-04-20,06:11:03,1350858, XBt, 6655878, 14137, 0, 0, 0, 6670015, 6670015, 0, 0.2799, 4802948, 4802948
19-04-20,06:11:03,1350858, XBt, 6655878, 14137, 0, 0, 0, 6670015, 6670015, 0, 0.2799, 4802948, 4802948
19-04-20,06:22:49,1350858, XBt, 6655878, 14493, 306, 0, 0, 6670371, 6670677, 0.2136736646070556, 0.2797, 4805140, 4805140
19-04-20,06:22:49,1350858, XBt, 6655878, 14493, 306, 0, 0, 6670371, 6670677, 0.2136736646070556, 0.2797, 4805140, 4805140
19-04-20,06:22:51,1350858, XBt, 6655878, 14493, -1020, 0, 0, 6670371, 6669351, 0.2135173272481835, 0.2797, 4804119, 4804119
19-04-20,06:22:52,1350858, XBt, 6655878, 14493, -1020, 0, 0, 6670371, 6669351, 0.2135173272481835, 0.2797, 4804119, 4804119
19-04-20,06:22:55,1350858, XBt, 6655878, 14493, -1020, 0, 0, 6670371, 6669351, 0.2135173272481835, 0.257, 4955563, 4955563
19-04-20,06:22:56,1350858, XBt, 6655878, 14493, -1020, 0, 0, 6670371, 6669351, 0.2135173272481835, 0.257, 4955563, 4955563
19-04-20,06:22:56,1350858, XBt, 6655878, 14493, -1734, 0, 0, 6670371, 6668637, 0.21343311984143087, 0.257, 4954848, 4954848
19-04-20,06:22:57,1350858, XBt, 6655878, 14493, -1734, 0, 0, 6670371, 6668637, 0.21343311984143087, 0.257, 4954848, 4954848
19-04-20,06:23:01,1350858, XBt, 6655878, 14493, -1530, 0, 0, 6670371, 6668841, 0.21345718094043628, 0.257, 4955053, 4955053
19-04-20,06:23:02,1350858, XBt, 6655878, 14493, -1530, 0, 0, 6670371, 6668841, 0.21345718094043628, 0.257, 4955053, 4955053
19-04-20,06:23:06,1350858, XBt, 6655878, 14493, -1734, 0, 0, 6670371, 6668637, 0.21343311984143087, 0.257, 4954848, 4954848
19-04-20,06:23:07,1350858, XBt, 6655878, 14493, -1734, 0, 0, 6670371, 6668637, 0.21343311984143087, 0.257, 4954848, 4954848
19-04-20,06:23:11,1350858, XBt, 6655878, 14493, -2142, 0, 0, 6670371, 6668229, 0.2133849932268373, 0.257, 4954440, 4954440
19-04-20,06:23:12,1350858, XBt, 6655878, 14493, -2142, 0, 0, 6670371, 6668229, 0.2133849932268373, 0.257, 4954440, 4954440
19-04-20,06:23:21,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954133, 4954133
19-04-20,06:23:22,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954133, 4954133
19-04-20,06:23:26,1350858, XBt, 6655878, 14493, -2652, 0, 0, 6670371, 6667719, 0.21332482667610916, 0.257, 4953929, 4953929
19-04-20,06:23:27,1350858, XBt, 6655878, 14493, -2652, 0, 0, 6670371, 6667719, 0.21332482667610916, 0.257, 4953929, 4953929
19-04-20,06:23:32,1350858, XBt, 6655878, 14493, -2856, 0, 0, 6670371, 6667515, 0.21330075747861085, 0.257, 4953725, 4953725
19-04-20,06:23:32,1350858, XBt, 6655878, 14493, -2856, 0, 0, 6670371, 6667515, 0.21330075747861085, 0.257, 4953725, 4953725
19-04-20,06:23:37,1350858, XBt, 6655878, 14493, -3366, 0, 0, 6670371, 6667005, 0.21324057804066443, 0.2571, 4953215, 4953215
19-04-20,06:23:37,1350858, XBt, 6655878, 14493, -3366, 0, 0, 6670371, 6667005, 0.21324057804066443, 0.2571, 4953216, 4953216
19-04-20,06:23:38,1350858, XBt, 6655878, 14493, -3366, 0, 0, 6670371, 6667005, 0.21324057804066443, 0.2571, 4953216, 4953216
19-04-20,06:23:42,1350858, XBt, 6655878, 14493, -4488, 0, 0, 6670371, 6665883, 0.21310815086313395, 0.2571, 4952093, 4952093
19-04-20,06:23:42,1350858, XBt, 6655878, 14493, -4488, 0, 0, 6670371, 6665883, 0.21310815086313395, 0.2571, 4952093, 4952093
19-04-20,06:23:46,1350858, XBt, 6655878, 14493, -3876, 0, 0, 6670371, 6666495, 0.21318038939502693, 0.2571, 4952705, 4952705
19-04-20,06:23:47,1350858, XBt, 6655878, 14493, -3876, 0, 0, 6670371, 6666495, 0.21318038939502693, 0.2571, 4952705, 4952705
19-04-20,06:23:52,1350858, XBt, 6655878, 14493, -3774, 0, 0, 6670371, 6666597, 0.21319242786087114, 0.2571, 4952807, 4952807
19-04-20,06:23:52,1350858, XBt, 6655878, 14493, -3774, 0, 0, 6670371, 6666597, 0.21319242786087114, 0.2571, 4952807, 4952807
19-04-20,06:23:56,1350858, XBt, 6655878, 14493, -3672, 0, 0, 6670371, 6666699, 0.2132044659583401, 0.2571, 4952909, 4952909
19-04-20,06:23:57,1350858, XBt, 6655878, 14493, -3672, 0, 0, 6670371, 6666699, 0.2132044659583401, 0.2571, 4952909, 4952909
19-04-20,06:24:02,1350858, XBt, 6655878, 14493, -3570, 0, 0, 6670371, 6666801, 0.2132165036874507, 0.2571, 4953011, 4953011
19-04-20,06:24:02,1350858, XBt, 6655878, 14493, -3570, 0, 0, 6670371, 6666801, 0.2132165036874507, 0.2571, 4953011, 4953011
19-04-20,06:24:07,1350858, XBt, 6655878, 14493, -3876, 0, 0, 6670371, 6666495, 0.21318038939502693, 0.2571, 4952704, 4952704
19-04-20,06:24:07,1350858, XBt, 6655878, 14493, -3876, 0, 0, 6670371, 6666495, 0.21318038939502693, 0.2571, 4952704, 4952704
19-04-20,06:24:12,1350858, XBt, 6655878, 14493, -3570, 0, 0, 6670371, 6666801, 0.2132165036874507, 0.2571, 4953011, 4953011
19-04-20,06:24:12,1350858, XBt, 6655878, 14493, -3570, 0, 0, 6670371, 6666801, 0.2132165036874507, 0.2571, 4953011, 4953011
19-04-20,06:24:16,1350858, XBt, 6655878, 14493, -3264, 0, 0, 6670371, 6667107, 0.2132526146648014, 0.2571, 4953317, 4953317
19-04-20,06:24:17,1350858, XBt, 6655878, 14493, -3264, 0, 0, 6670371, 6667107, 0.2132526146648014, 0.2571, 4953317, 4953317
19-04-20,06:24:21,1350858, XBt, 6655878, 14493, -3060, 0, 0, 6670371, 6667311, 0.21327668680821998, 0.257, 4953522, 4953522
19-04-20,06:24:22,1350858, XBt, 6655878, 14493, -3060, 0, 0, 6670371, 6667311, 0.21327668680821998, 0.257, 4953522, 4953522
19-04-20,06:24:37,1350858, XBt, 6655878, 14493, -2856, 0, 0, 6670371, 6667515, 0.21330075747861085, 0.257, 4953726, 4953726
19-04-20,06:24:37,1350858, XBt, 6655878, 14493, -2856, 0, 0, 6670371, 6667515, 0.21330075747861085, 0.257, 4953726, 4953726
19-04-20,06:24:41,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954134, 4954134
19-04-20,06:24:42,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954134, 4954134
19-04-20,06:24:46,1350858, XBt, 6655878, 14493, -2346, 0, 0, 6670371, 6668025, 0.2133609277109789, 0.257, 4954236, 4954236
19-04-20,06:24:47,1350858, XBt, 6655878, 14493, -2346, 0, 0, 6670371, 6668025, 0.2133609277109789, 0.257, 4954236, 4954236
19-04-20,06:24:51,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954133, 4954133
19-04-20,06:24:52,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954133, 4954133
19-04-20,06:24:57,1350858, XBt, 6655878, 14493, -2346, 0, 0, 6670371, 6668025, 0.2133609277109789, 0.257, 4954236, 4954236
19-04-20,06:24:57,1350858, XBt, 6655878, 14493, -2346, 0, 0, 6670371, 6668025, 0.2133609277109789, 0.257, 4954236, 4954236
19-04-20,06:25:01,1350858, XBt, 6655878, 14493, -2142, 0, 0, 6670371, 6668229, 0.2133849932268373, 0.257, 4954440, 4954440
19-04-20,06:25:02,1350858, XBt, 6655878, 14493, -2142, 0, 0, 6670371, 6668229, 0.2133849932268373, 0.257, 4954440, 4954440
19-04-20,06:25:06,1350858, XBt, 6655878, 14493, -2244, 0, 0, 6670371, 6668127, 0.21337296065296896, 0.257, 4954337, 4954337
19-04-20,06:25:07,1350858, XBt, 6655878, 14493, -2244, 0, 0, 6670371, 6668127, 0.21337296065296896, 0.257, 4954337, 4954337
19-04-20,06:25:12,1350858, XBt, 6655878, 14493, -2346, 0, 0, 6670371, 6668025, 0.2133609277109789, 0.257, 4954235, 4954235
19-04-20,06:25:12,1350858, XBt, 6655878, 14493, -2346, 0, 0, 6670371, 6668025, 0.2133609277109789, 0.257, 4954235, 4954235
19-04-20,06:25:16,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954031, 4954031
19-04-20,06:25:17,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954031, 4954031
19-04-20,06:25:21,1350858, XBt, 6655878, 14493, -2856, 0, 0, 6670371, 6667515, 0.21330075747861085, 0.257, 4953725, 4953725
19-04-20,06:25:22,1350858, XBt, 6655878, 14493, -2856, 0, 0, 6670371, 6667515, 0.21330075747861085, 0.257, 4953725, 4953725
19-04-20,06:25:31,1350858, XBt, 6655878, 14493, -3162, 0, 0, 6670371, 6667209, 0.2132646509206476, 0.257, 4953419, 4953419
19-04-20,06:25:32,1350858, XBt, 6655878, 14493, -3162, 0, 0, 6670371, 6667209, 0.2132646509206476, 0.257, 4953419, 4953419
19-04-20,06:25:36,1350858, XBt, 6655878, 14493, -3060, 0, 0, 6670371, 6667311, 0.21327668680821998, 0.257, 4953522, 4953522
19-04-20,06:25:37,1350858, XBt, 6655878, 14493, -3060, 0, 0, 6670371, 6667311, 0.21327668680821998, 0.257, 4953522, 4953522
19-04-20,06:25:51,1350858, XBt, 6655878, 14493, -3264, 0, 0, 6670371, 6667107, 0.2132526146648014, 0.2571, 4953317, 4953317
19-04-20,06:25:52,1350858, XBt, 6655878, 14493, -3264, 0, 0, 6670371, 6667107, 0.2132526146648014, 0.2571, 4953317, 4953317
19-04-20,06:25:56,1350858, XBt, 6655878, 14493, -3570, 0, 0, 6670371, 6666801, 0.2132165036874507, 0.2571, 4953011, 4953011
19-04-20,06:25:56,1350858, XBt, 6655878, 14493, -3570, 0, 0, 6670371, 6666801, 0.2132165036874507, 0.2571, 4953011, 4953011
19-04-20,06:26:06,1350858, XBt, 6655878, 14493, -3162, 0, 0, 6670371, 6667209, 0.2132646509206476, 0.257, 4953419, 4953419
19-04-20,06:26:06,1350858, XBt, 6655878, 14493, -3162, 0, 0, 6670371, 6667209, 0.2132646509206476, 0.257, 4953419, 4953419
19-04-20,06:26:16,1350858, XBt, 6655878, 14493, -3468, 0, 0, 6670371, 6666903, 0.21322854104821984, 0.2571, 4953113, 4953113
19-04-20,06:26:16,1350858, XBt, 6655878, 14493, -3468, 0, 0, 6670371, 6666903, 0.21322854104821984, 0.2571, 4953113, 4953113
19-04-20,06:26:26,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954031, 4954031
19-04-20,06:26:27,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954031, 4954031
19-04-20,06:26:31,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954032, 4954032
19-04-20,06:26:31,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954032, 4954032
19-04-20,06:26:36,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954134, 4954134
19-04-20,06:26:36,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954134, 4954134
19-04-20,06:26:41,1350858, XBt, 6655878, 14493, -2754, 0, 0, 6670371, 6667617, 0.21331279226146313, 0.257, 4953827, 4953827
19-04-20,06:26:41,1350858, XBt, 6655878, 14493, -2754, 0, 0, 6670371, 6667617, 0.21331279226146313, 0.257, 4953827, 4953827
19-04-20,06:26:46,1350858, XBt, 6655878, 14493, -2652, 0, 0, 6670371, 6667719, 0.21332482667610916, 0.257, 4953930, 4953930
19-04-20,06:26:46,1350858, XBt, 6655878, 14493, -2652, 0, 0, 6670371, 6667719, 0.21332482667610916, 0.257, 4953930, 4953930
19-04-20,06:26:56,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954032, 4954032
19-04-20,06:26:57,1350858, XBt, 6655878, 14493, -2550, 0, 0, 6670371, 6667821, 0.21333686072256589, 0.257, 4954032, 4954032
19-04-20,06:27:06,1350858, XBt, 6655878, 14493, -2448, 0, 0, 6670371, 6667923, 0.21334889440085017, 0.257, 4954134, 4954134
