19-05-20,00:00:01,status, connected, market, lastPrice, markPrice, balance, realisedPnl, unrealisedPnl, position, contractNum, contractCost, openOrders
19-05-20,00:00:43,Running, True, Open, 9736, 9737, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:44,Running, True, Open, 9736, 9737, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:45,Running, True, Open, 9736.5, 9737, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:46,Running, True, Open, 9736, 9735.53, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:47,Running, True, Open, 9736.5, 9735.53, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:48,Running, True, Open, 9736, 9735.53, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:49,Running, True, Open, 9736, 9735.53, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:50,Running, True, Open, 9736, 9735.53, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:51,Running, True, Open, 9736.5, 9733.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:52,Running, True, Open, 9736.5, 9733.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:53,Running, True, Open, 9736, 9733.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:54,Running, True, Open, 9736, 9733.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:55,Running, True, Open, 9736, 9733.99, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:56,Running, True, Open, 9736, 9733.99, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:57,Running, True, Open, 9736.5, 9733.99, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:58,Running, True, Open, 9736, 9733.99, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:00:59,Running, True, Open, 9736.5, 9733.99, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:00,Running, True, Open, 9736, 9733.99, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:01,Running, True, Open, 9736, 9735.02, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:02,Running, True, Open, 9735, 9735.02, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:03,Running, True, Open, 9731, 9735.02, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:04,Running, True, Open, 9730, 9735.02, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:05,Running, True, Open, 9727, 9735.02, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:06,Running, True, Open, 9727.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:07,Running, True, Open, 9727, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:08,Running, True, Open, 9726.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:09,Running, True, Open, 9726, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:10,Running, True, Open, 9725.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:11,Running, True, Open, 9725.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:12,Running, True, Open, 9720.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:13,Running, True, Open, 9720, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:14,Running, True, Open, 9720.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:15,Running, True, Open, 9720, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:16,Running, True, Open, 9720, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:17,Running, True, Open, 9720, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:18,Running, True, Open, 9720, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:19,Running, True, Open, 9720.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:20,Running, True, Open, 9720.5, 9726.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:21,Running, True, Open, 9720, 9720.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:22,Running, True, Open, 9720.5, 9720.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:23,Running, True, Open, 9720, 9720.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:24,Running, True, Open, 9720, 9720.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:25,Running, True, Open, 9720, 9720.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:26,Running, True, Open, 9720, 9719.61, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:27,Running, True, Open, 9720, 9719.61, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:28,Running, True, Open, 9720, 9719.61, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:29,Running, True, Open, 9720, 9719.61, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:30,Running, True, Open, 9718.5, 9719.61, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:31,Running, True, Open, 9718.5, 9719.48, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:32,Running, True, Open, 9715, 9719.48, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:33,Running, True, Open, 9714.5, 9719.48, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:34,Running, True, Open, 9713, 9719.48, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:35,Running, True, Open, 9712.5, 9719.48, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:36,Running, True, Open, 9710, 9714.22, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:37,Running, True, Open, 9707, 9714.22, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:38,Running, True, Open, 9707, 9714.22, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:39,Running, True, Open, 9707, 9714.22, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:40,Running, True, Open, 9707, 9714.22, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:41,Running, True, Open, 9705.5, 9708.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:42,Running, True, Open, 9705, 9708.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:43,Running, True, Open, 9705, 9708.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:44,Running, True, Open, 9705, 9708.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:45,Running, True, Open, 9703, 9708.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:46,Running, True, Open, 9702, 9705.45, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:47,Running, True, Open, 9702, 9705.45, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:48,Running, True, Open, 9702, 9705.45, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:49,Running, True, Open, 9702, 9705.45, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:50,Running, True, Open, 9702, 9705.45, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:51,Running, True, Open, 9702, 9703.7, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:52,Running, True, Open, 9702, 9703.7, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:53,Running, True, Open, 9700.5, 9703.7, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:54,Running, True, Open, 9700.5, 9703.7, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:56,Running, True, Open, 9700, 9703.7, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:57,Running, True, Open, 9700, 9703.7, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:58,Running, True, Open, 9700, 9701.04, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:01:59,Running, True, Open, 9700, 9701.04, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:00,Running, True, Open, 9700.5, 9701.04, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:01,Running, True, Open, 9700.5, 9701.04, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:02,Running, True, Open, 9700, 9698.66, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:03,Running, True, Open, 9700, 9698.66, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:04,Running, True, Open, 9700, 9698.66, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:05,Running, True, Open, 9700, 9698.66, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:06,Running, True, Open, 9700, 9698.66, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:07,Running, True, Open, 9700, 9698.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:08,Running, True, Open, 9700, 9698.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:09,Running, True, Open, 9700.5, 9698.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:10,Running, True, Open, 9700.5, 9698.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:11,Running, True, Open, 9700.5, 9698.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:12,Running, True, Open, 9700.5, 9698.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:13,Running, True, Open, 9701.5, 9698.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:14,Running, True, Open, 9706.5, 9698.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:15,Running, True, Open, 9706.5, 9698.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:16,Running, True, Open, 9707.5, 9708.03, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:17,Running, True, Open, 9707, 9708.03, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:18,Running, True, Open, 9707.5, 9708.03, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:19,Running, True, Open, 9707.5, 9708.03, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:20,Running, True, Open, 9707.5, 9708.03, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:21,Running, True, Open, 9707.5, 9704.98, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:22,Running, True, Open, 9707.5, 9704.98, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:23,Running, True, Open, 9707, 9704.98, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:24,Running, True, Open, 9702.5, 9704.98, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:25,Running, True, Open, 9700.5, 9704.98, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:26,Running, True, Open, 9701, 9703.32, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:27,Running, True, Open, 9698, 9703.32, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:28,Running, True, Open, 9695, 9703.32, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:29,Running, True, Open, 9695, 9703.32, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:30,Running, True, Open, 9693.5, 9703.32, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:31,Running, True, Open, 9690, 9703.32, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:32,Running, True, Open, 9681.5, 9693.01, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:33,Running, True, Open, 9681, 9693.01, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:34,Running, True, Open, 9678, 9693.01, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:35,Running, True, Open, 9677.5, 9693.01, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:36,Running, True, Open, 9680, 9684.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:37,Running, True, Open, 9687, 9684.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:38,Running, True, Open, 9687.5, 9684.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:39,Running, True, Open, 9688, 9684.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:40,Running, True, Open, 9687.5, 9684.97, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:41,Running, True, Open, 9687.5, 9684.39, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:42,Running, True, Open, 9685, 9684.39, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:43,Running, True, Open, 9683, 9684.39, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:44,Running, True, Open, 9683, 9684.39, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:45,Running, True, Open, 9682.5, 9684.39, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:46,Running, True, Open, 9682.5, 9684.39, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:47,Running, True, Open, 9682.5, 9686.11, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:48,Running, True, Open, 9682.5, 9686.11, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:49,Running, True, Open, 9682.5, 9686.11, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:50,Running, True, Open, 9682.5, 9686.11, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:51,Running, True, Open, 9683, 9684.2, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:52,Running, True, Open, 9683, 9684.2, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:53,Running, True, Open, 9683, 9684.2, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:54,Running, True, Open, 9683, 9684.2, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:55,Running, True, Open, 9685, 9684.2, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:56,Running, True, Open, 9685, 9684.2, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:57,Running, True, Open, 9685, 9684.2, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:58,Running, True, Open, 9685, 9684.65, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:02:59,Running, True, Open, 9685, 9684.65, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:00,Running, True, Open, 9685, 9684.65, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:01,Running, True, Open, 9684.5, 9684.65, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:02,Running, True, Open, 9684.5, 9685.25, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:03,Running, True, Open, 9685, 9685.25, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:04,Running, True, Open, 9684.5, 9685.25, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:05,Running, True, Open, 9684.5, 9685.25, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:06,Running, True, Open, 9684.5, 9683.4, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:07,Running, True, Open, 9685, 9683.4, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:08,Running, True, Open, 9684.5, 9683.4, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:09,Running, True, Open, 9683, 9683.4, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:10,Running, True, Open, 9682.5, 9683.4, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:11,Running, True, Open, 9682.5, 9682.81, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:12,Running, True, Open, 9683, 9682.81, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:13,Running, True, Open, 9682.5, 9682.81, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:14,Running, True, Open, 9683, 9682.81, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:15,Running, True, Open, 9688, 9682.81, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:16,Running, True, Open, 9688, 9683.52, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:17,Running, True, Open, 9688, 9683.52, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:18,Running, True, Open, 9689, 9683.52, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:19,Running, True, Open, 9689, 9683.52, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:20,Running, True, Open, 9689, 9683.52, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:21,Running, True, Open, 9689, 9688.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:22,Running, True, Open, 9689, 9688.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:23,Running, True, Open, 9689, 9688.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:24,Running, True, Open, 9689, 9688.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:25,Running, True, Open, 9689, 9688.5, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:26,Running, True, Open, 9689.5, 9689.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:27,Running, True, Open, 9689, 9689.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:28,Running, True, Open, 9689.5, 9689.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:29,Running, True, Open, 9689.5, 9689.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:30,Running, True, Open, 9689.5, 9689.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:31,Running, True, Open, 9691, 9689.31, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:32,Running, True, Open, 9691, 9691.56, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:33,Running, True, Open, 9690.5, 9691.56, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:34,Running, True, Open, 9691, 9691.56, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:35,Running, True, Open, 9691, 9691.56, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:36,Running, True, Open, 9691, 9691.56, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:37,Running, True, Open, 9691, 9693.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:38,Running, True, Open, 9692, 9693.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:39,Running, True, Open, 9695.5, 9693.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:40,Running, True, Open, 9695.5, 9693.57, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:41,Running, True, Open, 9695.5, 9693.77, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:42,Running, True, Open, 9695.5, 9693.77, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:43,Running, True, Open, 9695.5, 9693.77, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:44,Running, True, Open, 9695.5, 9693.77, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:45,Running, True, Open, 9695.5, 9693.77, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:46,Running, True, Open, 9695, 9694.17, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:47,Running, True, Open, 9695.5, 9694.17, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:48,Running, True, Open, 9695.5, 9694.17, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:49,Running, True, Open, 9695.5, 9694.17, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:50,Running, True, Open, 9695, 9694.17, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:51,Running, True, Open, 9695, 9694.33, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:52,Running, True, Open, 9695.5, 9694.33, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:53,Running, True, Open, 9695, 9694.33, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:54,Running, True, Open, 9695.5, 9694.33, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:55,Running, True, Open, 9695, 9694.33, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:56,Running, True, Open, 9695, 9694.33, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:57,Running, True, Open, 9695, 9693.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:58,Running, True, Open, 9691, 9693.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:03:59,Running, True, Open, 9691, 9693.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:00,Running, True, Open, 9680, 9693.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:01,Running, True, Open, 9680, 9688.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:02,Running, True, Open, 9680, 9688.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:03,Running, True, Open, 9680, 9688.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:04,Running, True, Open, 9680.5, 9688.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:05,Running, True, Open, 9680, 9688.78, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:06,Running, True, Open, 9680, 9685.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:07,Running, True, Open, 9680.5, 9685.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:08,Running, True, Open, 9680.5, 9685.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:09,Running, True, Open, 9680.5, 9685.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:10,Running, True, Open, 9680.5, 9685.51, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:11,Running, True, Open, 9680, 9685.63, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:12,Running, True, Open, 9680, 9685.63, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:13,Running, True, Open, 9680.5, 9685.63, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:14,Running, True, Open, 9680.5, 9685.63, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:15,Running, True, Open, 9680.5, 9685.63, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:16,Running, True, Open, 9680.5, 9685.3, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:17,Running, True, Open, 9680, 9685.3, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:18,Running, True, Open, 9680.5, 9685.3, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:19,Running, True, Open, 9680.5, 9685.3, 2761069, 0, 0, 0, 0, 0, 0
19-05-20,00:04:20,Running, True, Open, 9680, 9685.3, 2761069, 0, 0, 0, 0, 0, 0
