21-04-20,00:00:00,symbol, state, fundingRate, indicativeFundingRate, prevClosePrice, totalVolume, volume, volume24h, totalTurnover, turnover, turnover24h,homeNotional24h, foreignNotional24h, prevPrice24h, vwap, highPrice, lowPrice, lastPrice, lastPriceProtected, lastTickDirection, lastChangePcnt, bidPrice, midPrice, askPrice, impactBidPrice, impactMidPrice, impactAskPrice, openInterest,openValue, markPrice, indicativeSettlePrice
21-04-20,00:17:34,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331167743, 30363936, 2361602881, 30781573249444540, 443362875003, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6869.75, 6870.0192, 513235212,7465519393752, 6874.87, 6876.42
21-04-20,00:17:35,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331167743, 30363936, 2361602881, 30781573249444540, 443362875003, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6869.75, 6870.0192, 513235212,7465519393752, 6874.87, 6876.42
21-04-20,00:17:36,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331167743, 30363936, 2361602881, 30781573249444540, 443362875003, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6869.75, 6870.0192, 513235212,7465519393752, 6874.83, 6876.38
21-04-20,00:17:37,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331167743, 30363936, 2361602881, 30781573249444540, 443362875003, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6869.75, 6870.0192, 513235212,7465519393752, 6874.83, 6876.38
21-04-20,00:17:38,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331167743, 30363936, 2361602881, 30781573249444540, 443362875003, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6869.75, 6870.0192, 513249257,7465723692322, 6874.83, 6876.38
21-04-20,00:17:39,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331185604, 30381797, 2361602881, 30781573509429256, 443622859720, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6870, 6870.4912, 513249257,7465723692322, 6874.83, 6876.38
21-04-20,00:17:40,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331185604, 30381797, 2361602881, 30781573509429256, 443622859720, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6870, 6870.4912, 513249257,7465723692322, 6874.83, 6876.38
21-04-20,00:17:41,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331185604, 30381797, 2361602881, 30781573509429256, 443622859720, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6870, 6870.4912, 513249257,7465210443065, 6875.01, 6876.56
21-04-20,00:17:42,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331185604, 30381797, 2361602881, 30781573509429256, 443622859720, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6870, 6870.4912, 513249257,7465210443065, 6875.01, 6876.56
21-04-20,00:17:43,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331185604, 30381797, 2361602881, 30781573509429256, 443622859720, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870, 6870, ZeroPlusTick, -0.038, 6869.5, 6869.75, 6870, 6869.5, 6870, 6870.4912, 513262001,7465395804545, 6875.01, 6876.56
21-04-20,00:17:44,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331249494, 30445687, 2361602881, 30781574439412096, 444552842560, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870.5, 6870.5, PlusTick, -0.0379, 6870, 6870.25, 6870.5, 6870, 6871, 6871.9076, 513262001,7465395804545, 6875.01, 6876.56
21-04-20,00:17:45,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331249494, 30445687, 2361602881, 30781574439412096, 444552842560, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870.5, 6870.5, ZeroPlusTick, -0.0379, 6870, 6870.25, 6870.5, 6870, 6871, 6871.9076, 513262001,7465395804545, 6875.01, 6876.56
21-04-20,00:17:46,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331249494, 30445687, 2361602881, 30781574439412096, 444552842560, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870.5, 6870.5, ZeroPlusTick, -0.0379, 6870, 6870.25, 6870.5, 6870, 6871, 6871.9076, 513262001,7466422328547, 6874.24, 6875.79
21-04-20,00:17:47,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331249494, 30445687, 2361602881, 30781574439412096, 444552842560, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870.5, 6870.5, ZeroPlusTick, -0.0379, 6870, 6870.25, 6870.5, 6870, 6871, 6871.9076, 513262001,7466422328547, 6874.24, 6875.79
21-04-20,00:17:48,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331249494, 30445687, 2361602881, 30781574439412096, 444552842560, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6870.5, 6870.5, ZeroPlusTick, -0.0379, 6870, 6870.25, 6870.5, 6870, 6871, 6871.9076, 513334155,7467471952785, 6874.24, 6875.79
21-04-20,00:17:49,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331271951, 30468144, 2361602881, 30781574766272250, 444879702714, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6871, 6871, ZeroPlusTick, -0.0379, 6870.5, 6870.75, 6871, 6870.4912, 6871.5, 6872.3799, 513334155,7467471952785, 6874.24, 6875.79
21-04-20,00:17:50,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331271951, 30468144, 2361602881, 30781574766272250, 444879702714, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6871.5, 6871, ZeroPlusTick, -0.0378, 6870.5, 6870.75, 6871, 6870.4912, 6871.5, 6872.3799, 513334155,7467471952785, 6874.24, 6875.79
21-04-20,00:17:51,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331271951, 30468144, 2361602881, 30781574766272250, 444879702714, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6872, 6871.5, ZeroPlusTick, -0.0377, 6870.5, 6870.75, 6871, 6870.4912, 6871.5, 6872.3799, 513334155,7466958618630, 6874.61, 6876.16
21-04-20,00:17:52,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331271951, 30468144, 2361602881, 30781574766272250, 444879702714, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6872, 6872, ZeroPlusTick, -0.0377, 6870.5, 6870.75, 6871, 6870.4912, 6871.5, 6872.3799, 513334155,7466958618630, 6874.61, 6876.16
21-04-20,00:17:53,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331271951, 30468144, 2361602881, 30781574766272250, 444879702714, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6872, 6872, ZeroPlusTick, -0.0377, 6870.5, 6870.75, 6871, 6870.4912, 6871.5, 6872.3799, 513345935,7467129970510, 6874.61, 6876.16
21-04-20,00:17:54,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331299259, 30495452, 2361602881, 30781575163661750, 445277092216, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6872.5, 6872.5, ZeroPlusTick, -0.0377, 6872, 6872.25, 6872.5, 6871.9076, 6872.25, 6872.5, 513345935,7467129970510, 6874.61, 6876.16
21-04-20,00:17:55,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331299259, 30495452, 2361602881, 30781575163661750, 445277092216, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6872.5, 6872.5, ZeroPlusTick, -0.0377, 6872, 6872.25, 6872.5, 6871.9076, 6872.25, 6872.5, 513345935,7467129970510, 6874.61, 6876.16
21-04-20,00:17:56,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331299259, 30495452, 2361602881, 30781575163661750, 445277092216, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6872.5, 6872.5, ZeroPlusTick, -0.0377, 6872, 6872.25, 6872.5, 6871.9076, 6872.25, 6872.5, 513345935,7467129970510, 6874.63, 6876.18
21-04-20,00:17:57,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331299259, 30495452, 2361602881, 30781575163661750, 445277092216, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6872, 6872, MinusTick, -0.0377, 6872, 6872.25, 6872.5, 6871.9076, 6872.25, 6872.5, 513345935,7467129970510, 6874.63, 6876.18
21-04-20,00:17:58,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331299259, 30495452, 2361602881, 30781575163661750, 445277092216, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6876, 6872.5, ZeroPlusTick, -0.0372, 6872, 6872.25, 6872.5, 6871.9076, 6872.25, 6872.5, 513201570,7465030037220, 6874.63, 6876.18
21-04-20,00:17:59,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331538687, 30734880, 2361602881, 30781578647144680, 448760575142, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6876, 6876, ZeroPlusTick, -0.0372, 6875.5, 6875.75, 6876, 6875.5, 6876.25, 6877.1061, 513201570,7465030037220, 6874.63, 6876.18
21-04-20,00:18:00,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331538687, 30734880, 2361602881, 30781578647144680, 448760575142, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6876, 6876, PlusTick, -0.0372, 6875.5, 6875.75, 6876, 6875.5, 6876.25, 6877.1061, 513201570,7465030037220, 6874.63, 6876.18
21-04-20,00:18:01,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331538687, 30734880, 2361602881, 30781578647144680, 448760575142, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6876, 6876, ZeroPlusTick, -0.0372, 6875.5, 6875.75, 6876, 6875.5, 6876.25, 6877.1061, 513201570,7458871618380, 6880.43, 6881.98
21-04-20,00:18:02,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331538687, 30734880, 2361602881, 30781578647144680, 448760575142, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6878, 6876, ZeroPlusTick, -0.0369, 6875.5, 6875.75, 6876, 6875.5, 6876.25, 6877.1061, 513201570,7458871618380, 6880.43, 6881.98
21-04-20,00:18:03,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331538687, 30734880, 2361602881, 30781578647144680, 448760575142, 33778016888288,337780.1688828784, 2361602881, 7141.5, 6991.5402, 7237.5, 6751.5, 6879.5, 6877.1061, ZeroMinusTick, -0.0367, 6875.5, 6875.75, 6876, 6875.5, 6876.25, 6877.1061, 513201570,7458871618380, 6880.43, 6881.98
21-04-20,00:18:04,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331819584, 31015777, 2361998508, 30781582731020484, 452844450948, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6879.5, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 513144065,7458035840710, 6880.43, 6881.98
21-04-20,00:18:05,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331819584, 31015777, 2361998508, 30781582731020484, 452844450948, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 513144065,7458035840710, 6880.43, 6881.98
21-04-20,00:18:06,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331819584, 31015777, 2361998508, 30781582731020484, 452844450948, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 513144065,7455983264450, 6882.39, 6883.94
21-04-20,00:18:07,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331819584, 31015777, 2361998508, 30781582731020484, 452844450948, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 513144065,7455983264450, 6882.39, 6883.94
21-04-20,00:18:08,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212331819584, 31015777, 2361998508, 30781582731020484, 452844450948, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6879.5, 6879.5, ZeroMinusTick, -0.0366, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 513139471,7455916513630, 6882.39, 6883.94
21-04-20,00:18:09,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332312547, 31508740, 2361998508, 30781589896625630, 460010056095, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877.5, MinusTick, -0.037, 6877, 6877.25, 6877.5, 6876.6332, 6877, 6877.5791, 513139471,7455916513630, 6882.39, 6883.94
21-04-20,00:18:10,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332312547, 31508740, 2361998508, 30781589896625630, 460010056095, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877.5, ZeroMinusTick, -0.037, 6877, 6877.25, 6877.5, 6876.6332, 6877, 6877.5791, 513139471,7455916513630, 6882.39, 6883.94
21-04-20,00:18:11,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332312547, 31508740, 2361998508, 30781589896625630, 460010056095, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877, ZeroMinusTick, -0.037, 6877, 6877.25, 6877.5, 6876.6332, 6877, 6877.5791, 513139471,7457455932043, 6880.69, 6882.24
21-04-20,00:18:12,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332312547, 31508740, 2361998508, 30781589896625630, 460010056095, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877, ZeroMinusTick, -0.037, 6877, 6877.25, 6877.5, 6876.6332, 6877, 6877.5791, 513139471,7457455932043, 6880.69, 6882.24
21-04-20,00:18:13,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332312547, 31508740, 2361998508, 30781589896625630, 460010056095, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877.5, ZeroMinusTick, -0.037, 6877, 6877.25, 6877.5, 6876.6332, 6877, 6877.5791, 512835423,7453037202459, 6880.69, 6882.24
21-04-20,00:18:14,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332612405, 31808598, 2361998508, 30781594256716824, 464370147286, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512835423,7453037202459, 6880.69, 6882.24
21-04-20,00:18:15,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332612405, 31808598, 2361998508, 30781594256716824, 464370147286, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877.5, ZeroMinusTick, -0.037, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512835423,7453037202459, 6880.69, 6882.24
21-04-20,00:18:16,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332612405, 31808598, 2361998508, 30781594256716824, 464370147286, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, PlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512835423,7453037202459, 6881.06, 6882.61
21-04-20,00:18:17,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332612405, 31808598, 2361998508, 30781594256716824, 464370147286, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, PlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512835423,7453037202459, 6881.06, 6882.61
21-04-20,00:18:18,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332612405, 31808598, 2361998508, 30781594256716824, 464370147286, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512791892,7452404566436, 6881.06, 6882.61
21-04-20,00:18:19,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332625157, 31821350, 2361998508, 30781594442139932, 464555570395, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512791892,7452404566436, 6881.06, 6882.61
21-04-20,00:18:20,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332625157, 31821350, 2361998508, 30781594442139932, 464555570395, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512791892,7452404566436, 6881.06, 6882.61
21-04-20,00:18:21,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332625157, 31821350, 2361998508, 30781594442139932, 464555570395, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512791892,7452917358328, 6880.27, 6881.82
21-04-20,00:18:22,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332625157, 31821350, 2361998508, 30781594442139932, 464555570395, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512791892,7452917358328, 6880.27, 6881.82
21-04-20,00:18:23,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332625157, 31821350, 2361998508, 30781594442139932, 464555570395, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877.5, MinusTick, -0.037, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790805,7452901559870, 6880.27, 6881.82
21-04-20,00:18:24,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332673736, 31869929, 2361998508, 30781595148478692, 465261909155, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877, MinusTick, -0.037, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790805,7452901559870, 6880.27, 6881.82
21-04-20,00:18:25,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332673736, 31869929, 2361998508, 30781595148478692, 465261909155, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877, 6877, MinusTick, -0.037, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790805,7452901559870, 6880.27, 6881.82
21-04-20,00:18:26,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332673736, 31869929, 2361998508, 30781595148478692, 465261909155, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790805,7454952723090, 6878.67, 6880.22
21-04-20,00:18:27,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332673736, 31869929, 2361998508, 30781595148478692, 465261909155, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790805,7454952723090, 6878.67, 6880.22
21-04-20,00:18:28,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332673736, 31869929, 2361998508, 30781595148478692, 465261909155, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790557,7454949117666, 6878.67, 6880.22
21-04-20,00:18:29,XBTUSD, Open, -0.000486, -0.000787, 6971.62, 2212332702970, 31899163, 2361998508, 30781595573541052, 465686971515, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790557,7454949117666, 6878.67, 6880.22
21-04-20,00:18:30,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332702970, 31899163, 2361998508, 30781595573541052, 465686971515, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790557,7454949117666, 6878.67, 6880.22
21-04-20,00:18:31,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332702970, 31899163, 2361998508, 30781595573541052, 465686971515, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6877.5, 6877.5, ZeroPlusTick, -0.0369, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790557,7454949117666, 6878.67, 6880.22
21-04-20,00:18:32,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332702970, 31899163, 2361998508, 30781595573541052, 465686971515, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6877.5791, ZeroPlusTick, -0.0365, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512790557,7454949117666, 6878.67, 6880.22
21-04-20,00:18:33,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332702970, 31899163, 2361998508, 30781595573541052, 465686971515, 33783909505950,337839.0950594984, 2361998508, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6877.5791, ZeroPlusTick, -0.0365, 6877, 6877.25, 6877.5, 6877, 6877.25, 6877.5791, 512782759,7454835750342, 6878.67, 6880.22
21-04-20,00:18:34,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332796810, 31993003, 2362846750, 30781596937766216, 467051196681, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512782759,7454835750342, 6878.67, 6880.22
21-04-20,00:18:35,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332796810, 31993003, 2362846750, 30781596937766216, 467051196681, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512782759,7454835750342, 6878.67, 6880.22
21-04-20,00:18:36,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332796810, 31993003, 2362846750, 30781596937766216, 467051196681, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512782759,7453297402065, 6880.05, 6881.6
21-04-20,00:18:37,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332796810, 31993003, 2362846750, 30781596937766216, 467051196681, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, ZeroPlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512782759,7453297402065, 6880.05, 6881.6
21-04-20,00:18:38,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332796810, 31993003, 2362846750, 30781596937766216, 467051196681, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6879.5, 6879.5, MinusTick, -0.0366, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512785477,7453336908195, 6880.05, 6881.6
21-04-20,00:18:39,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332797816, 31994009, 2362846750, 30781596952388430, 467065818894, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6879.5, 6879.5, MinusTick, -0.0366, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512785477,7453336908195, 6880.05, 6881.6
21-04-20,00:18:40,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332797816, 31994009, 2362846750, 30781596952388430, 467065818894, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6879.5, PlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512785477,7453336908195, 6880.05, 6881.6
21-04-20,00:18:41,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332797816, 31994009, 2362846750, 30781596952388430, 467065818894, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, PlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512785477,7452824122718, 6880.58, 6882.13
21-04-20,00:18:42,XBTUSD, Open, -0.000486, -0.000783, 6971.62, 2212332797816, 31994009, 2362846750, 30781596952388430, 467065818894, 33796311050947,337963.1105094684, 2362846750, 7141, 6991.5402, 7237.5, 6751.5, 6880, 6880, PlusTick, -0.0365, 6879.5, 6879.75, 6880, 6879.4717, 6879.75, 6880, 512785477,7452824122718, 6880.58, 6882.13
